"ID","Pedigree","Comments_merged","Comments_isu_gb","Comments_note"
"Ames28420","NC278A","other_unclassified","unclassified","ok"
"Ames28421","NC280","other_stiff stalk","stiff stalk","ok"
"Ames28422","NC282","other_stiff stalk","stiff stalk","ok"
"Ames28423","NC284","other_stiff stalk","stiff stalk","ok"
"Ames28424","NC286","other_non-stiff stalk","non-stiff stalk","ok"
"Ames28425","NC288","other_non-stiff stalk","non-stiff stalk","ok"
"Ames28426","NC290","other_non-stiff stalk","non-stiff stalk","ok"
"Ames28927","Mo27W","other_unclassified","unclassified","ok"
"Ames28928","Mo28W","other_unclassified","unclassified","ok"
"Ames28929","Mo29W","other_unclassified","unclassified","ok"
"Ames28930","Mo30W","other_unclassified","unclassified","ok"
"Ames28931","Mo31W","other_unclassified","unclassified","ok"
"Ames28932","Mo32W","other_unclassified","unclassified","ok"
"Ames28933","Mo33W","other_unclassified","unclassified","ok"
"Ames28934","Mo36","other_unclassified","unclassified","ok"
"Ames28935","Mo37","other_unclassified","unclassified","ok"
"Ames28936","Mo38","other_unclassified","unclassified","ok"
"Ames28937","Mo39","other_unclassified","unclassified","ok"
"Ames28938","Mo43","other_non-stiff stalk","non-stiff stalk","ok"
"Ames28939","Mo44","other_unclassified","unclassified","ok"
"Ames28940","Mo501W","other_unclassified","unclassified","ok"
"Ames28941","Mo502W","other_unclassified","unclassified","ok"
"Ames28942","Mo506W","other_unclassified","unclassified","ok"
"Ames28943","Mo508W","other_unclassified","unclassified","ok"
"Ames28944","Mo510W","other_unclassified","unclassified","ok"
"Ames28945","Mo511W","other_unclassified","unclassified","ok"
"Ames28946","Mo512AW","other_unclassified","unclassified","ok"
"Ames28947","Mo512BW","other_unclassified","unclassified","ok"
"Ames28948","CI 4A","other_unclassified","unclassified","ok"
"Ames28949","CI 12","other_unclassified","unclassified","ok"
"Ames28951","CI 42B","other_unclassified","unclassified","ok"
"Ames28952","CI 43","other_unclassified","unclassified","ok"
"Ames28953","CI 92","other_unclassified","unclassified","ok"
"Ames29394","1497-2","other_unclassified","unclassified","ok"
"Ames29451","GE 440","other_unclassified","unclassified","ok"
"Ames30531","MR14 (Longfellow Flint)","other_landraces","landraces","ok"
"Ames30533","MR19 (Santo Domingo)","other_landraces","landraces","ok"
"Ames30534","MR20 (Shoe Peg) S7","other_landraces","landraces","ok"
"Ames30855","CML 325","other_tropical","tropical","ok"
"Ames30856","CML 336","other_tropical","tropical","ok"
"Ames30857","CML 337","other_tropical","tropical","ok"
"Ames30862","NC44","other_unclassified","unclassified","ok"
"Ames30864","NC89","other_unclassified","unclassified","ok"
"Ames31534","CI90C Goodman-Buckler","other_unclassified","unclassified","ok"
"Ames31535","38-11 Goodman-Buckler","other_NA","unknown","ok"
"Ames31537","CI28A Goodman-Buckler","other_NA","unknown","ok"
"Ames32877","A641 Goodman-Buckler","other_NA","unknown","ok"
"Ames8399","W117HT","other_unclassified","unclassified","ok"
"CIze127","CI 127","other_unclassified","unclassified","ok"
"CIze21","CI 21E","other_unclassified","unclassified","ok"
"CIze23","CI 23","other_unclassified","unclassified","ok"
"CIze27","CI 27","other_unclassified","unclassified","ok"
"CIze28","CI 28A","other_unclassified","unclassified","ok"
"CIze29","CI 29B","other_unclassified","unclassified","ok"
"CIze317","CI 317B","other_unclassified","unclassified","ok"
"CIze38","CI 38B","other_unclassified","unclassified","ok"
"CIze40","CI 40A","other_unclassified","unclassified","ok"
"CIze42","CI 42A","other_unclassified","unclassified","ok"
"CIze44","CI 44","other_NA","unknown","ok"
"CIze45","CI45","other_unclassified","unclassified","ok"
"CIze49","CI 49A","other_unclassified","unclassified","ok"
"CIze64","CI 64","other_NA","unknown","ok"
"CIze81","CI 81B","other_unclassified","unclassified","ok"
"CIze82","CI 82A","other_unclassified","unclassified","ok"
"CIze83","CI 83A","other_unclassified","unclassified","ok"
"CIze85","CI 85B","other_unclassified","unclassified","ok"
"CIze86","CI 86B","other_unclassified","unclassified","ok"
"CIze88","CI 88A","other_unclassified","unclassified","ok"
"CIze89","CI 89B","other_unclassified","unclassified","ok"
"CIze90","CI90A","other_unclassified","unclassified","ok"
"CIze91","CI 91B","other_unclassified","unclassified","ok"
"NSL117226","R802A","other_unclassified","unclassified","ok"
"NSL174429","INB 101LFY/LFY (A632 X M16 S5)","other_unclassified","unclassified","ok"
"NSL197104","H116","other_non-stiff stalk","non-stiff stalk","ok"
"NSL197105","H117","other_unclassified","unclassified","ok"
"NSL197106","H118w","other_unclassified","unclassified","ok"
"NSL22628","K47","other_unclassified","unclassified","ok"
"NSL22629","Oh7B","other_NA","unknown","ok"
"NSL22630","K150","other_unclassified","unclassified","ok"
"NSL22631","K11","other_unclassified","unclassified","ok"
"NSL22632","K201","other_unclassified","unclassified","ok"
"NSL22633","KYS","other_unclassified","unclassified","ok"
"NSL22634","K155","other_unclassified","unclassified","ok"
"NSL22635","K41","other_unclassified","unclassified","ok"
"NSL22983","C102","other_non-stiff stalk","non-stiff stalk","ok"
"NSL22984","J47","other_unclassified","unclassified","ok"
"NSL242483","R105","other_unclassified","unclassified","ok"
"NSL243016","792","other_unclassified","unclassified","ok"
"NSL250299","MP307","other_unclassified","unclassified","ok"
"NSL28965","Oh33","other_non-stiff stalk","non-stiff stalk","ok"
"NSL28966","Oh40B","other_non-stiff stalk","non-stiff stalk","ok"
"NSL28967","Oh56A","other_unclassified","unclassified","ok"
"NSL28968","Oh84","other_unclassified","unclassified","ok"
"NSL29282","R901","other_unclassified","unclassified","ok"
"NSL29284","R902A","other_unclassified","unclassified","ok"
"NSL29285","R903B","other_unclassified","unclassified","ok"
"NSL29287","R941","other_unclassified","unclassified","ok"
"NSL29303","R216","other_unclassified","unclassified","ok"
"NSL29304","R216A","other_unclassified","unclassified","ok"
"NSL29305","R218","other_unclassified","unclassified","ok"
"NSL29314","R219","other_unclassified","unclassified","ok"
"NSL29316","R220","other_unclassified","unclassified","ok"
"NSL29317","R221","other_unclassified","unclassified","ok"
"NSL29319","R222","other_unclassified","unclassified","ok"
"NSL29898","R222A","other_unclassified","unclassified","ok"
"NSL30046","B41","other_unclassified","unclassified","ok"
"NSL30053","W22","other_non-stiff stalk","non-stiff stalk","ok"
"NSL30055","W374R2","other_unclassified","unclassified","ok"
"NSL30056","W703","other_non-stiff stalk","non-stiff stalk","ok"
"NSL30058","W64A","other_NA","unknown","ok"
"NSL30059","W153R","other_NA","unknown","ok"
"NSL30060","W23","other_stiff stalk","stiff stalk","ok"
"NSL30062","W182B","other_NA","unknown","ok"
"NSL30063","W182D","other_unclassified","unclassified","ok"
"NSL30064","W24","other_unclassified","unclassified","ok"
"NSL30065","W9","other_unclassified","unclassified","ok"
"NSL30066","WR3","other_unclassified","unclassified","ok"
"NSL30067","W22R","other_non-stiff stalk","non-stiff stalk","ok"
"NSL30068","W374B","other_unclassified","unclassified","ok"
"NSL30070","WM13R","other_unclassified","unclassified","ok"
"NSL30071","W32","other_unclassified","unclassified","ok"
"NSL30073","W37A","other_unclassified","unclassified","ok"
"NSL30074","W182E","other_unclassified","unclassified","ok"
"NSL30835","SD10","other_unclassified","unclassified","ok"
"NSL30861","A","other_unclassified","unclassified","ok"
"NSL30862","K","other_unclassified","unclassified","ok"
"NSL30863","L","other_unclassified","unclassified","ok"
"NSL30864","HY2","other_stiff stalk","stiff stalk","ok"
"NSL30865","R2","other_unclassified","unclassified","ok"
"NSL30866","R004","other_unclassified","unclassified","ok"
"NSL30867","M14","other_unclassified","unclassified","ok"
"NSL30868","R30","other_unclassified","unclassified","ok"
"NSL30869","R53","other_unclassified","unclassified","ok"
"NSL30871","R061","other_unclassified","unclassified","ok"
"NSL30872","R71","other_unclassified","unclassified","ok"
"NSL30873","R74","other_unclassified","unclassified","ok"
"NSL30874","R75","other_unclassified","unclassified","ok"
"NSL30875","R76","other_unclassified","unclassified","ok"
"NSL30876","R78","other_unclassified","unclassified","ok"
"NSL30877","R84","other_unclassified","unclassified","ok"
"NSL30878","R101","other_unclassified","unclassified","ok"
"NSL30879","R103","other_unclassified","unclassified","ok"
"NSL30880","R105","other_NA","unknown","ok"
"NSL30883","R113","other_unclassified","unclassified","ok"
"NSL30884","R134","other_unclassified","unclassified","ok"
"NSL30885","R138","other_unclassified","unclassified","ok"
"NSL30888","R154","other_unclassified","unclassified","ok"
"NSL30890","R159","other_unclassified","unclassified","ok"
"NSL30891","R168","other_NA","unknown","ok"
"NSL30894","R177","other_unclassified","unclassified","ok"
"NSL30895","R181","other_unclassified","unclassified","ok"
"NSL30896","R181B","other_unclassified","unclassified","ok"
"NSL30898","R192","other_unclassified","unclassified","ok"
"NSL30901","R196","other_unclassified","unclassified","ok"
"NSL30902","R197","other_unclassified","unclassified","ok"
"NSL30903","90","other_unclassified","unclassified","ok"
"NSL30904","4226","other_unclassified","unclassified","ok"
"NSL30905","5120B","other_unclassified","unclassified","ok"
"NSL30906","R904A","other_unclassified","unclassified","ok"
"NSL30907","R906","other_unclassified","unclassified","ok"
"NSL30908","R907","other_unclassified","unclassified","ok"
"NSL30909","R909","other_unclassified","unclassified","ok"
"NSL30910","R914","other_unclassified","unclassified","ok"
"NSL30911","R917A","other_unclassified","unclassified","ok"
"NSL30912","R921E","other_unclassified","unclassified","ok"
"NSL30913","R924","other_unclassified","unclassified","ok"
"NSL32720","ND33","other_unclassified","unclassified","ok"
"NSL32721","ND36","other_unclassified","unclassified","ok"
"NSL32722","ND255","other_unclassified","unclassified","ok"
"NSL32723","ND1","other_unclassified","unclassified","ok"
"NSL32725","ND211","other_unclassified","unclassified","ok"
"NSL32726","ND167","other_unclassified","unclassified","ok"
"NSL32727","ND-B8","other_unclassified","unclassified","ok"
"NSL32728","ND230","other_unclassified","unclassified","ok"
"NSL32730","ND405","other_unclassified","unclassified","ok"
"NSL32731","ND385","other_unclassified","unclassified","ok"
"NSL32732","ND203","other_unclassified","unclassified","ok"
"NSL32733","ND376","other_unclassified","unclassified","ok"
"NSL32734","ND408","other_unclassified","unclassified","ok"
"NSL32736","ND480","other_unclassified","unclassified","ok"
"NSL32738","ND283","other_unclassified","unclassified","ok"
"NSL32739","ND474","other_unclassified","unclassified","ok"
"NSL34374","SD15","other_unclassified","unclassified","ok"
"NSL42804","R223","other_unclassified","unclassified","ok"
"NSL42872","A7","other_non-stiff stalk","non-stiff stalk","ok"
"NSL42873","A12","other_unclassified","unclassified","ok"
"NSL42874","C 14","other_unclassified","unclassified","ok"
"NSL42875","A71","other_unclassified","unclassified","ok"
"NSL42877","A165","other_non-stiff stalk","non-stiff stalk","ok"
"NSL42878","A171","other_unclassified","unclassified","ok"
"NSL43597","Tx441","other_unclassified","unclassified","ok"
"NSL437871","AusTRCF 305795","other_unclassified","unclassified","ok"
"NSL437877","AusTRCF 305801","other_unclassified","unclassified","ok"
"NSL437878","AusTRCF 305802","other_unclassified","unclassified","ok"
"NSL437879","AusTRCF 305803","other_unclassified","unclassified","ok"
"NSL437890","AusTRCF 305816","other_unclassified","unclassified","ok"
"NSL437891","AusTRCF 305817","other_unclassified","unclassified","ok"
"NSL437893","AusTRCF 305819","other_unclassified","unclassified","ok"
"NSL437895","AusTRCF 305821","other_unclassified","unclassified","ok"
"NSL437896","AusTRCF 305822","other_unclassified","unclassified","ok"
"NSL437897","AusTRCF 305823","other_unclassified","unclassified","ok"
"NSL437903","AusTRCF 305829","other_unclassified","unclassified","ok"
"NSL437905","AusTRCF 305831","other_unclassified","unclassified","ok"
"NSL437907","AusTRCF 305833","other_unclassified","unclassified","ok"
"NSL437908","AusTRCF 305834","other_unclassified","unclassified","ok"
"NSL437909","AusTRCF 305835","other_unclassified","unclassified","ok"
"NSL437910","AusTRCF 305836","other_unclassified","unclassified","ok"
"NSL437913","AusTRCF 305839","other_unclassified","unclassified","ok"
"NSL437914","AusTRCF 305840","other_unclassified","unclassified","ok"
"NSL437915","AusTRCF 305841","other_unclassified","unclassified","ok"
"NSL437920","AusTRCF 305846","other_unclassified","unclassified","ok"
"NSL437923","AusTRCF 305849","other_unclassified","unclassified","ok"
"NSL437925","AusTRCF 306065","other_unclassified","unclassified","ok"
"NSL437928","AusTRCF 306068","other_unclassified","unclassified","ok"
"NSL437929","AusTRCF 306234","other_unclassified","unclassified","ok"
"NSL437930","AusTRCF 306235","other_unclassified","unclassified","ok"
"NSL437931","AusTRCF 306236","other_unclassified","unclassified","ok"
"NSL437933","AusTRCF 306238","other_unclassified","unclassified","ok"
"NSL437934","AusTRCF 306239","other_unclassified","unclassified","ok"
"NSL437935","AusTRCF 306240","other_unclassified","unclassified","ok"
"NSL437936","AusTRCF 306241","other_unclassified","unclassified","ok"
"NSL437937","AusTRCF 306242","other_unclassified","unclassified","ok"
"NSL437939","AusTRCF 306244","other_unclassified","unclassified","ok"
"NSL437940","AusTRCF 306245","other_unclassified","unclassified","ok"
"NSL437946","AusTRCF 306257","other_unclassified","unclassified","ok"
"NSL437947","AusTRCF 306258","other_unclassified","unclassified","ok"
"NSL437952","AusTRCF 306264","other_unclassified","unclassified","ok"
"NSL437956","AusTRCF 306269","other_unclassified","unclassified","ok"
"NSL437959","AusTRCF 306273","other_unclassified","unclassified","ok"
"NSL437960","AusTRCF 306274","other_unclassified","unclassified","ok"
"NSL437962","AusTRCF 306276","other_unclassified","unclassified","ok"
"NSL437964","AusTRCF 306278","other_unclassified","unclassified","ok"
"NSL437966","AusTRCF 306280","other_unclassified","unclassified","ok"
"NSL437968","AusTRCF 306282","other_unclassified","unclassified","ok"
"NSL437971","AusTRCF 306285","other_unclassified","unclassified","ok"
"NSL437973","AusTRCF 306287","other_unclassified","unclassified","ok"
"NSL437976","AusTRCF 306290","other_unclassified","unclassified","ok"
"NSL437979","AusTRCF 306293","other_unclassified","unclassified","ok"
"NSL437980","AusTRCF 306294","other_unclassified","unclassified","ok"
"NSL437981","AusTRCF 306295","other_unclassified","unclassified","ok"
"NSL437982","AusTRCF 306296","other_unclassified","unclassified","ok"
"NSL437983","AusTRCF 306297","other_unclassified","unclassified","ok"
"NSL437987","AusTRCF 306301","other_unclassified","unclassified","ok"
"NSL437988","AusTRCF 306302","other_unclassified","unclassified","ok"
"NSL437989","AusTRCF 306303","other_unclassified","unclassified","ok"
"NSL437990","AusTRCF 306304","other_unclassified","unclassified","ok"
"NSL437992","AusTRCF 306306","other_unclassified","unclassified","ok"
"NSL437993","AusTRCF 306307","other_unclassified","unclassified","ok"
"NSL437994","AusTRCF 306308","other_unclassified","unclassified","ok"
"NSL437995","AusTRCF 306309","other_unclassified","unclassified","ok"
"NSL437996","AusTRCF 306310","other_unclassified","unclassified","ok"
"NSL437998","AusTRCF 306312","other_unclassified","unclassified","ok"
"NSL438002","AusTRCF 306316","other_unclassified","unclassified","ok"
"NSL438005","AusTRCF 306319","other_unclassified","unclassified","ok"
"NSL438007","AusTRCF 306321","other_unclassified","unclassified","ok"
"NSL438008","AusTRCF 306322","other_unclassified","unclassified","ok"
"NSL438009","AusTRCF 306323","other_unclassified","unclassified","ok"
"NSL438010","AusTRCF 306324","other_unclassified","unclassified","ok"
"NSL438019","AusTRCF 306333","other_unclassified","unclassified","ok"
"NSL438021","AusTRCF 306335","other_unclassified","unclassified","ok"
"NSL438022","AusTRCF 306336","other_unclassified","unclassified","ok"
"NSL438023","AusTRCF 306337","other_unclassified","unclassified","ok"
"NSL438029","AusTRCF 306343","other_unclassified","unclassified","ok"
"NSL438030","AusTRCF 306344","other_unclassified","unclassified","ok"
"NSL438031","AusTRCF 306345","other_unclassified","unclassified","ok"
"NSL438032","AusTRCF 306346","other_unclassified","unclassified","ok"
"NSL438033","AusTRCF 306347","other_unclassified","unclassified","ok"
"NSL438034","AusTRCF 306348","other_unclassified","unclassified","ok"
"NSL438036","AusTRCF 306350","other_unclassified","unclassified","ok"
"NSL438037","AusTRCF 306351","other_unclassified","unclassified","ok"
"NSL438038","AusTRCF 306352","other_unclassified","unclassified","ok"
"NSL438039","AusTRCF 306353","other_unclassified","unclassified","ok"
"NSL438040","AusTRCF 306354","other_unclassified","unclassified","ok"
"NSL438042","AusTRCF 306356","other_unclassified","unclassified","ok"
"NSL438043","AusTRCF 306357","other_unclassified","unclassified","ok"
"NSL52605","Oh7K","other_unclassified","unclassified","ok"
"NSL53086","SC 212M","other_unclassified","unclassified","ok"
"NSL53094","SC 357","other_unclassified","unclassified","ok"
"NSL53095","SC 359","other_NA","unknown","ok"
"NSL65863","B7","other_unclassified","unclassified","ok"
"NSL65864","B8","other_unclassified","unclassified","ok"
"NSL65866","B14","other_stiff stalk","stiff stalk","ok"
"NSL65868","B21","other_unclassified","unclassified","ok"
"NSL65869","B38","other_unclassified","unclassified","ok"
"NSL65871","I 205","other_unclassified","unclassified","ok"
"NSL65872","L 289","other_non-stiff stalk","non-stiff stalk","ok"
"NSL65873","L317","other_unclassified","unclassified","ok"
"NSL65874","Os420","other_stiff stalk","stiff stalk","ok"
"NSL68211","Oh422","other_unclassified","unclassified","ok"
"NSL68242","SC 212M","other_NA","unknown","ok"
"NSL68252","SC 357","other_NA","unknown","ok"
"NSL81595","A238","other_unclassified","unclassified","ok"
"NSL81596","A258","other_unclassified","unclassified","ok"
"NSL81597","A648","other_unclassified","unclassified","ok"
"NSL81598","A657","other_stiff stalk","stiff stalk","ok"
"NSL81599","A659","other_unclassified","unclassified","ok"
"NSL81600","A660","other_unclassified","unclassified","ok"
"PI186182","INBRED 378","other_unclassified","unclassified","ok"
"PI186183","INBRED 379","other_unclassified","unclassified","ok"
"PI186184","INBRED 381","other_unclassified","unclassified","ok"
"PI186193","INBRED A-243-1","other_unclassified","unclassified","ok"
"PI186196","INBRED 109","other_unclassified","unclassified","ok"
"PI186197","INBRED 100","other_unclassified","unclassified","ok"
"PI186199","INBRED 141","other_unclassified","unclassified","ok"
"PI186215","INBRED 2-687","other_unclassified","unclassified","ok"
"PI186217","INBRED 19-86","other_unclassified","unclassified","ok"
"PI186218","INBRED 34-1141","other_unclassified","unclassified","ok"
"PI186219","INBRED 34-1181","other_unclassified","unclassified","ok"
"PI186221","INBRED 39-1084","other_unclassified","unclassified","ok"
"PI186223","INBRED 41-1781","other_unclassified","unclassified","ok"
"PI186224","INBRED 42-492","other_unclassified","unclassified","ok"
"PI186226","INBRED 305","other_unclassified","unclassified","ok"
"PI186227","INBRED 309","other_unclassified","unclassified","ok"
"PI186229","INBRED 321","other_unclassified","unclassified","ok"
"PI198889","4F-182 BS 11","other_unclassified","unclassified","ok"
"PI198892","4F-234 BX 4","other_unclassified","unclassified","ok"
"PI198893","4F-240 BX 16","other_unclassified","unclassified","ok"
"PI198894","4F-259 HQ","other_unclassified","unclassified","ok"
"PI198895","4F-285 TX 15","other_unclassified","unclassified","ok"
"PI198896","4F-300 AD 3","other_unclassified","unclassified","ok"
"PI198901","4F-342 CM 4","other_unclassified","unclassified","ok"
"PI198902","4F-345 CN 12","other_unclassified","unclassified","ok"
"PI198906","4F-403 JV 15","other_unclassified","unclassified","ok"
"PI200179","NY 3 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI200181","NY 65 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI200182","NY 159 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI200184","NY 166 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI200185","NY 188 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI200187","NY 318 (Nevey Yaar)","other_unclassified","unclassified","ok"
"PI200188","NY 364 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI200191","NY 476 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI200194","NY 971 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI200195","NY 992 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI221733","A13-2 INBRED (POTCHEFSTROOM PEARL)","other_unclassified","unclassified","ok"
"PI221734","A14 INBRED (POTCHEFSTROOM PEARL)","other_unclassified","unclassified","ok"
"PI221735","A15-1 INBRED (POTCHEFSTROOM PEARL)","other_unclassified","unclassified","ok"
"PI221736","A16-3-2 INBRED (POTCHEFSTROOM PEARL)","other_unclassified","unclassified","ok"
"PI221737","A17-1-1 INBRED (POTCHEFSTROOM PEARL)","other_unclassified","unclassified","ok"
"PI221739","A21-4-1 INBRED (HICKORY KING)","other_unclassified","unclassified","ok"
"PI221743","N72-3-1-1 INBRED","other_unclassified","unclassified","ok"
"PI221747","E205-1-1-1 INBRED (S5 SYN. ANVELD)","other_unclassified","unclassified","ok"
"PI221750","E292-1-1-1 INB(S5 SYN ANVELD X MINN.706)","other_unclassified","unclassified","ok"
"PI221773","A415-1-3 INBRED","other_unclassified","unclassified","ok"
"PI221775","A436-1 INBRED","other_unclassified","unclassified","ok"
"PI221788","E680-2-1-3(S5) INBRED","other_unclassified","unclassified","ok"
"PI221789","E683-1-2-1(S5) INBRED","other_unclassified","unclassified","ok"
"PI221794","E697-1-1-1(S5) INBRED","other_unclassified","unclassified","ok"
"PI221805","A243-1-2(S10) INBRED (PERUVIAN)","other_unclassified","unclassified","ok"
"PI221820","C410-1(F11) INBRED (HOTNOT CROSSES)","other_unclassified","unclassified","ok"
"PI221821","E680-3-1-1(S6) INBRED","other_unclassified","unclassified","ok"
"PI236997","Inbred 6-907","other_unclassified","unclassified","ok"
"PI257506","F2","other_unclassified","unclassified","ok"
"PI257507","F7","other_unclassified","unclassified","ok"
"PI257508","F10","other_unclassified","unclassified","ok"
"PI257513","F115","other_unclassified","unclassified","ok"
"PI257514","FV181","other_unclassified","unclassified","ok"
"PI257516","F39","other_unclassified","unclassified","ok"
"PI257517","FC46","other_unclassified","unclassified","ok"
"PI267166","2 KM 368 INBRED","other_unclassified","unclassified","ok"
"PI267167","T8144 INBRED","other_unclassified","unclassified","ok"
"PI267168","T8146 INBRED","other_unclassified","unclassified","ok"
"PI267169","T8302 INBRED","other_unclassified","unclassified","ok"
"PI267170","T8354 INBRED","other_unclassified","unclassified","ok"
"PI267171","T8445 INBRED","other_unclassified","unclassified","ok"
"PI270297","B96","other_unclassified","unclassified","ok"
"PI303924","NO. 380","other_unclassified","unclassified","ok"
"PI303925","NO. 1004 INBRED","other_unclassified","unclassified","ok"
"PI303926","NO. 1019 INBRED","other_unclassified","unclassified","ok"
"PI303927","NO. 1026 INBRED","other_unclassified","unclassified","ok"
"PI303928","NO. 1032 INBRED","other_unclassified","unclassified","ok"
"PI303929","NO. 1037 INBRED","other_unclassified","unclassified","ok"
"PI303930","NO. 1049 INBRED","other_unclassified","unclassified","ok"
"PI303932","NO. 1068 INBRED","other_unclassified","unclassified","ok"
"PI303933","NO. 1070 INBRED","other_unclassified","unclassified","ok"
"PI303937","NO. 1175 INBRED","other_unclassified","unclassified","ok"
"PI303938","NO. 1185 INBRED","other_unclassified","unclassified","ok"
"PI303939","NO. 1197 INBRED","other_unclassified","unclassified","ok"
"PI303940","NO. 1201 INBRED","other_unclassified","unclassified","ok"
"PI303941","NO. 1266 INBRED","other_unclassified","unclassified","ok"
"PI303943","TN 53-1-2","other_unclassified","unclassified","ok"
"PI340812","NY 121 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI340813","NY 123 (Neveh Yaar)","other_unclassified","unclassified","ok"
"PI340817","G3 T5","other_unclassified","unclassified","ok"
"PI340818","G3 T5a","other_unclassified","unclassified","ok"
"PI340819","T9","other_unclassified","unclassified","ok"
"PI340821","G22 T122","other_unclassified","unclassified","ok"
"PI340822","G6 T123","other_unclassified","unclassified","ok"
"PI340823","G14 T133","other_unclassified","unclassified","ok"
"PI340824","G15 T134","other_unclassified","unclassified","ok"
"PI340825","G15 T134a","other_unclassified","unclassified","ok"
"PI340826","T140","other_unclassified","unclassified","ok"
"PI340827","T141","other_unclassified","unclassified","ok"
"PI340829","T146","other_unclassified","unclassified","ok"
"PI340830","T242","other_unclassified","unclassified","ok"
"PI343953","PLS 61/10870 subline-1","other_unclassified","unclassified","ok"
"PI369437","80-2","other_unclassified","unclassified","ok"
"PI369438","K 10","other_unclassified","unclassified","ok"
"PI369439","S 14","other_unclassified","unclassified","ok"
"PI369442","S 48","other_unclassified","unclassified","ok"
"PI369443","S 61","other_unclassified","unclassified","ok"
"PI369446","U 123","other_unclassified","unclassified","ok"
"PI391414","PH 9","other_unclassified","unclassified","ok"
"PI391660","CHI-41","other_unclassified","unclassified","ok"
"PI391662","KUNG-70","other_unclassified","unclassified","ok"
"PI391663","T IEH 84","other_unclassified","unclassified","ok"
"PI391665","YING-55","other_unclassified","unclassified","ok"
"PI391666","YING-64","other_unclassified","unclassified","ok"
"PI391667","CHI-503","other_unclassified","unclassified","ok"
"PI391670","NIU 11","other_unclassified","unclassified","ok"
"PI391672","YANG","other_unclassified","unclassified","ok"
"PI391676","TUO 229","other_unclassified","unclassified","ok"
"PI391678","TZU-CHIAO-HSI-WU 105","other_unclassified","unclassified","ok"
"PI391680","WU-TAN-TZAO","other_unclassified","unclassified","ok"
"PI391682","YE-CHI-HUNG","other_unclassified","unclassified","ok"
"PI405705","CHAN 11 INBRED","other_unclassified","unclassified","ok"
"PI405707","HUA 94 INBRED","other_unclassified","unclassified","ok"
"PI405709","TANG CHAO INBRED","other_unclassified","unclassified","ok"
"PI405711","BAI TOU SHUANG IN.(JI 095","other_unclassified","unclassified","ok"
"PI405712","DA BA TANG INB. (JI 0241)","other_unclassified","unclassified","ok"
"PI405713","DA JIN DING (JI 0018)","other_unclassified","unclassified","ok"
"PI405714","HUO BAO MI (JI 0235)","other_unclassified","unclassified","ok"
"PI406106","A14NW","other_unclassified","unclassified","ok"
"PI406107","A57N","other_unclassified","unclassified","ok"
"PI406108","A98NW","other_unclassified","unclassified","ok"
"PI406109","A166N","other_unclassified","unclassified","ok"
"PI406110","A178N","other_unclassified","unclassified","ok"
"PI406113","A266N","other_unclassified","unclassified","ok"
"PI406115","A328NW","other_unclassified","unclassified","ok"
"PI406122","A564N","other_unclassified","unclassified","ok"
"PI406123","A579N","other_unclassified","unclassified","ok"
"PI406124","A622N","other_unclassified","unclassified","ok"
"PI406125","A641N","other_stiff stalk","stiff stalk","ok"
"PI406126","A661N","other_unclassified","unclassified","ok"
"PI406128","A691N","other_unclassified","unclassified","ok"
"PI415078","4533. INBRED","other_unclassified","unclassified","ok"
"PI415079","4537. INBRED","other_unclassified","unclassified","ok"
"PI415080","4550. INBRED","other_unclassified","unclassified","ok"
"PI415081","4554. INBRED","other_unclassified","unclassified","ok"
"PI415082","4554 INBRED","other_unclassified","unclassified","ok"
"PI415083","4562 INBRED","other_unclassified","unclassified","ok"
"PI415084","4564 INBRED","other_unclassified","unclassified","ok"
"PI415085","4566 INBRED","other_unclassified","unclassified","ok"
"PI415086","4578 INBRED","other_unclassified","unclassified","ok"
"PI415087","4580 INBRED","other_unclassified","unclassified","ok"
"PI415088","4581 INBRED","other_unclassified","unclassified","ok"
"PI415089","4655 INBRED","other_unclassified","unclassified","ok"
"PI415090","4659 INBRED","other_unclassified","unclassified","ok"
"PI415091","4664 INBRED","other_unclassified","unclassified","ok"
"PI427109","Eng-li Chih","other_unclassified","unclassified","ok"
"PI427111","Chi-tan 120","other_unclassified","unclassified","ok"
"PI433485","Prior A","other_unclassified","unclassified","ok"
"PI433486","Prior B","other_unclassified","unclassified","ok"
"PI433487","Prior C","other_unclassified","unclassified","ok"
"PI459078","Honan no. 7","other_unclassified","unclassified","ok"
"PI459080","Hwang no. 525","other_unclassified","unclassified","ok"
"PI459082","Shansi no. 60","other_unclassified","unclassified","ok"
"PI506254","Tzi 24","other_tropical","tropical","ok"
"PI506255","Tzi 25","other_tropical","tropical","ok"
"PI508277","SD42","other_unclassified","unclassified","ok"
"PI509542","B89","other_stiff stalk","stiff stalk","ok"
"PI510674","ND261","other_unclassified","unclassified","ok"
"PI511309","NC252","other_stiff stalk","stiff stalk","ok"
