"Year","Tier","Range","Pass","Gen","Pedigree","Source","id"
2017,3,15,59,1302,"Va85","Ames 27193","2017_15_59"
2017,3,15,73,1481,"NC89","Ames 30864","2017_15_73"
2017,3,8,50,845,"N534","PI 594080","2017_8_50"
2017,3,16,52,1111,"AusTRCF 306236","NSL 437931","2017_16_52"
2017,3,15,72,1315,"AD Sg1501-3","Ames 29025","2017_15_72"
2017,3,8,73,1060,"PHK35","PI 601777","2017_8_73"
2017,3,8,70,1379,"PHW52","PI 601575","2017_8_70"
2017,3,15,51,1160,"H122w","Ames 26805","2017_15_51"
2017,3,8,57,1124,"B109","PI 597927","2017_8_57"
2017,3,16,53,1332,"AusTRCF 306238","NSL 437933","2017_16_53"
2017,3,16,47,1299,"IA DS 61","NSL 75976","2017_16_47"
2017,3,15,81,1324,"R134","NSL 30884","2017_15_81"
2017,3,15,64,1307,"Mo501W","Ames 28940","2017_15_64"
2017,3,15,58,1671,"NC316","Ames 27154","2017_15_58"
2017,3,8,67,1058,"W8304","PI 601502","2017_8_67"
2017,3,15,69,1283,"AD SA1","Ames 29001","2017_15_69"
2017,3,15,62,1170,"NC278","Ames 28419","2017_15_62"
2017,3,8,61,953,"PHR36","PI 601361","2017_8_61"
2017,3,8,72,960,"PHJ70","PI 601775","2017_8_72"
2017,3,7,55,1,"B73","14SJMY:Breed:0001","2017_7_55"
2017,3,15,79,1318,"R220","NSL 29316","2017_15_79"
2017,3,15,77,1627,"K11","NSL 22631","2017_15_77"
2017,3,8,56,1018,"B108","PI 597926","2017_8_56"
2017,3,15,46,1159,"H73","Ames 26794","2017_15_46"
2017,3,15,75,1622,"CI45","CIze 45","2017_15_75"
2017,3,16,48,1330,"IA DS 62","NSL 75977","2017_16_48"
2017,3,15,56,1193,"NC308","Ames 27150","2017_15_56"
2017,3,9,60,1293,"WXK44","Ames 26750","2017_9_60"
2017,3,9,61,534,"WXOs420","Ames 26756","2017_9_61"
2017,3,9,56,950,"CI 40H","Ames 26128","2017_9_56"
2017,3,9,62,1465,"A632 sh2/sh2","Ames 26761","2017_9_62"
2017,3,9,67,956,"H121","Ames 26804","2017_9_67"
2017,3,9,52,769,"A628","Ames 23464","2017_9_52"
2017,3,9,68,350,"CO256","Ames 27051","2017_9_68"
2017,3,9,55,844,"MS221","Ames 24746","2017_9_55"
2017,3,10,45,858,"NC284","Ames 28423","2017_10_45"
2017,3,9,74,1087,"NC330","Ames 27161","2017_9_74"
2017,3,9,83,1580,"NC280","Ames 28421","2017_9_83"
2017,3,10,47,1276,"Mo39","Ames 28937","2017_10_47"
2017,3,9,66,570,"H108","Ames 26801","2017_9_66"
2017,3,9,77,1473,"Il779a","Ames 27447","2017_9_77"
2017,3,8,80,1066,"58612 Inbred B73","PI 648426","2017_8_80"
2017,3,9,63,1082,"Mo17 +/su","Ames 26764","2017_9_63"
2017,3,9,50,1548,"N28","Ames 19321","2017_9_50"
2017,3,10,46,1063,"NC290","Ames 28426","2017_10_46"
2017,3,8,82,1068,"58614 B73 (Meth) Bc5S4","PI 648428","2017_8_82"
2017,3,9,76,4,"SA24","Ames 27188","2017_9_76"
2017,3,9,84,857,"NC282","Ames 28422","2017_9_84"
2017,3,9,80,1167,"NC262A","Ames 28412","2017_9_80"
2017,3,8,84,1738,"Yong 28 (br2)","Ames 2334","2017_8_84"
2017,3,8,76,1384,"PHW43","PI 601792","2017_8_76"
2017,3,9,70,1572,"NC306","Ames 27149","2017_9_70"
2017,3,9,48,1041,"Va52","Ames 19014","2017_9_48"
2017,3,9,51,1458,"H119","Ames 22752","2017_9_51"
2017,3,9,82,1579,"NC278A","Ames 28420","2017_9_82"
2017,3,9,71,1194,"NC310","Ames 27151","2017_9_71"
2017,3,9,64,1590,"H29w","Ames 26781","2017_9_64"
2017,3,9,45,101,"38-11R PARENT HB 19 INB","Ames 2523","2017_9_45"
2017,3,9,78,1273,"Mo401","Ames 28360","2017_9_78"
2017,3,9,59,1049,"WXHy","Ames 26746","2017_9_59"
2017,3,9,81,1169,"NC276","Ames 28418","2017_9_81"
2017,3,9,58,1048,"WXB6","Ames 26745","2017_9_58"
2017,3,9,73,989,"NC328","Ames 27160","2017_9_73"
2017,3,9,57,1262,"WX33-16","Ames 26742","2017_9_57"
2017,3,8,81,1067,"58613 B73 (Meth) Bc5S4","PI 648427","2017_8_81"
2017,3,9,79,761,"Mo402","Ames 28361","2017_9_79"
2017,3,9,54,744,"MS78","Ames 24718","2017_9_54"
2017,3,9,47,1576,"Va14A","Ames 14114","2017_9_47"
2017,3,9,65,1,"B73","14SJMY:Breed:0001","2017_9_65"
2017,3,9,53,1399,"IDS91","Ames 24577","2017_9_53"
2017,3,9,75,1090,"NC372","Ames 27182","2017_9_75"
2017,3,9,69,1410,"NC294","Ames 27143","2017_9_69"
2017,3,9,72,1300,"NC326","Ames 27159","2017_9_72"
2017,3,9,49,867,"B37 TRf","Ames 19283","2017_9_49"
2017,3,9,46,1456,"89S4117","Ames 12818","2017_9_46"
2017,4,7,105,1808,"SC 359","NSL 53095","2017_7_105"
2017,4,8,107,1682,"AusTRCF 305821","NSL 437895","2017_8_107"
2017,4,8,108,1225,"AusTRCF 305841","NSL 437915","2017_8_108"
2017,4,7,91,1759,"T272","PI 633924","2017_7_91"
2017,4,7,93,633,"Florida 32","PI 644100","2017_7_93"
2017,4,7,110,1438,"AusTRCF 306242","NSL 437937","2017_7_110"
2017,4,7,98,1697,"M37W","Ames 27133","2017_7_98"
2017,4,8,95,1762,"NC350","Ames 27171","2017_8_95"
2017,4,8,94,1760,"NC340","Ames 27166","2017_8_94"
2017,4,8,102,1678,"CI 88A","CIze 88","2017_8_102"
2017,4,7,120,1137,"B77","PI 608765","2017_7_120"
2017,4,7,97,1464,"WXK64","Ames 26752","2017_7_97"
2017,4,8,101,1806,"CI 64","CIze 64","2017_8_101"
2017,4,7,118,704,"89291","PI 550909","2017_7_118"
2017,4,7,107,1791,"AusTRCF 305816","NSL 437890","2017_7_107"
2017,4,8,92,1754,"I137TN","Ames 27116","2017_8_92"
2017,4,8,89,1663,"CI 70","Ames 26131","2017_8_89"
2017,4,8,91,1696,"CML 103","Ames 27081","2017_8_91"
2017,4,8,99,1478,"AD SA15","Ames 29015","2017_8_99"
2017,4,7,95,1745,"Ab28A","Ames 18999","2017_7_95"
2017,4,7,100,1274,"NC266B","Ames 28415","2017_7_100"
2017,4,7,119,532,"BO46W","PI 591022","2017_7_119"
2017,4,7,103,1776,"MR19 (Santo Domingo)","Ames 30533","2017_7_103"
2017,4,7,114,1529,"AusTRCF 306356","NSL 438042","2017_7_114"
2017,4,7,89,1673,"PHN47","PI 601569","2017_7_89"
2017,4,7,116,1314,"E683-1-2-1(S5) INBRED","PI 221789","2017_7_116"
2017,4,8,98,1801,"Mo33W","Ames 28933","2017_8_98"
2017,4,7,104,1785,"SC 357","NSL 53094","2017_7_104"
2017,4,8,109,987,"AusTRCF 306297","NSL 437983","2017_8_109"
2017,4,7,112,1113,"AusTRCF 306285","NSL 437971","2017_7_112"
2017,4,8,103,1626,"CI 317B","CIze 317","2017_8_103"
2017,4,7,101,1504,"CI 43","Ames 28952","2017_7_101"
2017,4,8,93,1755,"L578","Ames 27132","2017_8_93"
2017,4,8,96,1794,"NC370","Ames 27181","2017_8_96"
2017,4,7,106,1810,"SC 357","NSL 68252","2017_7_106"
2017,4,7,108,1437,"AusTRCF 306068","NSL 437928","2017_7_108"
2017,4,7,96,1747,"Tx29A","Ames 22759","2017_7_96"
2017,4,7,99,1795,"T234","Ames 27190","2017_7_99"
2017,4,7,102,1774,"GE 440","Ames 29451","2017_7_102"
2017,4,7,109,1,"B73","14SJMY:Breed:0001","2017_7_109"
2017,4,8,100,1621,"CI7","CIze 7","2017_8_100"
2017,4,7,92,1675,"TZSTRI113","PI 639937","2017_7_92"
2017,4,7,90,1477,"PHJ31","PI 601773","2017_7_90"
2017,4,8,105,1713,"Mo303ae","NSL 67788","2017_8_105"
2017,4,7,121,1541,"S330","Ames 2341","2017_7_121"
2017,4,7,117,1207,"R-PAH-1 IN.FR.TOM-THUMB","PI 340869","2017_7_117"
2017,4,8,106,1601,"Mo308ae","NSL 67793","2017_8_106"
2017,4,7,94,1771,"SC102","Ames 10273","2017_7_94"
2017,3,10,61,1070,"K150","NSL 22630","2017_10_61"
2017,3,10,64,1183,"R2","NSL 30865","2017_10_64"
2017,3,10,62,1211,"C102","NSL 22983","2017_10_62"
2017,3,10,84,1412,"AusTRCF 306302","NSL 437988","2017_10_84"
2017,3,10,49,1282,"AD 363-2","Ames 28993","2017_10_49"
2017,3,11,81,197,"PHR30","PI 559946","2017_11_81"
2017,3,11,76,1329,"B46","PI 550469","2017_11_76"
2017,3,10,69,1005,"R181","NSL 30895","2017_10_69"
2017,3,10,56,1415,"AD Sg1501-1","Ames 29023","2017_10_56"
2017,3,10,66,1004,"R75","NSL 30874","2017_10_66"
2017,3,11,80,587,"ICI 893","PI 559383","2017_11_80"
2017,3,10,74,1603,"Mo312ae","NSL 67797","2017_10_74"
2017,3,10,48,1505,"CI 92","Ames 28953","2017_10_48"
2017,3,10,54,1284,"AD SA16","Ames 29016","2017_10_54"
2017,3,10,63,658,"R216","NSL 29303","2017_10_63"
2017,3,10,72,558,"ND408","NSL 32734","2017_10_72"
2017,3,10,73,979,"I 205","NSL 65871","2017_10_73"
2017,3,10,50,996,"AD 347 DS-2","Ames 28997","2017_10_50"
2017,3,10,76,667,"A660","NSL 81600","2017_10_76"
2017,3,10,80,1224,"AusTRCF 305840","NSL 437914","2017_10_80"
2017,3,11,75,890,"Mo20W","PI 550442","2017_11_75"
2017,3,10,51,997,"AD 448 DS","Ames 28998","2017_10_51"
2017,3,10,78,494,"792","NSL 243016","2017_10_78"
2017,3,10,67,1216,"R78","NSL 30876","2017_10_67"
2017,3,10,59,1389,"CI 29B","CIze 29","2017_10_59"
2017,3,10,58,1416,"AD Sg1501-6","Ames 29028","2017_10_58"
2017,3,11,78,1110,"LH214","PI 555660","2017_11_78"
2017,3,10,65,1103,"M14","NSL 30867","2017_10_65"
2017,3,10,71,1326,"R907","NSL 30908","2017_10_71"
2017,3,10,75,1432,"SG 30A","NSL 75980","2017_10_75"
2017,3,10,70,1106,"R906","NSL 30907","2017_10_70"
2017,3,11,72,689,"PHN34","PI 543843","2017_11_72"
2017,3,10,79,1683,"AusTRCF 305839","NSL 437913","2017_10_79"
2017,3,10,57,1480,"AD Sg1501-5","Ames 29027","2017_10_57"
2017,3,11,82,1222,"Pa759","PI 560074","2017_11_82"
2017,3,10,68,1105,"R168","NSL 30891","2017_10_68"
2017,3,10,53,1204,"AD SA9","Ames 29009","2017_10_53"
2017,3,10,77,1403,"INB 101LFY/LFY (A632 X M16 S5)","NSL 174429","2017_10_77"
2017,3,11,83,1008,"H125","PI 583847","2017_11_83"
2017,3,10,81,872,"AusTRCF 306235","NSL 437930","2017_10_81"
2017,3,11,79,829,"Mo17","PI 558532","2017_11_79"
2017,3,10,52,1096,"AD 440 DS-2","Ames 29000","2017_10_52"
2017,3,11,77,1136,"LH215","PI 552815","2017_11_77"
2017,3,11,74,287,"BCC03","PI 544065","2017_11_74"
2017,3,10,60,1,"B73","14SJMY:Breed:0001","2017_10_60"
2017,3,11,84,1470,"B99","PI 584528","2017_11_84"
2017,3,11,73,1327,"PHW51","PI 543849","2017_11_73"
2017,3,10,55,488,"AD SA19","Ames 29019","2017_10_55"
2017,2,11,9,538,"PHG72","PI 601319","2017_11_9"
2017,2,10,38,289,"PHJ89","PI 548798","2017_10_38"
2017,2,11,6,93,"LH145","PI 600959","2017_11_6"
2017,2,10,34,572,"NIU 11","PI 391670","2017_10_34"
2017,2,11,31,333,"A625","Ames 23461","2017_11_31"
2017,2,11,13,297,"LH61","PI 601416","2017_11_13"
2017,2,10,32,370,"T8146 INBRED","PI 267168","2017_10_32"
2017,2,10,35,380,"HUA 94 INBRED","PI 405707","2017_10_35"
2017,2,10,39,386,"ND247","PI 550503","2017_10_39"
2017,2,10,29,389,"SD15","NSL 34374","2017_10_29"
2017,2,11,12,434,"LH146Ht","PI 601402","2017_11_12"
2017,2,11,20,310,"P39M96","Ames 22048","2017_11_20"
2017,2,11,29,326,"A375","Ames 23428","2017_11_29"
2017,2,11,30,328,"A449","Ames 23436","2017_11_30"
2017,2,11,21,311,"P51","Ames 22049","2017_11_21"
2017,2,11,3,805,"A554","PI 587138","2017_11_3"
2017,2,11,4,428,"A679","PI 587142","2017_11_4"
2017,2,11,24,256,"W 6786","Ames 22066","2017_11_24"
2017,2,11,26,451,"Pa405","Ames 22757","2017_11_26"
2017,2,11,37,340,"Oh51A","Ames 23922","2017_11_37"
2017,2,10,30,363,"B8","NSL 65864","2017_10_30"
2017,2,10,31,162,"42","PI 233312","2017_10_31"
2017,2,10,40,391,"N194","PI 550568","2017_10_40"
2017,2,11,19,974,"Ia 5145","Ames 22031","2017_11_19"
2017,2,10,37,1248,"PHW86","PI 543850","2017_10_37"
2017,2,11,11,539,"794","PI 601377","2017_11_11"
2017,2,11,27,319,"A203","Ames 23400","2017_11_27"
2017,2,11,39,375,"MS142","Ames 24733","2017_11_39"
2017,2,10,36,1426,"M6415","PI 506412","2017_10_36"
2017,2,11,18,338,"EAST 028 WHITE COB","Ames 14211","2017_11_18"
2017,2,11,25,554,"CH157","Ames 22441","2017_11_25"
2017,2,11,15,329,"S8324","PI 601611","2017_11_15"
2017,2,11,23,255,"W 5579","Ames 22058","2017_11_23"
2017,2,11,36,339,"A667","Ames 23491","2017_11_36"
2017,2,11,33,664,"A632HTN","Ames 23469","2017_11_33"
2017,2,11,7,402,"207","PI 601005","2017_11_7"
2017,2,11,38,164,"MS91","Ames 24723","2017_11_38"
2017,2,11,40,440,"A619Ht2","Ames 25220","2017_11_40"
2017,2,11,17,410,"L 135","PI 601727","2017_11_17"
2017,2,11,34,771,"A635RpRp","Ames 23473","2017_11_34"
2017,2,11,5,92,"991","PI 593460","2017_11_5"
2017,2,11,32,365,"A631","Ames 23467","2017_11_32"
2017,2,11,28,352,"A305","Ames 23417","2017_11_28"
2017,2,11,35,1075,"A637","Ames 23475","2017_11_35"
2017,2,10,33,680,"STRAIN T35-388-68(A)","PI 358539","2017_10_33"
2017,2,11,14,514,"PHN11","PI 601497","2017_11_14"
2017,2,11,16,1,"B73","14SJMY:Breed:0001","2017_11_16"
2017,2,11,8,624,"PHG71","PI 601150","2017_11_8"
2017,2,13,11,408,"PHT77","PI 601499","2017_13_11"
2017,2,14,11,1,"B73","14SJMY:Breed:0001","2017_14_11"
2017,2,13,3,622,"LH39","PI 600944","2017_13_3"
2017,2,14,1,566,"B-22 INBR.FR.SUPERGOLD","PI 340857","2017_14_1"
2017,2,13,23,325,"A374","Ames 23427","2017_13_23"
2017,2,13,4,602,"LH82","PI 601170","2017_13_4"
2017,2,13,25,670,"A681","Ames 23504","2017_13_25"
2017,2,13,14,631,"PHP02","PI 601570","2017_13_14"
2017,2,14,16,407,"PHK42","PI 601495","2017_14_16"
2017,2,13,7,1052,"778","PI 601375","2017_13_7"
2017,2,13,12,545,"78551S","PI 601562","2017_13_12"
2017,2,14,12,614,"ICI 193","PI 559380","2017_14_12"
2017,2,14,15,610,"IB02","PI 601457","2017_14_15"
2017,2,13,17,337,"North 7","Ames 2328","2017_13_17"
2017,2,13,2,400,"OC17","PI 596504","2017_13_2"
2017,2,14,4,607,"SD46","PI 524970","2017_14_4"
2017,2,14,3,574,"Chi-tan 120","PI 427111","2017_14_3"
2017,2,14,5,1428,"LH205","PI 537099","2017_14_5"
2017,2,13,18,207,"East 028","Ames 2330","2017_13_18"
2017,2,14,7,582,"L 155","PI 550695","2017_14_7"
2017,2,13,30,679,"AD 139 DS??","Ames 28976","2017_13_30"
2017,2,13,9,540,"IBB15","PI 601458","2017_13_9"
2017,2,13,21,425,"A264","Ames 23409","2017_13_21"
2017,2,13,31,579,"AD 230 DS","Ames 28979","2017_13_31"
2017,2,13,15,959,"1538","PI 601658","2017_13_15"
2017,2,13,29,446,"AD 104 DS","Ames 28974","2017_13_29"
2017,2,14,6,1249,"Lp215D","PI 547107","2017_14_6"
2017,2,13,27,541,"CH732-12","Ames 27019","2017_13_27"
2017,2,13,19,443,"Bei 10 = North 10","Ames 2332","2017_13_19"
2017,2,14,10,1109,"LH209","PI 554612","2017_14_10"
2017,2,13,24,1689,"A624","Ames 23460","2017_13_24"
2017,2,13,33,653,"AD 187-2","Ames 28983","2017_13_33"
2017,2,14,14,603,"Q381","PI 601190","2017_14_14"
2017,2,13,6,1051,"764","PI 601374","2017_13_6"
2017,2,14,17,613,"IBB14","PI 601565","2017_14_17"
2017,2,14,9,526,"OC4","PI 553057","2017_14_9"
2017,2,13,5,296,"4676A","PI 601300","2017_13_5"
2017,2,14,2,814,"STRAIN 465A-421-68(B)","PI 358530","2017_14_2"
2017,2,13,8,627,"LP5","PI 601378","2017_13_8"
2017,2,13,13,630,"PHH93","PI 601567","2017_13_13"
2017,2,13,20,220,"NJ 116 Wa","Ames 22045","2017_13_20"
2017,2,13,1,902,"W117","PI 587153","2017_13_1"
2017,2,13,32,447,"AD 157 DS","Ames 28981","2017_13_32"
2017,2,14,13,1336,"H105W","PI 587127","2017_14_13"
2017,2,13,16,335,"ND300","PI 607527","2017_13_16"
2017,2,13,22,351,"A288","Ames 23414","2017_13_22"
2017,2,13,10,436,"793","PI 601492","2017_13_10"
2017,2,13,26,561,"MS79","Ames 24719","2017_13_26"
2017,4,9,108,1585,"Mo31W","Ames 28931","2017_9_108"
2017,4,8,117,1701,"Tzi 25","PI 506255","2017_8_117"
2017,4,9,115,1677,"CI 86B","CIze 86","2017_9_115"
2017,4,9,99,1471,"CML 154Q","Ames 27083","2017_9_99"
2017,4,8,121,1142,"B104","PI 594047","2017_8_121"
2017,4,9,106,21,"Hi27 Goodman-Buckler","Ames 28291","2017_9_106"
2017,4,8,118,1631,"B56","PI 550471","2017_8_118"
2017,4,9,103,1787,"NC300","Ames 27146","2017_9_103"
2017,4,8,114,1690,"A21-4-1 INBRED (HICKORY KING)","PI 221739","2017_8_114"
2017,4,9,111,1209,"CI90C Goodman-Buckler","Ames 31534","2017_9_111"
2017,4,9,118,1784,"SC 212M","NSL 53086","2017_9_118"
2017,4,9,114,1488,"CI 83A","CIze 83","2017_9_114"
2017,4,9,112,1676,"CI 44","CIze 44","2017_9_112"
2017,4,8,120,1665,"AR250","PI 561526","2017_8_120"
2017,4,9,98,1500,"CML 108","Ames 27082","2017_9_98"
2017,4,8,123,1567,"SX-6-7 (Tetraploid)","PI 601332","2017_8_123"
2017,4,9,120,1191,"MP307","NSL 250299","2017_9_120"
2017,4,8,122,1442,"CML 300","PI 595569","2017_8_122"
2017,4,8,127,1740,"SC90","Ames 10272","2017_8_127"
2017,4,9,97,1555,"CI 84B","Ames 26136","2017_9_97"
2017,4,9,122,1684,"AusTRCF 306234","NSL 437929","2017_9_122"
2017,4,9,117,1783,"Tx441","NSL 43597","2017_9_117"
2017,4,9,109,1587,"CML 325","Ames 30855","2017_9_109"
2017,4,9,110,1619,"CML 337","Ames 30857","2017_9_110"
2017,4,8,126,1732,"TZSTRI114","PI 639938","2017_8_126"
2017,4,9,128,1530,"AusTRCF 306357","NSL 438043","2017_9_128"
2017,4,9,105,990,"NC334","Ames 27163","2017_9_105"
2017,4,8,119,740,"88069","PI 550918","2017_8_119"
2017,4,9,113,1098,"CI 81B","CIze 81","2017_9_113"
2017,4,8,116,1700,"Tzi 24","PI 506254","2017_8_116"
2017,4,9,104,1670,"NC304","Ames 27148","2017_9_104"
2017,4,8,125,1731,"TZSTRI112","PI 639936","2017_8_125"
2017,4,8,111,1719,"AusTRCF 306352","NSL 438038","2017_8_111"
2017,4,9,119,1809,"SC 212M","NSL 68242","2017_9_119"
2017,4,9,121,1637,"AusTRCF 305823","NSL 437897","2017_9_121"
2017,4,9,101,1596,"CML 333","Ames 27101","2017_9_101"
2017,4,8,124,1059,"6M502","PI 601561","2017_8_124"
2017,4,9,107,1702,"Mo403","Ames 28362","2017_9_107"
2017,4,9,124,873,"AusTRCF 306258","NSL 437947","2017_9_124"
2017,4,9,102,1786,"NC296","Ames 27144","2017_9_102"
2017,4,9,123,1305,"AusTRCF 306257","NSL 437946","2017_9_123"
2017,4,9,116,1807,"CI 89B","CIze 89","2017_9_116"
2017,4,8,128,1653,"NC220","Ames 12728","2017_8_128"
2017,4,9,100,1564,"CML 323","Ames 27097","2017_9_100"
2017,4,8,115,1814,"E697-1-1-1(S5) INBRED","PI 221794","2017_8_115"
2017,4,9,95,1583,"Pa91HT2","Ames 25373","2017_9_95"
2017,4,9,126,1793,"AusTRCF 306346","NSL 438032","2017_9_126"
2017,4,9,96,1491,"CI 32","Ames 26126","2017_9_96"
2017,3,16,73,1242,"Pa877","PI 517972","2017_16_73"
2017,3,16,84,1135,"DE811","PI 550558","2017_16_84"
2017,3,17,79,1174,"Va22B","Ames 19006","2017_17_79"
2017,3,16,62,908,"NY 318 (Nevey Yaar)","PI 200187","2017_16_62"
2017,3,17,84,1489,"CI 28","Ames 26121","2017_17_84"
2017,3,16,56,1114,"AusTRCF 306336","NSL 438022","2017_16_56"
2017,3,17,78,1575,"NC230","Ames 12731","2017_17_78"
2017,3,16,69,914,"A57N","PI 406107","2017_16_69"
2017,3,17,72,1166,"N527","PI 604606","2017_17_72"
2017,3,16,80,1133,"B37","PI 550467","2017_16_80"
2017,3,16,60,906,"INBRED 309","PI 186227","2017_16_60"
2017,3,16,67,1120,"BR-28 INBR.FR.YEL.PEARL","PI 340861","2017_16_67"
2017,3,17,66,1131,"PHV63","PI 601500","2017_17_66"
2017,3,16,75,1,"B73","14SJMY:Breed:0001","2017_16_75"
2017,3,16,64,47,"A16-3-2 INBRED (POTCHEFSTROOM PEARL)","PI 221736","2017_16_64"
2017,3,16,63,1421,"A14 INBRED (POTCHEFSTROOM PEARL)","PI 221734","2017_16_63"
2017,3,16,55,1413,"AusTRCF 306307","NSL 437993","2017_16_55"
2017,3,17,80,1278,"Va30","Ames 19009","2017_17_80"
2017,3,16,74,1322,"R226","PI 531510","2017_16_74"
2017,3,16,81,921,"B54","PI 550470","2017_16_81"
2017,3,16,72,1625,"T64S","PI 509046","2017_16_72"
2017,3,16,57,1446,"INBRED 381","PI 186184","2017_16_57"
2017,3,17,81,1746,"Va46","Ames 19013","2017_17_81"
2017,3,16,83,1435,"T226","PI 550521","2017_16_83"
2017,3,16,58,994,"INBRED 39-1084","PI 186221","2017_16_58"
2017,3,17,82,875,"MS223","Ames 24748","2017_17_82"
2017,3,17,74,936,"Mo49","PI 634207","2017_17_74"
2017,3,17,69,1350,"WIL903","PI 601686","2017_17_69"
2017,3,17,77,862,"52220","Ames 2336","2017_17_77"
2017,3,17,76,1645,"TZEI 10","PI 641070","2017_17_76"
2017,3,16,68,1799,"IA DS 38-W","PI 340874","2017_16_68"
2017,3,17,65,1377,"PHV78","PI 601470","2017_17_65"
2017,3,16,76,1354,"NP86","PI 542715","2017_16_76"
2017,3,16,59,1418,"INBRED 41-1781","PI 186223","2017_16_59"
2017,3,16,66,1086,"B-15 DENT STERILE","PI 340841","2017_16_66"
2017,3,17,73,1451,"T270","PI 631444","2017_17_73"
2017,3,17,68,853,"S8326","PI 601612","2017_17_68"
2017,3,16,65,1503,"A302-1-2(S10) INBRED (SERVENTINA)","PI 221811","2017_16_65"
2017,3,16,71,1624,"T62S","PI 509045","2017_16_71"
2017,3,16,79,1434,"B68","PI 550465","2017_16_79"
2017,3,16,61,467,"4F-240 BX 16","PI 198893","2017_16_61"
2017,3,17,75,1139,"N551","PI 638549","2017_17_75"
2017,3,17,70,1351,"W8555","PI 601729","2017_17_70"
2017,3,17,71,1164,"PHT22","PI 601788","2017_17_71"
2017,3,17,83,751,"MS224","Ames 24749","2017_17_83"
2017,3,16,82,922,"B57","PI 550472","2017_16_82"
2017,3,16,70,1800,"A98NW","PI 406108","2017_16_70"
2017,3,16,78,1462,"B64","PI 550440","2017_16_78"
2017,3,18,51,1188,"H55","Ames 26791","2017_18_51"
2017,3,18,46,1261,"CI 82B","Ames 26135","2017_18_46"
2017,3,18,61,1275,"Mo32W","Ames 28932","2017_18_61"
2017,3,18,62,1382,"CI 42B","Ames 28951","2017_18_62"
2017,3,17,55,1149,"N528","PI 594075","2017_17_55"
2017,3,17,58,1231,"N541","PI 594087","2017_17_58"
2017,3,17,64,1444,"HBA1","PI 601172","2017_17_64"
2017,3,18,63,998,"AD SA5","Ames 29005","2017_18_63"
2017,3,18,65,1383,"AD SA8","Ames 29008","2017_18_65"
2017,3,18,72,1513,"CI 28A","CIze 28","2017_18_72"
2017,3,17,49,929,"B97","PI 564682","2017_17_49"
2017,3,18,70,1512,"CI 21E","CIze 21","2017_18_70"
2017,3,18,60,1612,"Mo27W","Ames 28927","2017_18_60"
2017,3,17,51,1368,"Pa91","PI 587147","2017_17_51"
2017,3,18,52,1268,"F2834T","Ames 27112","2017_18_52"
2017,3,17,60,944,"OC18","PI 596505","2017_17_60"
2017,3,18,74,866,"Oh84","NSL 28968","2017_18_74"
2017,3,18,54,884,"NC260","Ames 27140","2017_18_54"
2017,3,18,48,137,"38-11","Ames 26604","2017_18_48"
2017,3,18,59,1168,"NC266","Ames 28414","2017_18_59"
2017,3,18,53,1056,"K148","Ames 27122","2017_18_53"
2017,3,17,45,1107,"OC6","PI 553059","2017_17_45"
2017,3,18,57,1577,"NC358","Ames 27175","2017_18_57"
2017,3,18,69,1620,"CI28A Goodman-Buckler","Ames 31537","2017_18_69"
2017,3,17,59,1122,"N217","PI 596356","2017_17_59"
2017,3,18,64,893,"AD SA7","Ames 29007","2017_18_64"
2017,3,17,62,1156,"MDF-13D","PI 600956","2017_17_62"
2017,3,18,55,1088,"NC342","Ames 27167","2017_18_55"
2017,3,18,45,1492,"CI 34","Ames 26127","2017_18_45"
2017,3,18,47,982,"CI 187-2","Ames 26138","2017_18_47"
2017,3,18,66,999,"AD SA10","Ames 29010","2017_18_66"
2017,3,18,58,1195,"R4","Ames 27187","2017_18_58"
2017,3,17,54,938,"N524","PI 594072","2017_17_54"
2017,3,17,48,832,"NYLB31","PI 561695","2017_17_48"
2017,3,18,68,1804,"NC44","Ames 30862","2017_18_68"
2017,3,17,56,1371,"N529","PI 594076","2017_17_56"
2017,3,18,50,138,"33-16","Ames 26771","2017_18_50"
2017,3,17,50,1,"B73","14SJMY:Breed:0001","2017_17_50"
2017,3,17,53,904,"N513","PI 594062","2017_17_53"
2017,3,17,52,1441,"N511","PI 594060","2017_17_52"
2017,3,18,73,1487,"CI 49A","CIze 49","2017_18_73"
2017,3,18,56,1607,"NC356","Ames 27174","2017_18_56"
2017,3,17,57,1343,"N539","PI 594085","2017_17_57"
2017,3,17,46,1633,"Mo16W","PI 558531","2017_17_46"
2017,3,18,71,1316,"CI 27","CIze 27","2017_18_71"
2017,3,18,67,970,"AD SA12","Ames 29012","2017_18_67"
2017,3,17,61,1155,"LH51","PI 600955","2017_17_61"
2017,3,17,63,946,"PHG35","PI 601008","2017_17_63"
2017,3,14,52,1245,"Va36A","Ames 14116","2017_14_52"
2017,3,14,47,1358,"SW 322","Ames 2329","2017_14_47"
2017,3,14,74,1153,"CI 2","Ames 26115","2017_14_74"
2017,3,13,50,672,"WXB14","Ames 26744","2017_13_50"
2017,3,14,79,1372,"WX38-11","Ames 26743","2017_14_79"
2017,3,14,51,1457,"89S4154","Ames 12822","2017_14_51"
2017,3,14,53,1040,"VaW6","Ames 19000","2017_14_53"
2017,3,14,60,1252,"Mo17TRf","Ames 19287","2017_14_60"
2017,3,13,48,1357,"58615 B73 (Meth) Bc5S4","PI 648429","2017_13_48"
2017,3,13,47,1140,"N552","PI 638550","2017_13_47"
