"Year","Tier","Range","Pass","Gen","Pedigree","Source","id"
2017,4,9,91,1654,"NC248","Ames 12740","2017_9_91"
2017,2,14,36,334,"A629","Ames 23465","2017_14_36"
2017,4,10,104,1540,"TZEI 12","PI 641072","2017_10_104"
2017,4,10,101,1748,"Hi28","PI 593010","2017_10_101"
2017,2,15,22,377,"STRAIN 451B-4-68(B)","PI 358529","2017_15_22"
2017,4,10,124,1765,"Hi56","PI 641238","2017_10_124"
2017,4,10,92,517,"A328NW","PI 406115","2017_10_92"
2017,4,10,105,1647,"Hi61","PI 641243","2017_10_105"
2017,4,11,97,1472,"Il778d","Ames 27446","2017_11_97"
2017,2,14,28,521,"C68","Ames 22023","2017_14_28"
2017,2,14,35,432,"A617","Ames 23456","2017_14_35"
2017,2,15,25,681,"TANG CHAO INBRED","PI 405709","2017_15_25"
2017,4,10,106,1766,"Hi67","PI 641249","2017_10_106"
2017,2,15,16,397,"NY 65 (Neveh Yaar)","PI 200181","2017_15_16"
2017,4,10,121,1011,"AusTRCF 305817","NSL 437891","2017_10_121"
2017,4,10,110,870,"Tx738","Ames 22765","2017_10_110"
2017,4,10,118,1493,"H118w","NSL 197106","2017_10_118"
2017,2,14,30,975,"W 3607","Ames 22052","2017_14_30"
2017,4,10,99,1,"B73","14SJMY:Breed:0001","2017_10_99"
2017,2,14,18,649,"H8431","PI 601610","2017_14_18"
2017,4,10,94,1657,"Ab610","PI 542938","2017_10_94"
2017,2,15,38,746,"B107","PI 597925","2017_15_38"
2017,4,9,93,1778,"Tx71","Ames 22760","2017_9_93"
2017,2,15,28,282,"S 90","PI 535923","2017_15_28"
2017,4,10,95,1553,"T101","PI 550515","2017_10_95"
2017,2,15,17,398,"NY 476 (Neveh Yaar)","PI 200191","2017_15_17"
2017,2,15,27,491,"SD44","PI 524969","2017_15_27"
2017,2,14,37,1287,"A632HT","Ames 23468","2017_14_37"
2017,4,10,119,1,"B73","14SJMY:Breed:0001","2017_10_119"
2017,2,14,40,374,"MS116","Ames 24729","2017_14_40"
2017,4,11,113,1452,"NO. 1037 INBRED","PI 303929","2017_11_113"
2017,4,10,102,1758,"Tx807","PI 619430","2017_10_102"
2017,2,15,40,507,"BO9","PI 601007","2017_15_40"
2017,2,14,22,1271,"Oh605","PI 639111","2017_14_22"
2017,4,10,90,1537,"B-4541","PI 340838","2017_10_90"
2017,4,10,116,1805,"CI 23","CIze 23","2017_10_116"
2017,2,14,29,765,"Ia Ev3004","Ames 22027","2017_14_29"
2017,2,15,37,620,"W153R","PI 587154","2017_15_37"
2017,2,15,30,1356,"PHP76","PI 543846","2017_15_30"
2017,2,15,18,1346,"T8144 INBRED","PI 267167","2017_15_18"
2017,2,15,34,830,"OS602","PI 559921","2017_15_34"
2017,2,15,32,895,"LIBC 4","PI 555650","2017_15_32"
2017,4,10,115,1803,"Hi38 C1","Ames 28957","2017_10_115"
2017,2,14,21,933,"PHW03","PI 601790","2017_14_21"
2017,2,15,19,294,"NO. 1185 INBRED","PI 303938","2017_15_19"
2017,2,14,26,1,"B73","14SJMY:Breed:0001","2017_14_26"
2017,2,14,32,639,"A321","Ames 23421","2017_14_32"
2017,4,9,94,1661,"Tx706","Ames 23924","2017_9_94"
2017,2,15,39,401,"FR19","PI 600772","2017_15_39"
2017,2,15,24,600,"CHI-41","PI 391660","2017_15_24"
2017,4,9,89,1574,"NC222","Ames 12729","2017_9_89"
2017,2,14,34,361,"A556","Ames 23450","2017_14_34"
2017,4,10,122,1239,"A622N","PI 406124","2017_10_122"
2017,2,15,35,932,"P39","PI 587133","2017_15_35"
2017,2,15,23,485,"STRAIN T24-395-68(B)","PI 358536","2017_15_23"
2017,2,15,21,483,"BR-17 INBR.FR.SUPERGOLD","PI 340851","2017_15_21"
2017,2,14,38,529,"MS68","Ames 24711","2017_14_38"
2017,2,14,24,634,"(Twan x Tzuh)-S6","Ames 2338","2017_14_24"
2017,2,14,19,330,"CR14","PI 601683","2017_14_19"
2017,2,14,20,632,"L 139","PI 601728","2017_14_20"
2017,4,11,112,1815,"E680-3-1-1(S6) INBRED","PI 221821","2017_11_112"
2017,4,11,110,1345,"A243-1-2(S10) INBRED (PERUVIAN)","PI 221805","2017_11_110"
2017,2,15,20,676,"T242","PI 340830","2017_15_20"
2017,4,10,113,1796,"U267Y","Ames 27191","2017_10_113"
2017,2,14,39,243,"MS75","Ames 24715","2017_14_39"
2017,2,15,26,300,"HUO BAO MI (JI 0235)","PI 405714","2017_15_26"
2017,2,15,29,608,"LH220Ht","PI 538011","2017_15_29"
2017,2,14,27,762,"Mo42","Ames 20120","2017_14_27"
2017,2,14,25,520,"Oh43","Ames 19288","2017_14_25"
2017,4,9,90,1773,"NC224","Ames 12730","2017_9_90"
2017,4,10,93,688,"Ab18","PI 542937","2017_10_93"
2017,2,14,33,353,"A334","Ames 23423","2017_14_33"
2017,2,15,36,713,"A619","PI 587139","2017_15_36"
2017,2,14,31,1179,"A116","Ames 23394","2017_14_31"
2017,2,9,10,195,"908","PI 233321","2017_9_10"
2017,2,17,32,559,"R223","NSL 42804","2017_17_32"
2017,2,10,12,276,"MS153","Ames 24734","2017_10_12"
2017,2,17,25,965,"AD 330","Ames 28991","2017_17_25"
2017,2,17,11,775,"MS107","Ames 24728","2017_17_11"
2017,2,17,35,1420,"NY 188 (Neveh Yaar)","PI 200185","2017_17_35"
2017,2,17,15,852,"H42","Ames 26784","2017_17_15"
2017,2,9,6,383,"AD 175","Ames 28973","2017_9_6"
2017,2,10,10,270,"A683","Ames 23505","2017_10_10"
2017,2,17,19,758,"Oh43E","Ames 27183","2017_17_19"
2017,2,10,27,257,"R53","NSL 30869","2017_10_27"
2017,2,17,13,563,"MS211","Ames 24742","2017_17_13"
2017,2,10,13,1584,"MINN #5","Ames 26004","2017_10_13"
2017,2,9,19,419,"N190","PI 550565","2017_9_19"
2017,2,16,39,522,"Ia453","Ames 22030","2017_16_39"
2017,2,10,6,235,"A651","Ames 23484","2017_10_6"
2017,2,16,38,1074,"R168","Ames 19326","2017_16_38"
2017,2,17,17,544,"CH701-30","Ames 27069","2017_17_17"
2017,2,17,30,971,"W22R","NSL 30067","2017_17_30"
2017,2,10,15,577,"LH143 (Maintainer)","Ames 27450","2017_10_15"
2017,2,10,9,158,"A678","Ames 23502","2017_10_9"
2017,2,17,33,806,"A648","NSL 81597","2017_17_33"
2017,2,9,20,224,"ND259","PI 550571","2017_9_20"
2017,2,17,20,677,"A632.75 A1 A2 C1 R1-r B1 Pl1","Ames 27451","2017_17_20"
2017,2,10,23,284,"W703","NSL 30056","2017_10_23"
2017,2,17,34,395,"AusTRCF 305819","NSL 437893","2017_17_34"
2017,2,17,28,1181,"R216A","NSL 29304","2017_17_28"
2017,2,17,22,1309,"Mo511W","Ames 28945","2017_17_22"
2017,2,9,24,896,"OQ101","PI 559919","2017_9_24"
2017,2,10,14,472,"Il 101T","Ames 27119","2017_10_14"
2017,2,17,27,454,"AD SA6","Ames 29006","2017_17_27"
2017,2,17,14,535,"A632 +/sh2","Ames 26760","2017_17_14"
2017,2,17,31,1290,"W374B","NSL 30068","2017_17_31"
2017,2,9,17,418,"ND253","PI 550541","2017_9_17"
2017,2,17,2,320,"A239","Ames 23405","2017_17_2"
2017,2,10,19,474,"AD 139 DS","Ames 28971","2017_10_19"
2017,2,10,4,464,"A636","Ames 23474","2017_10_4"
2017,2,17,16,24,"CH711-10","Ames 27018","2017_17_16"
2017,2,9,15,379,"CHI-69 INB.","PI 405706","2017_9_15"
2017,2,17,26,453,"AD SA3","Ames 29003","2017_17_26"
2017,2,18,6,1027,"STRAIN T33-399-68(B)","PI 358538","2017_18_6"
2017,2,18,5,1026,"STRAIN T32-397-68(B)","PI 358537","2017_18_5"
2017,2,17,9,437,"MS100","Ames 24726","2017_17_9"
2017,2,17,18,1161,"I29","Ames 27115","2017_17_18"
2017,2,10,21,684,"AD SA20","Ames 29020","2017_10_21"
2017,2,10,24,285,"W64A","NSL 30058","2017_10_24"
2017,2,10,8,238,"A674","Ames 23498","2017_10_8"
2017,2,17,1,317,"ABPl 2","Ames 22792","2017_17_1"
2017,2,9,9,675,"883","PI 233320","2017_9_9"
2017,2,9,5,445,"AD 123 DS","Ames 28972","2017_9_5"
2017,2,17,37,1535,"FC46","PI 257517","2017_17_37"
2017,2,10,1,430,"A451","Ames 23438","2017_10_1"
2017,2,9,22,321,"OC2","PI 553055","2017_9_22"
2017,2,17,36,564,"N72-3-1-1 INBRED","PI 221743","2017_17_36"
2017,2,18,1,709,"R-53-1 INBR.FR.YELPEARL","PI 340866","2017_18_1"
2017,2,10,18,382,"IA2132 Goodman-Buckler","Ames 28364","2017_10_18"
2017,2,17,7,742,"A680","Ames 23503","2017_17_7"
2017,2,10,2,261,"A502","Ames 23445","2017_10_2"
2017,2,17,5,528,"A671","Ames 23495","2017_17_5"
2017,2,17,24,964,"AD 284","Ames 28984","2017_17_24"
2017,2,9,3,251,"CO252","Ames 27049","2017_9_3"
2017,2,17,29,552,"R222","NSL 29319","2017_17_29"
2017,2,10,3,332,"A619HT","Ames 23458","2017_10_3"
2017,2,17,38,371,"T8354 INBRED","PI 267170","2017_17_38"
2017,2,10,17,381,"A619E","Ames 28170","2017_10_17"
2017,2,10,22,179,"P39","NSL 8585","2017_10_22"
2017,2,9,8,260,"A7","NSL 42872","2017_9_8"
2017,2,10,7,465,"A672","Ames 23496","2017_10_7"
2017,2,9,4,1055,"Ia5125B","Ames 27117","2017_9_4"
2017,2,16,33,628,"FBHJ","PI 601439","2017_16_33"
2017,2,9,16,414,"LH202","PI 539924","2017_9_16"
2017,2,10,5,263,"A638","Ames 23476","2017_10_5"
2017,2,9,1,171,"CO150","Ames 27041","2017_9_1"
2017,2,9,2,172,"CO158","Ames 27042","2017_9_2"
2017,2,16,40,450,"Ms100","Ames 22442","2017_16_40"
2017,2,10,16,1,"B73","14SJMY:Breed:0001","2017_10_16"
2017,2,10,25,461,"WR3","NSL 30066","2017_10_25"
2017,2,10,20,452,"AD 221","Ames 28995","2017_10_20"
2017,2,9,23,393,"CS405","PI 559916","2017_9_23"
2017,2,9,14,175,"CHAN 11 INBRED","PI 405705","2017_9_14"
2017,2,9,7,258,"ND385","NSL 32731","2017_9_7"
2017,2,17,40,708,"B-28","PI 340860","2017_17_40"
2017,2,18,4,995,"STRAIN T20-2-68(B)","PI 358534","2017_18_4"
2017,2,9,21,1,"B73","14SJMY:Breed:0001","2017_9_21"
2017,2,17,4,463,"A618","Ames 23457","2017_17_4"
2017,2,16,37,868,"A634","Ames 19308","2017_16_37"
2017,2,17,21,1769,"NC286","Ames 28424","2017_17_21"
2017,2,17,8,562,"MS80","Ames 24720","2017_17_8"
2017,2,17,10,745,"MS106","Ames 24727","2017_17_10"
2017,2,17,12,347,"MS203","Ames 24739","2017_17_12"
2017,2,17,23,963,"AD 316 DS","Ames 28977","2017_17_23"
2017,2,10,26,286,"W37A","NSL 30073","2017_10_26"
2017,2,10,11,342,"MS57","Ames 24709","2017_10_11"
2017,2,9,25,295,"F42","PI 601026","2017_9_25"
2017,2,17,6,1,"B73","14SJMY:Breed:0001","2017_17_6"
2017,2,18,2,598,"14H-588-68(B)","PI 358523","2017_18_2"
2017,2,6,26,448,"W 6757","Ames 22065","2017_6_26"
2017,2,5,4,55,"Inbred 6-907","PI 236997","2017_5_4"
2017,2,7,30,378,"S 48","PI 369442","2017_7_30"
2017,2,7,35,306,"4562 INBRED","PI 415083","2017_7_35"
2017,2,5,7,98,"4564 INBRED","PI 415084","2017_5_7"
2017,2,7,9,166,"MS1334","Ames 24752","2017_7_9"
2017,2,7,24,193,"277","PI 233315","2017_7_24"
2017,2,6,24,254,"W 5552","Ames 22057","2017_6_24"
2017,2,7,20,181,"W182B","NSL 30062","2017_7_20"
2017,2,6,40,431,"A572","Ames 23451","2017_6_40"
2017,2,6,33,13,"A422","Ames 23433","2017_6_33"
2017,2,6,23,134,"IP 39","Ames 22032","2017_6_23"
2017,2,8,4,190,"29MIBZ2","PI 548830","2017_8_4"
2017,2,6,16,37,"A155","Ames 23396","2017_6_16"
2017,2,5,8,307,"4566 INBRED","PI 415085","2017_5_8"
2017,2,6,34,14,"A424","Ames 23434","2017_6_34"
2017,2,6,5,406,"STRAIN 304A-408-68(B)","PI 358527","2017_6_5"
2017,2,5,11,104,"ND264","PI 522252","2017_5_11"
2017,2,7,5,155,"A666","Ames 23490","2017_7_5"
2017,2,7,17,384,"A641 Goodman-Buckler","Ames 32877","2017_7_17"
2017,2,7,11,1,"B73","14SJMY:Breed:0001","2017_7_11"
2017,2,5,5,89,"NO. 380","PI 303924","2017_5_5"
2017,2,6,8,184,"LH162","PI 539921","2017_6_8"
2017,2,6,4,780,"T146","PI 340829","2017_6_4"
2017,2,6,22,215,"Ia 2003","Ames 22028","2017_6_22"
2017,2,6,3,50,"226","PI 233314","2017_6_3"
2017,2,6,12,234,"PHR25","PI 601469","2017_6_12"
2017,2,6,25,736,"W 6366","Ames 22059","2017_6_25"
2017,2,7,13,883,"CSJ3","Ames 27057","2017_7_13"
2017,2,7,15,283,"MEF156-55-2","Ames 27135","2017_7_15"
2017,2,5,6,170,"PLS 61/10870 subline-1","PI 343953","2017_5_6"
2017,2,7,7,52,"MS93","Ames 24725","2017_7_7"
2017,2,5,10,103,"ND262","PI 522250","2017_5_10"
2017,2,6,9,185,"RS 710","PI 539930","2017_6_9"
2017,2,7,39,313,"SD57","PI 538235","2017_7_39"
2017,2,6,1,154,"ND255","NSL 32722","2017_6_1"
2017,2,6,32,116,"A407","Ames 23431","2017_6_32"
2017,2,6,27,449,"A73","Ames 22439","2017_6_27"
2017,2,6,10,223,"ND257","PI 550561","2017_6_10"
2017,2,6,39,122,"A547","Ames 23448","2017_6_39"
2017,2,7,3,367,"A653","Ames 23486","2017_7_3"
2017,2,5,2,1298,"A165","NSL 42877","2017_5_2"
2017,2,7,18,864,"5261","NSL 15405","2017_7_18"
2017,2,6,38,359,"A500","Ames 23444","2017_6_38"
2017,2,7,14,252,"CO125","Ames 27106","2017_7_14"
2017,2,7,12,542,"CO236","Ames 27046","2017_7_12"
2017,2,7,29,203,"K 10","PI 369438","2017_7_29"
2017,2,7,33,274,"4554. INBRED","PI 415081","2017_7_33"
2017,2,5,3,49,"176","PI 233313","2017_5_3"
2017,2,8,3,189,"ND266","PI 548794","2017_8_3"
2017,2,5,1,159,"ND474","NSL 32739","2017_5_1"
2017,2,6,19,390,"C 14","NSL 42874","2017_6_19"
2017,2,6,13,302,"PHJ75","PI 601776","2017_6_13"
2017,2,6,7,210,"S 22","PI 535914","2017_6_7"
2017,2,6,31,229,"A308","Ames 23418","2017_6_31"
2017,2,6,28,109,"ABPl 5","Ames 22794","2017_6_28"
2017,2,7,26,1,"B73","14SJMY:Breed:0001","2017_7_26"
2017,2,7,4,368,"A656","Ames 23488","2017_7_4"
2017,2,6,35,117,"A450","Ames 23437","2017_6_35"
2017,2,7,38,182,"S 63","PI 535920","2017_7_38"
2017,2,7,28,405,"T140","PI 340826","2017_7_28"
2017,2,7,19,180,"W153R","NSL 30059","2017_7_19"
2017,2,5,13,316,"LH160","PI 539920","2017_5_13"
2017,2,7,16,146,"W401","Ames 27194","2017_7_16"
2017,2,6,11,506,"ZS01250","PI 595616","2017_6_11"
2017,2,7,22,388,"ND283","NSL 32738","2017_7_22"
2017,2,6,30,636,"A166","Ames 23398","2017_6_30"
2017,2,7,23,160,"A12","NSL 42873","2017_7_23"
2017,2,8,1,315,"SD65","PI 538238","2017_8_1"
2017,2,7,31,268,"YANG","PI 391672","2017_7_31"
2017,2,7,8,376,"MS201","Ames 24738","2017_7_8"
2017,2,6,37,16,"A499","Ames 23443","2017_6_37"
2017,2,7,10,173,"CO216","Ames 27044","2017_7_10"
2017,2,6,17,262,"A588","Ames 23455","2017_6_17"
2017,2,6,21,1681,"ABPl 3","Ames 10287","2017_6_21"
2017,2,7,21,462,"W182E","NSL 30074","2017_7_21"
2017,2,5,9,73,"ND261","PI 510674","2017_5_9"
2017,2,6,15,129,"ND291","PI 631393","2017_6_15"
2017,2,7,27,167,"T8302 INBRED","PI 267169","2017_7_27"
2017,2,8,2,217,"ND265","PI 546494","2017_8_2"
2017,2,6,2,1628,"A171","NSL 42878","2017_6_2"
2017,2,6,20,200,"A654","PI 587141","2017_6_20"
2017,2,6,36,149,"A498","Ames 23442","2017_6_36"
2017,2,6,29,227,"A96","Ames 23393","2017_6_29"
2017,2,7,40,314,"SD63","PI 538237","2017_7_40"
2017,2,6,18,20,"P39 Goodman-Buckler","Ames 28186","2017_6_18"
2017,2,6,14,127,"ND240","PI 607519","2017_6_14"
2017,2,5,12,209,"S 17","PI 535913","2017_5_12"
2017,2,7,25,369,"F115","PI 257513","2017_7_25"
2017,2,7,36,280,"4655 INBRED","PI 415089","2017_7_36"
2017,2,7,6,131,"MS12","Ames 24706","2017_7_6"
2017,2,7,34,305,"4554 INBRED","PI 415082","2017_7_34"
2017,2,7,32,176,"4550. INBRED","PI 415080","2017_7_32"
2017,2,7,2,236,"A652","Ames 23485","2017_7_2"
2017,2,7,37,77,"S 51","PI 535917","2017_7_37"
2017,2,7,1,641,"A650","Ames 23483","2017_7_1"
2017,2,4,15,763,"C15","Ames 22016","2017_4_15"
2017,2,4,11,102,"W182B","Ames 19330","2017_4_11"
2017,2,3,3,61,"CMV3","Ames 27038","2017_3_3"
2017,2,3,5,67,"CM7","Ames 27070","2017_3_5"
2017,2,3,13,204,"S 14","PI 369439","2017_3_13"
2017,2,3,16,412,"S 59A","PI 535919","2017_3_16"
2017,2,4,9,121,"IA2132","PI 587134","2017_4_9"
2017,2,3,6,68,"CMV3","Ames 27104","2017_3_6"
2017,2,4,1,78,"S 65","PI 535921","2017_4_1"
2017,2,3,20,133,"C18","Ames 22017","2017_3_20"
2017,2,4,10,23,"CM174","Ames 19316","2017_4_10"
2017,2,3,10,83,"909","PI 233322","2017_3_10"
2017,2,3,23,222,"NJ 159","Ames 22047","2017_3_23"
2017,2,4,17,7,"C38","Ames 22021","2017_4_17"
2017,2,3,22,219,"NJ 112","Ames 22044","2017_3_22"
2017,2,3,11,57,"F7","PI 257507","2017_3_11"
2017,2,4,12,5,"Mt42","Ames 20140","2017_4_12"
2017,2,3,31,74,"ND167","NSL 32726","2017_3_31"
2017,2,2,12,43,"ND1","NSL 32723","2017_2_12"
2017,2,3,25,19,"S8","Ames 23509","2017_3_25"
2017,2,4,6,1,"B73","14SJMY:Breed:0001","2017_4_6"
2017,2,2,35,6,"CM37","Ames 20190","2017_2_35"
2017,2,3,14,72,"Prior B","PI 433486","2017_3_14"
2017,2,3,2,59,"CL27","Ames 27029","2017_3_2"
2017,2,3,29,174,"CO255","Ames 27050","2017_3_29"
2017,2,2,29,168,"G15 T134","PI 340824","2017_2_29"
2017,2,2,30,66,"G15 T134a","PI 340825","2017_2_30"
2017,2,2,25,26,"CL18","Ames 27025","2017_2_25"
2017,2,3,24,45,"A575","Ames 23452","2017_3_24"
2017,2,4,18,246,"Ia 2076","Ames 22029","2017_4_18"
2017,2,2,17,105,"S 3","PI 535901","2017_2_17"
2017,2,3,37,96,"U 123","PI 369446","2017_3_37"
2017,2,2,26,33,"CO220","Ames 27045","2017_2_26"
2017,2,3,28,249,"CM234","Ames 27037","2017_3_28"
2017,2,3,17,525,"ND249","PI 550530","2017_3_17"
2017,2,2,15,91,"G3 T5a","PI 340818","2017_2_15"
2017,2,3,4,62,"CO117","Ames 27039","2017_3_4"
2017,2,3,26,54,"C30","Ames 26815","2017_3_26"
2017,2,2,37,8,"M 23","Ames 22034","2017_2_37"
2017,2,2,1,1,"B73","14SJMY:Breed:0001","2017_2_1"
2017,2,4,8,85,"ND251","PI 550532","2017_4_8"
2017,2,2,23,130,"S4","Ames 23508","2017_2_23"
2017,2,2,20,10,"W 3722","Ames 22054","2017_2_20"
2017,2,3,30,145,"CO255","Ames 27107","2017_3_30"
2017,2,4,16,242,"C22","Ames 22018","2017_4_16"
2017,2,2,4,63,"T9","PI 340819","2017_2_4"
2017,2,2,39,422,"A34","Ames 23391","2017_2_39"
2017,2,4,3,113,"ND245","PI 550489","2017_4_3"
2017,2,2,36,241,"C12-1","Ames 22015","2017_2_36"
2017,2,3,18,1053,"779","PI 601376","2017_3_18"
2017,2,3,33,1693,"829","PI 233319","2017_3_33"
2017,2,3,40,99,"4659 INBRED","PI 415090","2017_3_40"
2017,2,4,14,415,"C7e","Ames 22013","2017_4_14"
2017,2,3,8,81,"469","PI 233316","2017_3_8"
2017,2,3,32,82,"592","PI 233317","2017_3_32"
2017,2,2,6,65,"G6 T123","PI 340822","2017_2_6"
2017,2,2,32,79,"S 97","PI 535924","2017_2_32"
2017,2,2,34,199,"C13","PI 587126","2017_2_34"
2017,2,2,28,42,"ND36","NSL 32721","2017_2_28"
2017,2,2,40,1,"B73","14SJMY:Breed:0001","2017_2_40"
2017,2,2,16,177,"Prior C","PI 433487","2017_2_16"
2017,2,4,4,84,"ND246","PI 550490","2017_4_4"
2017,2,2,5,29,"Me 1","Ames 22037","2017_2_5"
2017,2,3,9,194,"789","PI 233318","2017_3_9"
2017,2,4,7,387,"ND250","PI 550531","2017_4_7"
2017,2,4,13,444,"C7","Ames 22012","2017_4_13"
2017,2,4,5,191,"ND248","PI 550504","2017_4_5"
2017,2,2,11,1775,"MR14 (Longfellow Flint)","Ames 30531","2017_2_11"
2017,2,3,35,265,"G14 T133","PI 340823","2017_3_35"
2017,2,3,15,106,"S 56","PI 535906","2017_3_15"
2017,2,2,8,17,"C38","Ames 23506","2017_2_8"
2017,2,2,7,111,"S 117","PI 535926","2017_2_7"
2017,2,2,21,12,"W 7151","Ames 22067","2017_2_21"
2017,2,3,39,97,"4537. INBRED","PI 415079","2017_3_39"
2017,2,2,38,30,"Me 121 Wa","Ames 22039","2017_2_38"
2017,2,2,2,119,"ND101","PI 550553","2017_2_2"
2017,2,3,7,489,"MR02 (Assiniboine)","Ames 30523","2017_3_7"
2017,2,3,38,273,"4533. INBRED","PI 415078","2017_3_38"
2017,2,2,27,41,"ND33","NSL 32720","2017_2_27"
2017,2,2,19,9,"Me 135","Ames 22041","2017_2_19"
2017,2,2,9,18,"C42","Ames 23507","2017_2_9"
2017,2,2,18,247,"Me 100","Ames 22038","2017_2_18"
2017,2,3,1,51,"S43","Ames 23510","2017_3_1"
2017,2,2,14,90,"G3 T5","PI 340817","2017_2_14"
2017,2,3,21,136,"Me 244 Wb","Ames 22043","2017_3_21"
2017,2,4,2,80,"S 99","PI 535925","2017_4_2"
2017,2,2,33,112,"S 125","PI 535927","2017_2_33"
2017,2,2,3,232,"PHJ40","PI 601321","2017_2_3"
2017,2,3,34,58,"F10","PI 257508","2017_3_34"
2017,2,2,13,56,"F2","PI 257506","2017_2_13"
2017,2,2,22,36,"CM48","Ames 22747","2017_2_22"
2017,2,2,10,139,"C5","Ames 26813","2017_2_10"
2017,2,3,36,1,"B73","14SJMY:Breed:0001","2017_3_36"
2017,2,3,19,95,"PHK05","PI 601467","2017_3_19"
2017,2,2,31,71,"4664 INBRED","PI 415091","2017_2_31"
2017,2,3,12,64,"G22 T122","PI 340821","2017_3_12"
2017,4,5,99,1235,"TN 53-1-2","PI 303943","2017_5_99"
2017,4,5,103,1427,"GT113","PI 511313","2017_5_103"
2017,4,5,106,1737,"T61","PI 550514","2017_5_106"
2017,4,5,96,1232,"INBRED 321","PI 186229","2017_5_96"
2017,4,4,125,1217,"R105","NSL 30880","2017_4_125"
2017,4,5,95,1339,"AusTRCF 306337","NSL 438023","2017_5_95"
2017,3,11,71,1546,"R225","PI 531509","2017_11_71"
2017,4,5,102,1240,"Hwang no. 525","PI 459080","2017_5_102"
2017,4,4,127,900,"B38","NSL 65869","2017_4_127"
2017,4,5,112,1532,"B101","PI 564852","2017_5_112"
2017,4,5,120,863,"NC83","Ames 12727","2017_5_120"
2017,4,5,100,1727,"R-PAH-2","PI 340870","2017_5_100"
2017,4,5,94,1642,"AusTRCF 306316","NSL 438002","2017_5_94"
2017,4,5,116,1387,"TZEEI 6","PI 641256","2017_5_116"
2017,4,5,107,726,"B88","PI 550556","2017_5_107"
2017,4,5,109,1436,"Mo2RF","PI 558521","2017_5_109"
2017,4,4,120,1768,"NC258A","Ames 28411","2017_4_120"
2017,4,4,115,1592,"H51","Ames 26789","2017_4_115"
2017,4,5,115,1646,"Hi44","PI 641226","2017_5_115"
2017,4,4,124,1317,"R903B","NSL 29285","2017_4_124"
2017,4,4,118,1789,"NC324","Ames 27158","2017_4_118"
2017,4,5,124,1401,"CI 3A","Ames 26116","2017_5_124"
2017,4,4,116,1269,"Il677a","Ames 27120","2017_4_116"
2017,3,12,59,1342,"N536","PI 594082","2017_12_59"
2017,4,5,128,1662,"CI 46","Ames 26130","2017_5_128"
2017,4,5,105,1516,"T264","PI 542953","2017_5_105"
2017,3,12,47,1141,"HP301","PI 587131","2017_12_47"
2017,4,5,98,1233,"C410-1(F11) INBRED (HOTNOT CROSSES)","PI 221820","2017_5_98"
2017,3,11,59,879,"R-22 INBR.FR.SUPERGOLD","PI 340859","2017_11_59"
2017,4,5,111,1715,"90176","PI 561604","2017_5_111"
2017,3,11,68,1321,"A691N","PI 406128","2017_11_68"
2017,4,5,127,981,"CI 41","Ames 26129","2017_5_127"
2017,3,11,53,291,"A13-2 INBRED (POTCHEFSTROOM PEARL)","PI 221733","2017_11_53"
2017,3,11,63,1508,"IA DS 43-W","PI 340875","2017_11_63"
2017,4,4,126,1189,"R196","NSL 30901","2017_4_126"
2017,3,12,55,1148,"N526","PI 594074","2017_12_55"
2017,3,12,49,1010,"N502","PI 594051","2017_12_49"
2017,3,11,49,1718,"AusTRCF 306324","NSL 438010","2017_11_49"
2017,4,4,123,1712,"K155","NSL 22634","2017_4_123"
2017,4,5,104,1212,"Pa879","PI 517973","2017_5_104"
2017,3,11,70,1545,"Pa880","PI 517974","2017_11_70"
2017,4,5,126,1047,"CI 31","Ames 26125","2017_5_126"
2017,4,4,119,1,"B73","14SJMY:Breed:0001","2017_4_119"
2017,4,4,117,1669,"Mo.G","Ames 27136","2017_4_117"
2017,3,12,65,1,"B73","14SJMY:Breed:0001","2017_12_65"
2017,3,12,58,1341,"N535","PI 594081","2017_12_58"
2017,4,5,121,1687,"R12","Ames 21095","2017_5_121"
2017,3,11,60,1,"B73","14SJMY:Breed:0001","2017_11_60"
2017,3,12,50,1143,"N506","PI 594055","2017_12_50"
2017,3,11,46,1611,"AusTRCF 306304","NSL 437990","2017_11_46"
2017,4,5,123,1146,"CI31A","Ames 21512","2017_5_123"
2017,3,11,64,880,"21-396-68(B)","PI 358535","2017_11_64"
2017,3,12,45,930,"B100","PI 584529","2017_12_45"
2017,3,11,48,1021,"AusTRCF 306310","NSL 437996","2017_11_48"
2017,4,5,118,1392,"GE129","Ames 10256","2017_5_118"
2017,3,12,57,940,"N532","PI 594078","2017_12_57"
2017,3,11,55,1118,"CA-15-2 DENT STERILE","PI 340843","2017_11_55"
2017,3,12,62,1121,"N545","PI 594091","2017_12_62"
2017,3,11,62,1507,"R-RAH-2 IN.FR.TOM-THUMB","PI 340873","2017_11_62"
2017,3,12,54,1117,"N523","PI 594071","2017_12_54"
2017,4,5,117,1767,"TZAR101","PI 654048","2017_5_117"
2017,3,11,67,1028,"A564N","PI 406122","2017_11_67"
2017,4,4,122,1423,"Oh7B","NSL 22629","2017_4_122"
2017,3,11,66,1319,"A266N","PI 406113","2017_11_66"
2017,3,11,65,1543,"TUO 229","PI 391676","2017_11_65"
2017,3,12,61,1150,"N543","PI 594089","2017_12_61"
2017,3,12,60,1722,"N537","PI 594083","2017_12_60"
2017,4,5,108,1741,"Mo15W","PI 558518","2017_5_108"
