"ID","Pedigree","INDV","F_MISS","Comments_isu_gb","Comments_note"
"Ames 27097","CML 323","Ames27097:250033321",0.149733,"other","ok"
"Ames 27098","CML 328","Ames27098:250032038",0.263094,"other","ok"
"Ames 27101","CML 333","Ames27101:250033346",0.122455,"other","ok"
"Ames 27104","CMV3","Ames27104:250032140",0.173002,"other","ok"
"Ames 27105","CO106","Ames27105:250032276",0.187213,"other","ok"
"Ames 27106","CO125","Ames27106:250035193",0.126196,"other","ok"
"Ames 27107","CO255","Ames27107:250032340",0.192282,"other","ok"
"Ames 27111","EP1","Ames27111:250033488",0.207968,"other","ok"
"Ames 27112","F2834T","Ames27112:250033030",0.264867,"other","ok"
"Ames 27114","H91","Ames27114:250031515",0.083049,"other","ok"
"Ames 27116","I137TN","Ames27116:250032976",0.176724,"other","ok"
"Ames 27121","K64","Ames27121:250031178",0.156871,"other","ok"
"Ames 27122","K148","Ames27122:250032762",0.31768,"other","ok"
"Ames 27123","Ki3","Ames27123:250031879",0.100413,"other","ok"
"Ames 27130","Ky21","Ames27130:250032034",0.112517,"other","ok"
"Ames 27132","L578","Ames27132:250033279",0.270314,"other","ok"
"Ames 27133","M37W","Ames27133:250032830",0.103355,"other","ok"
"Ames 27135","MEF156-55-2","Ames27135:250042559",0.250866,"other","ok"
"Ames 27136","Mo.G","Ames27136:250033044",0.388901,"other","ok"
"Ames 27137","N6","Ames27137:250033666",0.121822,"other","ok"
"Ames 27138","N28Ht","Ames27138:250031505",0.143032,"other","ok"
"Ames 27140","NC260","Ames27140:250034930",0.154085,"other","ok"
"Ames 27141","NC290A","Ames27141:250031331",0.145141,"other","ok"
"Ames 27142","NC292","Ames27142:250033784",0.0302092,"other","ok"
"Ames 27143","NC294","Ames27143:250031562",0.0967179,"other","ok"
"Ames 27144","NC296","Ames27144:250032808",0.116516,"other","ok"
"Ames 27146","NC300","Ames27146:250031834",0.185347,"other","ok"
"Ames 27147","NC302","Ames27147:250033039",0.175016,"other","ok"
"Ames 27148","NC304","Ames27148:250033176",0.201263,"other","ok"
"Ames 27149","NC306","Ames27149:250034921",0.0728249,"other","ok"
"Ames 27150","NC308","Ames27150:250031126",0.0548134,"other","ok"
"Ames 27151","NC310","Ames27151:250034968",0.0488895,"other","ok"
"Ames 27152","NC312","Ames27152:250032977",0.0715328,"other","ok"
"Ames 27153","NC314","Ames27153:250034965",0.0847014,"other","ok"
"Ames 27154","NC316","Ames27154:250031026",0.0271015,"other","ok"
"Ames 27156","NC320","Ames27156:250032955",0.178941,"other","ok"
"Ames 27158","NC324","Ames27158:250031021",0.0930876,"other","ok"
"Ames 27159","NC326","Ames27159:250033605",0.0262291,"other","ok"
"Ames 27160","NC328","Ames27160:250031274",0.0398132,"other","ok"
"Ames 27161","NC330","Ames27161:250033663",0.0334197,"other","ok"
"Ames 27162","NC332","Ames27162:250032922",0.169408,"other","ok"
"Ames 27163","NC334","Ames27163:250032903",0.167591,"other","ok"
"Ames 27166","NC340","Ames27166:250032779",0.197548,"other","ok"
"Ames 27167","NC342","Ames27167:250031050",0.203189,"other","ok"
"Ames 27168","NC344","Ames27168:250033105",0.180759,"other","ok"
"Ames 27171","NC350","Ames27171:250032851",0.12372,"other","ok"
"Ames 27174","NC356","Ames27174:250033047",0.178054,"other","ok"
"Ames 27175","NC358","Ames27175:250033218",0.124571,"other","ok"
"Ames 27177","NC362","Ames27177:250031041",0.173865,"other","ok"
"Ames 27180","NC368","Ames27180:250031820",0.086285,"other","ok"
"Ames 27181","NC370","Ames27181:250033207",0.178883,"other","ok"
"Ames 27182","NC372","Ames27182:250031570",0.0274343,"other","ok"
"Ames 27183","Oh43E","Ames27183:250033548",0.1106,"other","ok"
"Ames 27184","Pa762","Ames27184:250031512",0.124363,"other","ok"
"Ames 27185","Pa875","Ames27185:250031571",0.200715,"other","ok"
"Ames 27187","R4","Ames27187:250035087",0.142168,"other","ok"
"Ames 27190","T234","Ames27190:250032962",0.312781,"other","ok"
"Ames 27191","U267Y","Ames27191:250032947",0.28887,"other","ok"
"Ames 27192","Va14","Ames27192:250032820",0.173051,"other","ok"
"Ames 27193","Va85","Ames27193:250031520",0.258236,"other","ok"
"Ames 27194","W401","Ames27194:250032569",0.211914,"other","ok"
"Ames 27196","Yu796_NS","Ames27196:250031938",0.302032,"other","ok"
"Ames 27450","LH143 (Maintainer)","Ames27450:250032292",0.0882268,"other","ok"
"Ames 27451","A632.75 A1 A2 C1 R1-r B1 Pl1","Ames27451:250032434",0.101041,"other","ok"
"Ames 28170","A619E","Ames28170:250032394",0.108788,"other","ok"
"Ames 28185","CML 77","Ames28185:250033419",0.311084,"other","ok"
"Ames 28290","C49","Ames28290:250034857",0.21155,"other","ok"
"Ames 28291","Hi27 Goodman-Buckler","Ames28291:250032807",0.228703,"other","ok"
"Ames 28360","Mo401","Ames28360:250031256",0.0836903,"other","ok"
"Ames 28361","Mo402","Ames28361:250031072",0.148052,"other","ok"
"Ames 28362","Mo403","Ames28362:250031286",0.154303,"other","ok"
"Ames 28365","CI 91B Goodman-Buckler","Ames28365:250034588",0.133451,"other","ok"
"Ames 28366","N7A Goodman-Buckler","Ames28366:250033840",0.14513,"other","ok"
"Ames 28367","CI 7 Goodman-Buckler","Ames28367:250035093",0.174469,"other","ok"
"Ames 28411","NC258A","Ames28411:250032904",0.189715,"other","ok"
"Ames 28412","NC262A","Ames28412:250031628",0.141189,"other","ok"
"Ames 28413","NC262B","Ames28413:250033838",0.141659,"other","ok"
"Ames 28414","NC266","Ames28414:250031068",0.059156,"other","ok"
"Ames 28415","NC266B","Ames28415:250031204",0.0583165,"other","ok"
"Ames 28418","NC276","Ames28418:250031193",0.0736728,"other","ok"
"Ames 28419","NC278","Ames28419:250034961",0.0888543,"other","ok"
"Ames 28420","NC278A","Ames28420:250031283",0.0901283,"other","ok"
"Ames 28421","NC280","Ames28421:250030990",0.0251925,"other","ok"
"Ames 28422","NC282","Ames28422:250034799",0.037245,"other","ok"
"Ames 28423","NC284","Ames28423:250031111",0.0308865,"other","ok"
"Ames 28424","NC286","Ames28424:250035001",0.164114,"other","ok"
"Ames 28425","NC288","Ames28425:250034861",0.152974,"other","ok"
"Ames 28426","NC290","Ames28426:250035125",0.144492,"other","ok"
"Ames 28927","Mo27W","Ames28927:250033143",0.277069,"other","ok"
"Ames 28928","Mo28W","Ames28928:250031781",0.245206,"other","ok"
"Ames 28929","Mo29W","Ames28929:250032152",0.212905,"other","ok"
"Ames 28930","Mo30W","Ames28930:250035091",0.260507,"other","ok"
"Ames 28931","Mo31W","Ames28931:250034875",0.232734,"other","ok"
"Ames 28932","Mo32W","Ames28932:250031061",0.285039,"other","ok"
"Ames 28933","Mo33W","Ames28933:250031059",0.25923,"other","ok"
"Ames 28934","Mo36","Ames28934:250035002",0.179588,"other","ok"
"Ames 28935","Mo37","Ames28935:250031036",0.280878,"other","ok"
"Ames 28936","Mo38","Ames28936:250034956",0.217112,"other","ok"
"Ames 28937","Mo39","Ames28937:250034991",0.173245,"other","ok"
"Ames 28938","Mo43","Ames28938:250031008",0.0831592,"other","ok"
"Ames 28939","Mo44","Ames28939:250031577",0.136135,"other","ok"
"Ames 28940","Mo501W","Ames28940:250034932",0.146026,"other","ok"
"Ames 28941","Mo502W","Ames28941:250035099",0.270959,"other","ok"
"Ames 28942","Mo506W","Ames28942:250035060",0.238716,"other","ok"
"Ames 28943","Mo508W","Ames28943:250034960",0.195572,"other","ok"
"Ames 28944","Mo510W","Ames28944:250031300",0.287482,"other","ok"
"Ames 28945","Mo511W","Ames28945:250031135",0.264605,"other","ok"
"Ames 28946","Mo512AW","Ames28946:250031133",0.173965,"other","ok"
"Ames 28947","Mo512BW","Ames28947:250035142",0.168805,"other","ok"
"Ames 28948","CI 4A","Ames28948:250035131",0.188336,"other","ok"
"Ames 28949","CI 12","Ames28949:250031116",0.215492,"other","ok"
"Ames 28951","CI 42B","Ames28951:250031054",0.164437,"other","ok"
"Ames 28952","CI 43","Ames28952:250034989",0.30688,"other","ok"
"Ames 28953","CI 92","Ames28953:250031121",0.358701,"other","ok"
"Ames 29394","1497-2","Ames29394:250035050",0.243114,"other","ok"
"Ames 29451","GE 440","Ames29451:250033065",0.379645,"other","ok"
"Ames 30523","MR02 (Assiniboine)","Ames30523:250041423",0.547726,"other","ok"
"Ames 30531","MR14 (Longfellow Flint)","Ames30531:250041672",0.430522,"other","ok"
"Ames 30533","MR19 (Santo Domingo)","Ames30533:250041576",0.557904,"other","ok"
"Ames 30855","CML 325","Ames30855:250041684",0.199459,"other","ok"
"Ames 30856","CML 336","Ames30856:250042336",0.155294,"other","ok"
"Ames 30857","CML 337","Ames30857:250042415",0.176328,"other","ok"
"Ames 30862","NC44","Ames30862:250042356",0.408068,"other","ok"
"Ames 30864","NC89","Ames30864:250041432",0.182783,"other","ok"
"Ames 8399","W117HT","Ames8399:250033422",0.178696,"other","ok"
"CIze 127","CI 127","CIze127:250031032",0.345425,"other","ok"
"CIze 21","CI 21E","CIze21:250031179",0.174447,"other","ok"
"CIze 23","CI 23","CIze23:250034997",0.333819,"other","ok"
"CIze 27","CI 27","CIze27:250031158",0.276688,"other","ok"
"CIze 29","CI 29B","CIze29:250031187",0.153996,"other","ok"
"CIze 317","CI 317B","CIze317:250031175",0.204087,"other","ok"
"CIze 38","CI 38B","CIze38:250031151",0.174851,"other","ok"
"CIze 40","CI 40A","CIze40:250034970",0.206679,"other","ok"
"CIze 42","CI 42A","CIze42:250034938",0.165916,"other","ok"
"CIze 45","CI45","CIze45:250034850",0.172821,"other","ok"
"CIze 49","CI 49A","CIze49:250034818",0.25998,"other","ok"
"CIze 64","CI 64","CIze64:250031064",0.137701,"other","ok"
"CIze 7","CI7","CIze7:250031321",0.224225,"other","ok"
"CIze 81","CI 81B","CIze81:250035111",0.341816,"other","ok"
"CIze 82","CI 82A","CIze82:250035102",0.270792,"other","ok"
"CIze 83","CI 83A","CIze83:250031138",0.342703,"other","ok"
"CIze 85","CI 85B","CIze85:250031044",0.350874,"other","ok"
"CIze 86","CI 86B","CIze86:250034885",0.28457,"other","ok"
"CIze 88","CI 88A","CIze88:250031001",0.470333,"other","ok"
"CIze 89","CI 89B","CIze89:250031301",0.260779,"other","ok"
"CIze 90","CI90A","CIze90:250031119",0.179962,"other","ok"
"CIze 91","CI 91B","CIze91:250034849",0.221518,"other","ok"
"NSL 117226","R802A","NSL117226:250031402",0.132546,"other","ok"
"NSL 174429","INB 101LFY/LFY (A632 X M16 S5)","NSL174429:250031643",0.116499,"other","ok"
"NSL 197104","H116","NSL197104:250031583",0.226209,"other","ok"
"NSL 197105","H117","NSL197105:250034714",0.241824,"other","ok"
"NSL 197106","H118w","NSL197106:250031690",0.396457,"other","ok"
"NSL 22628","K47","NSL22628:250032945",0.22293,"other","ok"
"NSL 22629","Oh7B","NSL22629:250032817",0.100225,"other","ok"
"NSL 22630","K150","NSL22630:250035258",0.275184,"other","ok"
"NSL 22631","K11","NSL22631:250042501",0.392105,"other","ok"
"NSL 22632","K201","NSL22632:250035014",0.254114,"other","ok"
"NSL 22633","KYS","NSL22633:250031540",0.368452,"other","ok"
"NSL 22634","K155","NSL22634:250031035",0.289386,"other","ok"
"NSL 22635","K41","NSL22635:250032981",0.313442,"other","ok"
"NSL 22983","C102","NSL22983:250033845",0.251716,"other","ok"
"NSL 22984","J47","NSL22984:250040787",0.142235,"other","ok"
"NSL 242483","R105","NSL242483:250032529",0.181813,"other","ok"
"NSL 243016","792","NSL243016:250033579",0.0847629,"other","ok"
"NSL 250299","MP307","NSL250299:250042425",0.432027,"other","ok"
"NSL 28965","Oh33","NSL28965:250031552",0.27965,"other","ok"
"NSL 28966","Oh40B","NSL28966:250033589",0.145542,"other","ok"
"NSL 28967","Oh56A","NSL28967:250033491",0.148695,"other","ok"
"NSL 28968","Oh84","NSL28968:250034567",0.299159,"other","ok"
"NSL 29282","R901","NSL29282:250040762",0.140011,"other","ok"
"NSL 29284","R902A","NSL29284:250031260",0.143148,"other","ok"
"NSL 29285","R903B","NSL29285:250041540",0.12044,"other","ok"
"NSL 29287","R941","NSL29287:250031620",0.175669,"other","ok"
"NSL 29303","R216","NSL29303:250031648",0.152137,"other","ok"
"NSL 29304","R216A","NSL29304:250042562",0.142822,"other","ok"
"NSL 29305","R218","NSL29305:250031496",0.100008,"other","ok"
"NSL 29314","R219","NSL29314:250033848",0.114583,"other","ok"
"NSL 29316","R220","NSL29316:250033555",0.148658,"other","ok"
"NSL 29317","R221","NSL29317:250031882",0.21837,"other","ok"
"NSL 29319","R222","NSL29319:250033562",0.127221,"other","ok"
"NSL 29898","R222A","NSL29898:250032968",0.120849,"other","ok"
"NSL 30046","B41","NSL30046:250035132",0.138333,"other","ok"
"NSL 30053","W22","NSL30053:250031704",0.0878823,"other","ok"
"NSL 30055","W374R2","NSL30055:250031454",0.161326,"other","ok"
"NSL 30056","W703","NSL30056:250031529",0.261799,"other","ok"
"NSL 30058","W64A","NSL30058:250033846",0.105964,"other","ok"
"NSL 30059","W153R","NSL30059:250033570",0.127723,"other","ok"
"NSL 30060","W23","NSL30060:250031308",0.149777,"other","ok"
"NSL 30062","W182B","NSL30062:250032588",0.140275,"other","ok"
"NSL 30063","W182D","NSL30063:250034801",0.128026,"other","ok"
"NSL 30064","W24","NSL30064:250031386",0.264153,"other","ok"
"NSL 30065","W9","NSL30065:250031249",0.27738,"other","ok"
"NSL 30066","WR3","NSL30066:250032454",0.305357,"other","ok"
"NSL 30067","W22R","NSL30067:250031491",0.0894786,"other","ok"
"NSL 30068","W374B","NSL30068:250041463",0.154755,"other","ok"
"NSL 30070","WM13R","NSL30070:250034869",0.184072,"other","ok"
"NSL 30071","W32","NSL30071:250033700",0.212378,"other","ok"
"NSL 30073","W37A","NSL30073:250031407",0.208722,"other","ok"
"NSL 30074","W182E","NSL30074:250032441",0.144457,"other","ok"
"NSL 30835","SD10","NSL30835:250034702",0.199057,"other","ok"
"NSL 30861","A","NSL30861:250031165",0.153489,"other","ok"
"NSL 30862","K","NSL30862:250031120",0.310736,"other","ok"
"NSL 30863","L","NSL30863:250031011",0.228079,"other","ok"
"NSL 30864","HY2","NSL30864:250034698",0.141766,"other","ok"
"NSL 30865","R2","NSL30865:250034744",0.178405,"other","ok"
"NSL 30866","R004","NSL30866:250040764",0.140929,"other","ok"
"NSL 30867","M14","NSL30867:250031956",0.131238,"other","ok"
"NSL 30868","R30","NSL30868:250032305",0.293839,"other","ok"
"NSL 30869","R53","NSL30869:250031292",0.230111,"other","ok"
"NSL 30871","R061","NSL30871:250033841",0.231523,"other","ok"
"NSL 30872","R71","NSL30872:250033847",0.150107,"other","ok"
"NSL 30873","R74","NSL30873:250034753",0.164378,"other","ok"
"NSL 30874","R75","NSL30874:250033861",0.140268,"other","ok"
"NSL 30875","R76","NSL30875:250031519",0.19157,"other","ok"
"NSL 30876","R78","NSL30876:250033813",0.25992,"other","ok"
"NSL 30877","R84","NSL30877:250031579",0.212391,"other","ok"
"NSL 30878","R101","NSL30878:250031427",0.205638,"other","ok"
"NSL 30879","R103","NSL30879:250033849",0.213498,"other","ok"
"NSL 30880","R105","NSL30880:250032459",0.188675,"other","ok"
"NSL 30883","R113","NSL30883:250034677",0.179932,"other","ok"
"NSL 30884","R134","NSL30884:250033825",0.194175,"other","ok"
"NSL 30885","R138","NSL30885:250033669",0.162343,"other","ok"
"NSL 30888","R154","NSL30888:250031572",0.159187,"other","ok"
"NSL 30890","R159","NSL30890:250033678",0.19348,"other","ok"
"NSL 30891","R168","NSL30891:250033782",0.150558,"other","ok"
"NSL 30894","R177","NSL30894:250031556",0.205962,"other","ok"
"NSL 30895","R181","NSL30895:250033816",0.191388,"other","ok"
"NSL 30896","R181B","NSL30896:250033826",0.22121,"other","ok"
"NSL 30898","R192","NSL30898:250031405",0.154054,"other","ok"
"NSL 30901","R196","NSL30901:250034742",0.146226,"other","ok"
"NSL 30902","R197","NSL30902:250031243",0.197396,"other","ok"
"NSL 30903","90","NSL30903:250034669",0.251415,"other","ok"
"NSL 30904","4226","NSL30904:250031169",0.249528,"other","ok"
"NSL 30905","5120B","NSL30905:250031383",0.324992,"other","ok"
"NSL 30906","R904A","NSL30906:250031304",0.228469,"other","ok"
"NSL 30907","R906","NSL30907:250034756",0.198762,"other","ok"
"NSL 30908","R907","NSL30908:250033684",0.159104,"other","ok"
"NSL 30909","R909","NSL30909:250034666",0.122709,"other","ok"
"NSL 30910","R914","NSL30910:250031586",0.134259,"other","ok"
"NSL 30911","R917A","NSL30911:250033787",0.171762,"other","ok"
"NSL 30912","R921E","NSL30912:250031542",0.184294,"other","ok"
"NSL 30913","R924","NSL30913:250031536",0.0693939,"other","ok"
"NSL 32720","ND33","NSL32720:250041433",0.524572,"other","ok"
"NSL 32721","ND36","NSL32721:250041482",0.623616,"other","ok"
"NSL 32722","ND255","NSL32722:250034634",0.229968,"other","ok"
"NSL 32723","ND1","NSL32723:250032220",0.30929,"other","ok"
"NSL 32725","ND211","NSL32725:250041470",0.386059,"other","ok"
"NSL 32726","ND167","NSL32726:250032209",0.222188,"other","ok"
"NSL 32727","ND-B8","NSL32727:250035241",0.253803,"other","ok"
"NSL 32728","ND230","NSL32728:250032300",0.270988,"other","ok"
"NSL 32730","ND405","NSL32730:250032254",0.213974,"other","ok"
"NSL 32731","ND385","NSL32731:250035189",0.267166,"other","ok"
"NSL 32732","ND203","NSL32732:250035237",0.240186,"other","ok"
"NSL 32733","ND376","NSL32733:250034589",0.197469,"other","ok"
"NSL 32734","ND408","NSL32734:250032159",0.214987,"other","ok"
"NSL 32736","ND480","NSL32736:250035212",0.220776,"other","ok"
"NSL 32738","ND283","NSL32738:250032265",0.316877,"other","ok"
"NSL 32739","ND474","NSL32739:250035248",0.164949,"other","ok"
"NSL 34374","SD15","NSL34374:250034617",0.210433,"other","ok"
"NSL 42804","R223","NSL42804:250033732",0.150048,"other","ok"
"NSL 42872","A7","NSL42872:250032843",0.229071,"other","ok"
"NSL 42873","A12","NSL42873:250031927",0.278518,"other","ok"
"NSL 42874","C 14","NSL42874:250031912",0.38547,"other","ok"
"NSL 42875","A71","NSL42875:250033563",0.174184,"other","ok"
"NSL 42877","A165","NSL42877:250032424",0.18751,"other","ok"
"NSL 42878","A171","NSL42878:250032573",0.263314,"other","ok"
"NSL 43597","Tx441","NSL43597:250040766",0.200492,"other","ok"
"NSL 437871","AusTRCF 305795","NSL437871:250035047",0.37307,"other","ok"
"NSL 437877","AusTRCF 305801","NSL437877:250034876",0.163124,"other","ok"
"NSL 437878","AusTRCF 305802","NSL437878:250031000",0.48743,"other","ok"
"NSL 437879","AusTRCF 305803","NSL437879:250034999",0.221968,"other","ok"
"NSL 437890","AusTRCF 305816","NSL437890:250031257",0.267815,"other","ok"
"NSL 437891","AusTRCF 305817","NSL437891:250031310",0.247414,"other","ok"
"NSL 437893","AusTRCF 305819","NSL437893:250035141",0.164242,"other","ok"
"NSL 437895","AusTRCF 305821","NSL437895:250035109",0.173936,"other","ok"
"NSL 437896","AusTRCF 305822","NSL437896:250031048",0.121113,"other","ok"
"NSL 437897","AusTRCF 305823","NSL437897:250031177",0.154334,"other","ok"
"NSL 437903","AusTRCF 305829","NSL437903:250031555",0.101227,"other","ok"
"NSL 437905","AusTRCF 305831","NSL437905:250034600",0.106032,"other","ok"
"NSL 437907","AusTRCF 305833","NSL437907:250035051",0.108024,"other","ok"
"NSL 437908","AusTRCF 305834","NSL437908:250035219",0.247825,"other","ok"
"NSL 437909","AusTRCF 305835","NSL437909:250031006",0.0952043,"other","ok"
"NSL 437910","AusTRCF 305836","NSL437910:250034992",0.10061,"other","ok"
"NSL 437913","AusTRCF 305839","NSL437913:250035126",0.0306289,"other","ok"
"NSL 437914","AusTRCF 305840","NSL437914:250030984",0.0310677,"other","ok"
"NSL 437915","AusTRCF 305841","NSL437915:250035048",0.137808,"other","ok"
"NSL 437920","AusTRCF 305846","NSL437920:250031052",0.0651796,"other","ok"
"NSL 437923","AusTRCF 305849","NSL437923:250031198",0.0628816,"other","ok"
"NSL 437925","AusTRCF 306065","NSL437925:250035134",0.0757408,"other","ok"
"NSL 437928","AusTRCF 306068","NSL437928:250035234",0.350446,"other","ok"
"NSL 437929","AusTRCF 306234","NSL437929:250031062",0.216922,"other","ok"
"NSL 437930","AusTRCF 306235","NSL437930:250031163",0.044672,"other","ok"
"NSL 437931","AusTRCF 306236","NSL437931:250035094",0.0981149,"other","ok"
"NSL 437933","AusTRCF 306238","NSL437933:250034963",0.119775,"other","ok"
"NSL 437934","AusTRCF 306239","NSL437934:250035138",0.0947104,"other","ok"
"NSL 437935","AusTRCF 306240","NSL437935:250031077",0.101604,"other","ok"
"NSL 437936","AusTRCF 306241","NSL437936:250035175",0.134198,"other","ok"
"NSL 437937","AusTRCF 306242","NSL437937:250035056",0.108346,"other","ok"
"NSL 437939","AusTRCF 306244","NSL437939:250031196",0.123506,"other","ok"
"NSL 437940","AusTRCF 306245","NSL437940:250031239",0.129772,"other","ok"
"NSL 437946","AusTRCF 306257","NSL437946:250035127",0.326013,"other","ok"
"NSL 437947","AusTRCF 306258","NSL437947:250031022",0.249616,"other","ok"
"NSL 437952","AusTRCF 306264","NSL437952:250034998",0.337693,"other","ok"
"NSL 437956","AusTRCF 306269","NSL437956:250031114",0.283634,"other","ok"
"NSL 437959","AusTRCF 306273","NSL437959:250035140",0.115459,"other","ok"
"NSL 437960","AusTRCF 306274","NSL437960:250034863",0.112776,"other","ok"
"NSL 437962","AusTRCF 306276","NSL437962:250030995",0.10176,"other","ok"
"NSL 437964","AusTRCF 306278","NSL437964:250031288",0.110776,"other","ok"
"NSL 437966","AusTRCF 306280","NSL437966:250034990",0.115363,"other","ok"
"NSL 437968","AusTRCF 306282","NSL437968:250030996",0.137076,"other","ok"
"NSL 437971","AusTRCF 306285","NSL437971:250034940",0.121392,"other","ok"
"NSL 437973","AusTRCF 306287","NSL437973:250031322",0.119271,"other","ok"
"NSL 437976","AusTRCF 306290","NSL437976:250031162",0.129537,"other","ok"
"NSL 437979","AusTRCF 306293","NSL437979:250035192",0.128312,"other","ok"
"NSL 437980","AusTRCF 306294","NSL437980:250031245",0.129169,"other","ok"
"NSL 437981","AusTRCF 306295","NSL437981:250034988",0.126824,"other","ok"
"NSL 437982","AusTRCF 306296","NSL437982:250034950",0.129694,"other","ok"
"NSL 437983","AusTRCF 306297","NSL437983:250035065",0.127764,"other","ok"
"NSL 437987","AusTRCF 306301","NSL437987:250035122",0.118678,"other","ok"
"NSL 437988","AusTRCF 306302","NSL437988:250031039",0.0539708,"other","ok"
"NSL 437989","AusTRCF 306303","NSL437989:250035072",0.0514301,"other","ok"
"NSL 437990","AusTRCF 306304","NSL437990:250035118",0.0521594,"other","ok"
"NSL 437992","AusTRCF 306306","NSL437992:250035203",0.0376817,"other","ok"
"NSL 437993","AusTRCF 306307","NSL437993:250034955",0.0375058,"other","ok"
"NSL 437994","AusTRCF 306308","NSL437994:250034874",0.0349163,"other","ok"
"NSL 437995","AusTRCF 306309","NSL437995:250034935",0.0294683,"other","ok"
"NSL 437996","AusTRCF 306310","NSL437996:250034948",0.0369281,"other","ok"
"NSL 437998","AusTRCF 306312","NSL437998:250034983",0.135099,"other","ok"
"NSL 438002","AusTRCF 306316","NSL438002:250034987",0.151649,"other","ok"
"NSL 438005","AusTRCF 306319","NSL438005:250030987",0.139419,"other","ok"
"NSL 438007","AusTRCF 306321","NSL438007:250031057",0.145803,"other","ok"
"NSL 438008","AusTRCF 306322","NSL438008:250031075",0.144848,"other","ok"
"NSL 438009","AusTRCF 306323","NSL438009:250031063",0.249858,"other","ok"
"NSL 438010","AusTRCF 306324","NSL438010:250031276",0.130935,"other","ok"
"NSL 438019","AusTRCF 306333","NSL438019:250034807",0.061403,"other","ok"
"NSL 438021","AusTRCF 306335","NSL438021:250031176",0.119925,"other","ok"
"NSL 438022","AusTRCF 306336","NSL438022:250031166",0.126316,"other","ok"
"NSL 438023","AusTRCF 306337","NSL438023:250034852",0.146135,"other","ok"
"NSL 438029","AusTRCF 306343","NSL438029:250031028",0.132592,"other","ok"
"NSL 438030","AusTRCF 306344","NSL438030:250031017",0.110348,"other","ok"
"NSL 438031","AusTRCF 306345","NSL438031:250031297",0.132344,"other","ok"
"NSL 438032","AusTRCF 306346","NSL438032:250034962",0.150779,"other","ok"
"NSL 438033","AusTRCF 306347","NSL438033:250035105",0.0663444,"other","ok"
"NSL 438034","AusTRCF 306348","NSL438034:250034958",0.0643486,"other","ok"
"NSL 438036","AusTRCF 306350","NSL438036:250031071",0.120152,"other","ok"
"NSL 438037","AusTRCF 306351","NSL438037:250031160",0.173946,"other","ok"
"NSL 438038","AusTRCF 306352","NSL438038:250031115",0.162865,"other","ok"
"NSL 438039","AusTRCF 306353","NSL438039:250035112",0.162135,"other","ok"
"NSL 438040","AusTRCF 306354","NSL438040:250034922",0.16384,"other","ok"
"NSL 438042","AusTRCF 306356","NSL438042:250031117",0.138441,"other","ok"
"NSL 438043","AusTRCF 306357","NSL438043:250031240",0.144485,"other","ok"
"NSL 52605","Oh7K","NSL52605:250041660",0.202205,"other","ok"
"NSL 53086","SC 212M","NSL53086:250042350",0.214881,"other","ok"
"NSL 53094","SC 357","NSL53094:250033232",0.248771,"other","ok"
"NSL 53095","SC 359","NSL53095:250042330",0.430935,"other","ok"
"NSL 65863","B7","NSL65863:250033778",0.224782,"other","ok"
"NSL 65864","B8","NSL65864:250035184",0.254897,"other","ok"
"NSL 65866","B14","NSL65866:250041456",0.0679937,"other","ok"
"NSL 65868","B21","NSL65868:250034684",0.267048,"other","ok"
"NSL 65869","B38","NSL65869:250041717",0.201359,"other","ok"
"NSL 65871","I 205","NSL65871:250031381",0.189011,"other","ok"
"NSL 65872","L 289","NSL65872:250035078",0.317405,"other","ok"
"NSL 65873","L317","NSL65873:250032823",0.16932,"other","ok"
"NSL 65874","Os420","NSL65874:250033613",0.175859,"other","ok"
"NSL 67786","Mo301ae","NSL67786:250035086",0.144798,"other","ok"
"NSL 67788","Mo303ae","NSL67788:250035007",0.172223,"other","ok"
"NSL 67789","Mo304ae","NSL67789:250034809",0.183406,"other","ok"
"NSL 67790","Mo305ae","NSL67790:250040798",0.14014,"other","ok"
"NSL 67792","Mo307ae","NSL67792:250031268",0.13267,"other","ok"
"NSL 67793","Mo308ae","NSL67793:250031194",0.172248,"other","ok"
"NSL 67796","Mo311ae","NSL67796:250035108",0.279617,"other","ok"
"NSL 67797","Mo312ae","NSL67797:250031299",0.245515,"other","ok"
"NSL 67798","Mo313ae","NSL67798:250031004",0.175059,"other","ok"
"NSL 67799","Mo314ae","NSL67799:250031112",0.136739,"other","ok"
"NSL 68211","Oh422","NSL68211:250033607",0.237014,"other","ok"
"NSL 68242","SC 212M","NSL68242:250042332",0.226807,"other","ok"
"NSL 68252","SC 357","NSL68252:250031525",0.251795,"other","ok"
"NSL 81595","A238","NSL81595:250041537",0.210003,"other","ok"
"NSL 81596","A258","NSL81596:250034882",0.1647,"other","ok"
"NSL 81597","A648","NSL81597:250032565",0.160216,"other","ok"
"NSL 81598","A657","NSL81598:250034737",0.233155,"other","ok"
"NSL 81599","A659","NSL81599:250034628",0.21325,"other","ok"
"NSL 81600","A660","NSL81600:250034831",0.164876,"other","ok"
"PI 186182","INBRED 378","PI186182:250032842",0.362871,"other","ok"
"PI 186183","INBRED 379","PI186183:250032933",0.414342,"other","ok"
"PI 186184","INBRED 381","PI186184:250033174",0.490678,"other","ok"
"PI 186193","INBRED A-243-1","PI186193:250032891",0.374397,"other","ok"
"PI 186196","INBRED 109","PI186196:250033823",0.332578,"other","ok"
"PI 186197","INBRED 100","PI186197:250033031",0.312308,"other","ok"
