"ID_cleanformat","ID","Pedigree","Comments_isu_gb","Comments_note"
"pi358537","PI 358537","STRAIN T32-397-68(B)","sweet corn","ok"
"pi358538","PI 358538","STRAIN T33-399-68(B)","sweet corn","ok"
"pi358539","PI 358539","STRAIN T35-388-68(A)","sweet corn","ok"
"pi369437","PI 369437","80-2","other","ok"
"pi369438","PI 369438","K 10","other","ok"
"pi369439","PI 369439","S 14","other","ok"
"pi369442","PI 369442","S 48","other","ok"
"pi369443","PI 369443","S 61","other","ok"
"pi369446","PI 369446","U 123","other","ok"
"pi391414","PI 391414","PH 9","other","ok"
"pi391660","PI 391660","CHI-41","other","ok"
"pi391662","PI 391662","KUNG-70","other","ok"
"pi391663","PI 391663","T IEH 84","other","ok"
"pi391665","PI 391665","YING-55","other","ok"
"pi391666","PI 391666","YING-64","other","ok"
"pi391667","PI 391667","CHI-503","other","ok"
"pi391670","PI 391670","NIU 11","other","ok"
"pi391672","PI 391672","YANG","other","ok"
"pi391676","PI 391676","TUO 229","other","ok"
"pi391678","PI 391678","TZU-CHIAO-HSI-WU 105","other","ok"
"pi391680","PI 391680","WU-TAN-TZAO","other","ok"
"pi391682","PI 391682","YE-CHI-HUNG","other","ok"
"pi405705","PI 405705","CHAN 11 INBRED","other","ok"
"pi405706","PI 405706","CHI-69 INB.","other","ok"
"pi405707","PI 405707","HUA 94 INBRED","other","ok"
"pi405709","PI 405709","TANG CHAO INBRED","other","ok"
"pi405711","PI 405711","BAI TOU SHUANG IN.(JI 095","other","ok"
"pi405712","PI 405712","DA BA TANG INB. (JI 0241)","other","ok"
"pi405713","PI 405713","DA JIN DING (JI 0018)","other","ok"
"pi405714","PI 405714","HUO BAO MI (JI 0235)","other","ok"
"pi406106","PI 406106","A14NW","other","ok"
"pi406107","PI 406107","A57N","other","ok"
"pi406108","PI 406108","A98NW","other","ok"
"pi406109","PI 406109","A166N","other","ok"
"pi406110","PI 406110","A178N","other","ok"
"pi406113","PI 406113","A266N","other","ok"
"pi406115","PI 406115","A328NW","other","ok"
"pi406122","PI 406122","A564N","other","ok"
"pi406123","PI 406123","A579N","other","ok"
"pi406124","PI 406124","A622N","other","ok"
"pi406125","PI 406125","A641N","other","ok"
"pi406126","PI 406126","A661N","other","ok"
"pi406128","PI 406128","A691N","other","ok"
"pi415078","PI 415078","4533. INBRED","other","ok"
"pi415079","PI 415079","4537. INBRED","other","ok"
"pi415080","PI 415080","4550. INBRED","other","ok"
"pi415081","PI 415081","4554. INBRED","other","ok"
"pi415082","PI 415082","4554 INBRED","other","ok"
"pi415083","PI 415083","4562 INBRED","other","ok"
"pi415084","PI 415084","4564 INBRED","other","ok"
"pi415085","PI 415085","4566 INBRED","other","ok"
"pi415086","PI 415086","4578 INBRED","other","ok"
"pi415087","PI 415087","4580 INBRED","other","ok"
"pi415088","PI 415088","4581 INBRED","other","ok"
"pi415089","PI 415089","4655 INBRED","other","ok"
"pi415090","PI 415090","4659 INBRED","other","ok"
"pi415091","PI 415091","4664 INBRED","other","ok"
"pi427109","PI 427109","Eng-li Chih","other","ok"
"pi427111","PI 427111","Chi-tan 120","other","ok"
"pi433485","PI 433485","Prior A","other","ok"
"pi433486","PI 433486","Prior B","other","ok"
"pi433487","PI 433487","Prior C","other","ok"
"pi459078","PI 459078","Honan no. 7","other","ok"
"pi459080","PI 459080","Hwang no. 525","other","ok"
"pi459082","PI 459082","Shansi no. 60","other","ok"
"pi506254","PI 506254","Tzi 24","other","ok"
"pi506255","PI 506255","Tzi 25","other","ok"
"pi508277","PI 508277","SD42","other","ok"
"pi509045","PI 509045","T62S","sweet corn","ok"
"pi509046","PI 509046","T64S","sweet corn","ok"
"pi509542","PI 509542","B89","other","ok"
"pi510674","PI 510674","ND261","other","ok"
"pi511309","PI 511309","NC252","other","ok"
"pi511310","PI 511310","NC254","other","ok"
"pi511313","PI 511313","GT113","other","ok"
"pi517968","PI 517968","Pa392","other","ok"
"pi517971","PI 517971","Pa468","other","ok"
"pi517972","PI 517972","Pa877","other","ok"
"pi517973","PI 517973","Pa879","other","ok"
"pi517974","PI 517974","Pa880","other","ok"
"pi518660","PI 518660","SD43","other","ok"
"pi520770","PI 520770","W552","other","ok"
"pi520771","PI 520771","W570","other","ok"
"pi520772","PI 520772","W572","other","ok"
"pi520774","PI 520774","NC264","other","ok"
"pi522250","PI 522250","ND262","other","ok"
"pi522252","PI 522252","ND264","other","ok"
"pi524969","PI 524969","SD44","other","ok"
"pi524970","PI 524970","SD46","other","ok"
"pi527699","PI 527699","B90","other","ok"
"pi527700","PI 527700","B91","other","ok"
"pi531081","PI 531081","Pa356","other","ok"
"pi531083","PI 531083","Pa891","other","ok"
"pi531084","PI 531084","NC258","other","ok"
"pi531085","PI 531085","NC262","other","ok"
"pi531509","PI 531509","R225","other","ok"
"pi531510","PI 531510","R226","other","ok"
"pi531511","PI 531511","R227","other","ok"
"pi533658","PI 533658","SD101","other","ok"
"pi533659","PI 533659","SD102","other","ok"
"pi535901","PI 535901","S 3","other","ok"
"pi535906","PI 535906","S 56","other","ok"
"pi535913","PI 535913","S 17","other","ok"
"pi535914","PI 535914","S 22","other","ok"
"pi535916","PI 535916","S 37","other","ok"
"pi535917","PI 535917","S 51","other","ok"
"pi535919","PI 535919","S 59A","other","ok"
"pi535920","PI 535920","S 63","other","ok"
"pi535921","PI 535921","S 65","other","ok"
"pi535923","PI 535923","S 90","other","ok"
"pi535924","PI 535924","S 97","other","ok"
"pi535925","PI 535925","S 99","other","ok"
"pi535926","PI 535926","S 117","other","ok"
"pi535927","PI 535927","S 125","other","ok"
"pi537097","PI 537097","LH195","other","ok"
"pi537099","PI 537099","LH205","other","ok"
"pi538007","PI 538007","LH127","other","ok"
"pi538008","PI 538008","LH163","other","ok"
"pi538009","PI 538009","LH196","other","ok"
"pi538010","PI 538010","LH206","other","ok"
"pi538011","PI 538011","LH220Ht","other","ok"
"pi538229","PI 538229","SD53","other","ok"
"pi538231","PI 538231","SD59","other","ok"
"pi538235","PI 538235","SD57","other","ok"
"pi538237","PI 538237","SD63","other","ok"
"pi538238","PI 538238","SD65","other","ok"
"pi538239","PI 538239","SD69","other","ok"
"pi538242","PI 538242","SD106","other","ok"
"pi538244","PI 538244","SD108","other","ok"
"pi539870","PI 539870","B92","other","ok"
"pi539871","PI 539871","B93","other","ok"
"pi539872","PI 539872","B94","other","ok"
"pi539920","PI 539920","LH160","other","ok"
"pi539921","PI 539921","LH162","other","ok"
"pi539922","PI 539922","LH190","other","ok"
"pi539923","PI 539923","LH194","other","ok"
"pi539924","PI 539924","LH202","other","ok"
"pi539925","PI 539925","LH191","other","ok"
"pi539926","PI 539926","LH192","other","ok"
"pi539927","PI 539927","LH193","other","ok"
"pi539930","PI 539930","RS 710","other","ok"
"pi542776","PI 542776","HP62-02","popcorn","ok"
"pi542937","PI 542937","Ab18","other","ok"
"pi542938","PI 542938","Ab610","other","ok"
"pi542953","PI 542953","T264","other","ok"
"pi542955","PI 542955","Va4","other","ok"
"pi542957","PI 542957","Va6","other","ok"
"pi542959","PI 542959","Va33","other","ok"
"pi543840","PI 543840","PHJ65","other","ok"
"pi543843","PI 543843","PHN34","other","ok"
"pi543846","PI 543846","PHP76","other","ok"
"pi543847","PI 543847","PHV07","other","ok"
"pi543849","PI 543849","PHW51","other","ok"
"pi543850","PI 543850","PHW86","other","ok"
"pi544065","PI 544065","BCC03","other","ok"
"pi546482","PI 546482","FBLA","other","ok"
"pi546483","PI 546483","6F629","other","ok"
"pi546484","PI 546484","6M502A","other","ok"
"pi546485","PI 546485","NL001","other","ok"
"pi546494","PI 546494","ND265","other","ok"
"pi547086","PI 547086","LH128","other","ok"
"pi547087","PI 547087","LH181","other","ok"
"pi547088","PI 547088","LH208","other","ok"
"pi547089","PI 547089","LH212Ht","other","ok"
"pi547090","PI 547090","LH213","other","ok"
"pi547107","PI 547107","Lp215D","other","ok"
"pi548783","PI 548783","T171","other","ok"
"pi548794","PI 548794","ND266","other","ok"
"pi548798","PI 548798","PHJ89","other","ok"
"pi548799","PI 548799","PHJ90","other","ok"
"pi548800","PI 548800","PHK93","other","ok"
"pi548801","PI 548801","PHM81","other","ok"
"pi548802","PI 548802","PHN66","other","ok"
"pi548804","PI 548804","PHR55","other","ok"
"pi548805","PI 548805","PHR58","other","ok"
"pi548808","PI 548808","PHW30","other","ok"
"pi548830","PI 548830","29MIBZ2","other","ok"
"pi548839","PI 548839","MBUB","other","ok"
"pi550440","PI 550440","B64","other","ok"
"pi550442","PI 550442","Mo20W","other","ok"
"pi550443","PI 550443","B49","other","ok"
"pi550454","PI 550454","B52","other","ok"
"pi550455","PI 550455","B67","other","ok"
"pi550456","PI 550456","B69","other","ok"
"pi550461","PI 550461","B14A","other","ok"
"pi550462","PI 550462","B59","other","ok"
"pi550463","PI 550463","B65","other","ok"
"pi550464","PI 550464","B66","other","ok"
"pi550465","PI 550465","B68","other","ok"
"pi550467","PI 550467","B37","other","ok"
"pi550468","PI 550468","B45","other","ok"
"pi550469","PI 550469","B46","other","ok"
"pi550470","PI 550470","B54","other","ok"
"pi550471","PI 550471","B56","other","ok"
"pi550472","PI 550472","B57","other","ok"
"pi550483","PI 550483","B76","other","ok"
"pi550489","PI 550489","ND245","other","ok"
"pi550490","PI 550490","ND246","other","ok"
"pi550491","PI 550491","ND301","other","ok"
"pi550492","PI 550492","GTS1","sweet corn","ok"
"pi550496","PI 550496","H102","other","ok"
"pi550497","PI 550497","H103","other","ok"
"pi550503","PI 550503","ND247","other","ok"
"pi550504","PI 550504","ND248","other","ok"
"pi550514","PI 550514","T61","other","ok"
"pi550515","PI 550515","T101","other","ok"
"pi550517","PI 550517","T115","other","ok"
"pi550520","PI 550520","T224","other","ok"
"pi550521","PI 550521","T226","other","ok"
"pi550522","PI 550522","T232","other","ok"
"pi550526","PI 550526","H110","other","ok"
"pi550527","PI 550527","H111","other","ok"
"pi550530","PI 550530","ND249","other","ok"
"pi550531","PI 550531","ND250","other","ok"
"pi550532","PI 550532","ND251","other","ok"
"pi550540","PI 550540","ND252","other","ok"
"pi550541","PI 550541","ND253","other","ok"
"pi550542","PI 550542","ND254","other","ok"
"pi550552","PI 550552","ND304W","other","ok"
"pi550553","PI 550553","ND101","other","ok"
"pi550554","PI 550554","ND256","other","ok"
"pi550555","PI 550555","NC250","other","ok"
"pi550556","PI 550556","B88","other","ok"
"pi550558","PI 550558","DE811","other","ok"
"pi550561","PI 550561","ND257","other","ok"
"pi550565","PI 550565","N190","other","ok"
"pi550566","PI 550566","N192","other","ok"
"pi550567","PI 550567","N193","other","ok"
"pi550568","PI 550568","N194","other","ok"
"pi550571","PI 550571","ND259","other","ok"
"pi550573","PI 550573","ND260","other","ok"
"pi550695","PI 550695","L 155","other","ok"
"pi550909","PI 550909","89291","other","ok"
"pi550911","PI 550911","89302","other","ok"
"pi550917","PI 550917","88094","other","ok"
"pi550918","PI 550918","88069","other","ok"
"pi552815","PI 552815","LH215","other","ok"
"pi553055","PI 553055","OC2","other","ok"
"pi553056","PI 553056","OC3","other","ok"
"pi553057","PI 553057","OC4","other","ok"
"pi553058","PI 553058","OC5","other","ok"
"pi553059","PI 553059","OC6","other","ok"
"pi553060","PI 553060","OC7","other","ok"
"pi553061","PI 553061","OC8","other","ok"
"pi553062","PI 553062","OC9","popcorn","ok"
"pi553063","PI 553063","OC10","other","ok"
"pi553064","PI 553064","OC11","other","ok"
"pi554612","PI 554612","LH209","other","ok"
"pi554615","PI 554615","MM402A","other","ok"
"pi554616","PI 554616","3IBZ2","other","ok"
"pi555650","PI 555650","LIBC 4","other","ok"
"pi555651","PI 555651","83IBI3","other","ok"
"pi555660","PI 555660","LH214","other","ok"
"pi558516","PI 558516","Mo7","other","ok"
"pi558517","PI 558517","Mo10","other","ok"
"pi558518","PI 558518","Mo15W","other","ok"
"pi558521","PI 558521","Mo2RF","other","ok"
"pi558522","PI 558522","Mo3","other","ok"
"pi558524","PI 558524","Mo6","other","ok"
"pi558526","PI 558526","Mo9W","other","ok"
"pi558527","PI 558527","Mo11","other","ok"
"pi558530","PI 558530","Mo14W","other","ok"
"pi558531","PI 558531","Mo16W","other","ok"
"pi558532","PI 558532","Mo17","other","ok"
"pi559375","PI 559375","LH222","other","ok"
"pi559380","PI 559380","ICI 193","other","ok"
"pi559381","PI 559381","ICI 441","other","ok"
"pi559382","PI 559382","ICI 740","other","ok"
"pi559383","PI 559383","ICI 893","other","ok"
"pi559916","PI 559916","CS405","other","ok"
"pi559918","PI 559918","NQ508","other","ok"
"pi559919","PI 559919","OQ101","other","ok"
"pi559920","PI 559920","OQ403","other","ok"
"pi559921","PI 559921","OS602","other","ok"
"pi559935","PI 559935","PHBA6","other","ok"
"pi559944","PI 559944","PHP85","other","ok"
"pi559945","PI 559945","PHPR5","other","ok"
"pi559946","PI 559946","PHR30","other","ok"
"pi559949","PI 559949","PHT69","other","ok"
"pi559952","PI 559952","PHV53","other","ok"
"pi559953","PI 559953","PHVA9","other","ok"
"pi559954","PI 559954","PHWG5","other","ok"
"pi560074","PI 560074","Pa759","other","ok"
"pi560075","PI 560075","Pa760","other","ok"
"pi560081","PI 560081","Pa778","other","ok"
"pi560082","PI 560082","Pa860","other","ok"
"pi560316","PI 560316","CS608","other","ok"
"pi561516","PI 561516","AR204","other","ok"
"pi561523","PI 561523","AR234","other","ok"
"pi561526","PI 561526","AR250","other","ok"
"pi561527","PI 561527","AR254","other","ok"
"pi561529","PI 561529","AR266","other","ok"
"pi561533","PI 561533","AR276","other","ok"
"pi561565","PI 561565","B95","other","ok"
"pi561604","PI 561604","90176","other","ok"
"pi561694","PI 561694","NYRD4058","other","ok"
"pi561695","PI 561695","NYLB31","other","ok"
"pi564682","PI 564682","B97","other","ok"
"pi564852","PI 564852","B101","other","ok"
"pi567792","PI 567792","A684su","sweet corn","ok"
"pi567793","PI 567793","A685su","sweet corn","ok"
"pi567794","PI 567794","A686su","sweet corn","ok"
"pi568158","PI 568158","N199","other","ok"
"pi568159","PI 568159","N200","other","ok"
"pi572413","PI 572413","Oh599","other","ok"
"pi573098","PI 573098","Oh603","other","ok"
"pi583350","PI 583350","Mo45","other","ok"
"pi583351","PI 583351","Mo46","other","ok"
"pi583352","PI 583352","Mo47","other","ok"
"pi583774","PI 583774","ML606","other","ok"
"pi583846","PI 583846","H126W","other","ok"
"pi583847","PI 583847","H125","other","ok"
"pi584528","PI 584528","B99","other","ok"
"pi584529","PI 584529","B100","other","ok"
"pi587124","PI 587124","CM105","other","ok"
"pi587125","PI 587125","CO109","other","ok"
"pi587126","PI 587126","C13","sweet corn","ok"
"pi587127","PI 587127","H105W","other","ok"
"pi587128","PI 587128","H84","other","ok"
"pi587129","PI 587129","H99","other","ok"
"pi587130","PI 587130","4722","other","ok"
"pi587131","PI 587131","HP301","popcorn","ok"
"pi587132","PI 587132","Sg 1533","popcorn","ok"
"pi587134","PI 587134","IA2132","sweet corn","ok"
"pi587135","PI 587135","Ia5125","sweet corn","ok"
"pi587137","PI 587137","Ms71","other","ok"
"pi587138","PI 587138","A554","other","ok"
"pi587139","PI 587139","A619","other","ok"
"pi587140","PI 587140","A632","other","ok"
"pi587141","PI 587141","A654","other","ok"
"pi587142","PI 587142","A679","other","ok"
"pi587143","PI 587143","A682","other","ok"
"pi587144","PI 587144","Mo24W","other","ok"
"pi587145","PI 587145","NC268","other","ok"
"pi587147","PI 587147","Pa91","other","ok"
"pi587149","PI 587149","Va26","other","ok"
"pi587150","PI 587150","Va35","other","ok"
"pi587151","PI 587151","Va102","other","ok"
"pi587152","PI 587152","W64A","other","ok"
"pi587153","PI 587153","W117","other","ok"
"pi587154","PI 587154","W153R","other","ok"
"pi587155","PI 587155","W182BN","other","ok"
"pi591014","PI 591014","BO385Y","other","ok"
"pi591015","PI 591015","BO394Y","other","ok"
"pi591022","PI 591022","BO46W","other","ok"
"pi592733","PI 592733","R228","other","ok"
"pi592734","PI 592734","R229","other","ok"
"pi592735","PI 592735","R230","other","ok"
"pi592741","PI 592741","N801w","other","ok"
"pi593007","PI 593007","Hi25","other","ok"
"pi593010","PI 593010","Hi28","other","ok"
"pi593011","PI 593011","Hi29","other","ok"
"pi593013","PI 593013","Hi31","other","ok"
"pi593014","PI 593014","Hi33","other","ok"
"pi593017","PI 593017","Hi39","other","ok"
"pi593460","PI 593460","991","other","ok"
"pi594045","PI 594045","B102","other","ok"
"pi594046","PI 594046","B103","other","ok"
"pi594047","PI 594047","B104","other","ok"
"pi594048","PI 594048","B105","other","ok"
"pi594049","PI 594049","B106","other","ok"
"pi594050","PI 594050","N501","other","ok"
"pi594051","PI 594051","N502","other","ok"
"pi594052","PI 594052","N503","other","ok"
"pi594053","PI 594053","N504","other","ok"
"pi594054","PI 594054","N505","other","ok"
"pi594055","PI 594055","N506","other","ok"
"pi594056","PI 594056","N507","other","ok"
"pi594057","PI 594057","N508","other","ok"
"pi594058","PI 594058","N509","other","ok"
"pi594059","PI 594059","N510","other","ok"
"pi594060","PI 594060","N511","other","ok"
"pi594061","PI 594061","N512","other","ok"
"pi594062","PI 594062","N513","other","ok"
"pi594063","PI 594063","N514","other","ok"
"pi594064","PI 594064","N515","other","ok"
"pi594065","PI 594065","N516","other","ok"
"pi594066","PI 594066","N517","other","ok"
"pi594067","PI 594067","N518","other","ok"
"pi594068","PI 594068","N519","other","ok"
"pi594069","PI 594069","N520","other","ok"
"pi594070","PI 594070","N521","other","ok"
"pi594071","PI 594071","N523","other","ok"
"pi594072","PI 594072","N524","other","ok"
"pi594073","PI 594073","N525","other","ok"
"pi594074","PI 594074","N526","other","ok"
"pi594075","PI 594075","N528","other","ok"
"pi594076","PI 594076","N529","other","ok"
"pi594077","PI 594077","N530","other","ok"
"pi594078","PI 594078","N532","other","ok"
"pi594079","PI 594079","N533","other","ok"
"pi594080","PI 594080","N534","other","ok"
"pi594081","PI 594081","N535","other","ok"
"pi594082","PI 594082","N536","other","ok"
"pi594083","PI 594083","N537","other","ok"
"pi594084","PI 594084","N538","other","ok"
"pi594085","PI 594085","N539","other","ok"
"pi594086","PI 594086","N540","other","ok"
"pi594087","PI 594087","N541","other","ok"
"pi594088","PI 594088","N542","other","ok"
"pi594089","PI 594089","N543","other","ok"
"pi594090","PI 594090","N544","other","ok"
"pi594091","PI 594091","N545","other","ok"
"pi595366","PI 595366","N209","other","ok"
"pi595367","PI 595367","N215","other","ok"
"pi595569","PI 595569","CML 300","other","ok"
"pi595616","PI 595616","ZS01250","other","ok"
"pi596355","PI 596355","N216","other","ok"
"pi596356","PI 596356","N217","other","ok"
"pi596357","PI 596357","N218","other","ok"
"pi596499","PI 596499","OC12","other","ok"
"pi596500","PI 596500","OC13","other","ok"
"pi596501","PI 596501","OC14","other","ok"
"pi596502","PI 596502","OC15","other","ok"
"pi596503","PI 596503","OC16","other","ok"
"pi596504","PI 596504","OC17","popcorn","ok"
"pi596505","PI 596505","OC18","other","ok"
"pi596627","PI 596627","Mp710","other","ok"
"pi596629","PI 596629","Mp712","other","ok"
"pi597578","PI 597578","N546","other","ok"
"pi597925","PI 597925","B107","other","ok"
"pi597926","PI 597926","B108","other","ok"
"pi597927","PI 597927","B109","other","ok"
"pi600729","PI 600729","LP1 NR HT","other","ok"
"pi600751","PI 600751","Seagull Seventeen","other","ok"
"pi600772","PI 600772","FR19","other","ok"
"pi600791","PI 600791","LH38","other","ok"
"pi600944","PI 600944","LH39","other","ok"
"pi600954","PI 600954","LH119","other","ok"
"pi600955","PI 600955","LH51","other","ok"
"pi600956","PI 600956","MDF-13D","other","ok"
"pi600957","PI 600957","LH74","other","ok"
"pi600958","PI 600958","FAPW","other","ok"
"pi600959","PI 600959","LH145","other","ok"
"pi600981","PI 600981","PHG39","other","ok"
"pi601004","PI 601004","LH132","other","ok"
"pi601005","PI 601005","207","other","ok"
"pi601006","PI 601006","PHG50","other","ok"
"pi601007","PI 601007","BO9","other","ok"
"pi601008","PI 601008","PHG35","other","ok"
"pi601009","PI 601009","PHB47","other","ok"
"pi601026","PI 601026","F42","other","ok"
"pi601037","PI 601037","G80","other","ok"
"pi601079","PI 601079","LH123HT","other","ok"
"pi601080","PI 601080","CR1HT","other","ok"
"pi601150","PI 601150","PHG71","other","ok"
"pi601159","PI 601159","6103","other","ok"
"pi601170","PI 601170","LH82","other","ok"
"pi601171","PI 601171","LH93","other","ok"
"pi601172","PI 601172","HBA1","other","ok"
"pi601190","PI 601190","Q381","other","ok"
"pi601191","PI 601191","DJ7","other","ok"
"pi601208","PI 601208","IB014","other","ok"
"pi601209","PI 601209","MBNA","other","ok"
"pi601210","PI 601210","78004","other","ok"
"pi601211","PI 601211","78010","other","ok"
"pi601229","PI 601229","PHG83","other","ok"
"pi601269","PI 601269","5707","other","ok"
"pi601270","PI 601270","PHG29","other","ok"
"pi601300","PI 601300","4676A","other","ok"
"pi601301","PI 601301","78002A","other","ok"
"pi601316","PI 601316","LH54","other","ok"
"pi601317","PI 601317","LH57","other","ok"
"pi601318","PI 601318","PHG47","other","ok"
"pi601319","PI 601319","PHG72","other","ok"
"pi601320","PI 601320","PHG84","other","ok"
"pi601321","PI 601321","PHJ40","other","ok"
"pi601322","PI 601322","PHZ51","other","ok"
"pi601329","PI 601329","SX-6-10 (Tetraploid)","other","ok"
"pi601331","PI 601331","SX-6-3 (Tetraploid)","other","ok"
"pi601332","PI 601332","SX-6-7 (Tetraploid)","other","ok"
"pi601360","PI 601360","LH52","other","ok"
"pi601361","PI 601361","PHR36","other","ok"
"pi601362","PI 601362","PHW17","other","ok"
"pi601374","PI 601374","764","other","ok"
"pi601375","PI 601375","778","other","ok"
"pi601376","PI 601376","779","other","ok"
"pi601377","PI 601377","794","other","ok"
"pi601378","PI 601378","LP5","other","ok"
"pi601402","PI 601402","LH146Ht","other","ok"
"pi601403","PI 601403","LH156","other","ok"
"pi601404","PI 601404","LH60","other","ok"
"pi601405","PI 601405","LH85","other","ok"
"pi601416","PI 601416","LH61","other","ok"
"pi601417","PI 601417","NS701","other","ok"
"pi601430","PI 601430","807","other","ok"
"pi601438","PI 601438","78371A","other","ok"
"pi601439","PI 601439","FBHJ","other","ok"
"pi601440","PI 601440","MBPM","other","ok"
"pi601441","PI 601441","PB80","other","ok"
"pi601442","PI 601442","PHG86","other","ok"
"pi601457","PI 601457","IB02","other","ok"
"pi601458","PI 601458","IBB15","other","ok"
"pi601459","PI 601459","IBC2","other","ok"
"pi601466","PI 601466","LH59","other","ok"
"pi601467","PI 601467","PHK05","other","ok"
"pi601468","PI 601468","PHK29","other","ok"
"pi601469","PI 601469","PHR25","other","ok"
"pi601470","PI 601470","PHV78","other","ok"
"pi601489","PI 601489","740","other","ok"
"pi601490","PI 601490","787","other","ok"
"pi601491","PI 601491","790","other","ok"
"pi601492","PI 601492","793","other","ok"
"pi601493","PI 601493","LH149","other","ok"
"pi601494","PI 601494","LH65","other","ok"
"pi601495","PI 601495","PHK42","other","ok"
"pi601496","PI 601496","PHK76","other","ok"
"pi601497","PI 601497","PHN11","other","ok"
"pi601498","PI 601498","PHT55","other","ok"
"pi601499","PI 601499","PHT77","other","ok"
"pi601500","PI 601500","PHV63","other","ok"
"pi601501","PI 601501","PHW65","other","ok"
"pi601502","PI 601502","W8304","other","ok"
"pi601558","PI 601558","11430","other","ok"
"pi601559","PI 601559","2369","other","ok"
"pi601560","PI 601560","2MA22","other","ok"
"pi601561","PI 601561","6M502","other","ok"
"pi601562","PI 601562","78551S","other","ok"
"pi601563","PI 601563","87916W","other","ok"
"pi601564","PI 601564","HB8229","other","ok"
"pi601565","PI 601565","IBB14","other","ok"
"pi601566","PI 601566","MBST","other","ok"
"pi601567","PI 601567","PHH93","other","ok"
"pi601569","PI 601569","PHN47","other","ok"
"pi601570","PI 601570","PHP02","other","ok"
"pi601571","PI 601571","PHR32","other","ok"
"pi601572","PI 601572","PHR47","other","ok"
"pi601573","PI 601573","PHT10","other","ok"
"pi601574","PI 601574","PHT60","other","ok"
"pi601575","PI 601575","PHW52","other","ok"
"pi601576","PI 601576","PHW79","other","ok"
"pi601583","PI 601583","NS501","other","ok"
"pi601584","PI 601584","OQ603","other","ok"
"pi601610","PI 601610","H8431","other","ok"
"pi601611","PI 601611","S8324","other","ok"
"pi601612","PI 601612","S8326","other","ok"
"pi601658","PI 601658","1538","other","ok"
"pi601683","PI 601683","CR14","other","ok"
"pi601684","PI 601684","WIL900","other","ok"
"pi601685","PI 601685","WIL901","other","ok"
"pi601686","PI 601686","WIL903","other","ok"
"pi601724","PI 601724","E8501","other","ok"
"pi601725","PI 601725","J8606","other","ok"
"pi601726","PI 601726","L 127","other","ok"
"pi601727","PI 601727","L 135","other","ok"
"pi601728","PI 601728","L 139","other","ok"
"pi601729","PI 601729","W8555","other","ok"
"pi601745","PI 601745","4N506","other","ok"
"pi601773","PI 601773","PHJ31","other","ok"
"pi601774","PI 601774","PHJ33","other","ok"
"pi601775","PI 601775","PHJ70","other","ok"
"pi601776","PI 601776","PHJ75","other","ok"
"pi601777","PI 601777","PHK35","other","ok"
"pi601778","PI 601778","PHM10","other","ok"
"pi601779","PI 601779","PHM57","other","ok"
"pi601780","PI 601780","PHN29","other","ok"
"pi601781","PI 601781","PHN37","other","ok"
"pi601782","PI 601782","PHN73","other","ok"
"pi601783","PI 601783","PHN82","other","ok"
"pi601784","PI 601784","PHP55","other","ok"
"pi601785","PI 601785","PHP60","other","ok"
"pi601786","PI 601786","PHR62","other","ok"
"pi601787","PI 601787","PHR63","other","ok"
"pi601788","PI 601788","PHT22","other","ok"
"pi601789","PI 601789","PHV37","other","ok"
"pi601790","PI 601790","PHW03","other","ok"
"pi601791","PI 601791","PHW20","other","ok"
"pi601792","PI 601792","PHW43","other","ok"
"pi601808","PI 601808","2FACC","other","ok"
"pi603939","PI 603939","B42","other","ok"
"pi604605","PI 604605","N522","other","ok"
"pi604606","PI 604606","N527","other","ok"
"pi606329","PI 606329","DE1","other","ok"
"pi606330","PI 606330","DE2","other","ok"
"pi606768","PI 606768","SD40","other","ok"
"pi606769","PI 606769","SD41","other","ok"
"pi607512","PI 607512","N7A","other","ok"
"pi607519","PI 607519","ND240","other","ok"
"pi607521","PI 607521","A661","other","ok"
"pi607522","PI 607522","A662","other","ok"
"pi607523","PI 607523","A663","other","ok"
"pi607524","PI 607524","A664","other","ok"
"pi607525","PI 607525","A665","other","ok"
"pi607527","PI 607527","ND300","other","ok"
"pi608764","PI 608764","B55","other","ok"
"pi608765","PI 608765","B77","other","ok"
"pi608766","PI 608766","B79","other","ok"
"pi608767","PI 608767","B84","other","ok"
"pi608768","PI 608768","B87","other","ok"
"pi608774","PI 608774","B75","other","ok"
"pi608777","PI 608777","B85","other","ok"
"pi608778","PI 608778","B86","other","ok"
"pi610493","PI 610493","NY5526","other","ok"
"pi610494","PI 610494","NY6371","other","ok"
"pi619430","PI 619430","Tx807","other","ok"
"pi631393","PI 631393","ND291","other","ok"
"pi631394","PI 631394","ND2000","other","ok"
"pi631444","PI 631444","T270","other","ok"
"pi633839","PI 633839","Tx114","other","ok"
"pi633840","PI 633840","Tx714","other","ok"
"pi633924","PI 633924","T272","other","ok"
"pi634206","PI 634206","Mo48","other","ok"
"pi634207","PI 634207","Mo49","other","ok"
"pi638549","PI 638549","N551","other","ok"
"pi638550","PI 638550","N552","other","ok"
"pi638594","PI 638594","T175","other","ok"
"pi639111","PI 639111","Oh605","other","ok"
"pi639931","PI 639931","TZSTRI107","other","ok"
"pi639936","PI 639936","TZSTRI112","other","ok"
"pi639937","PI 639937","TZSTRI113","other","ok"
"pi639938","PI 639938","TZSTRI114","other","ok"
"pi641068","PI 641068","TZEI 8","other","ok"
"pi641070","PI 641070","TZEI 10","other","ok"
"pi641071","PI 641071","TZEI 11","other","ok"
