"GENOTYPE","d.T3","g.T3","a.T3","d.T","g.T","a.T","Total.Tocotrienols","Total.Tocopherols","Total.Tocochromanols"
"Ames24705",0.754154436,13.73973938,9.129971991,2.392385575,44.5351914,5.116490342,24.04702446,52.45369196,77.28338222
"Ames24706",0.640642057,17.50369155,4.453512313,3.540918867,74.27932721,1.80691169,22.692785,80.06168639,103.4073746
"Ames24707",0.699135937,10.93476556,6.558113107,1.272993675,41.7075994,1.702251714,18.31896942,44.75696705,63.64329615
"Ames24708",2.506140547,23.17827401,6.940882851,3.389768175,62.45675885,2.308126051,32.84625114,68.21738183,101.5588446
"Ames24709",1.342122934,15.657238,6.459184531,0.00320363,19.93390797,5.788392595,23.14710322,25.5921164,49.52658063
"Ames24710",2.284712183,17.24175883,6.843325215,3.250151635,66.40875497,3.27490289,26.58588665,73.65190688,101.2041298
"Ames24711",0.92822076,7.959809149,6.951028762,1.603605307,45.21962728,0.57269509,15.89227169,47.53381016,63.70481751
"Ames24712",0.341723338,11.50299412,9.898680805,1.261080048,48.46930464,8.525604983,22.1177768,58.525347,81.42832556
"Ames24713",1.29392996,19.23894375,5.504412165,2.607630629,61.52978858,3.545161245,25.94735279,67.72561632,93.38571435
"Ames24714",0.181589506,7.893508977,3.709706354,1.156086985,42.47110024,3.736321169,11.75885442,47.88994455,60.26929906
"Ames24715",0.513663225,37.66688057,8.413338173,0.072302809,9.725880703,3.883112519,46.72192096,13.8870074,61.13529575
"Ames24716",0.471892469,5.957383482,7.601931658,0.670694938,17.8442539,10.59992204,14.23888828,29.66749417,44.02380585
"Ames24717",0.688604805,9.464094975,8.930008597,1.516465351,20.1163205,11.14013136,19.1737932,33.41939529,53.07646799
"Ames24718",0.701300627,29.52526344,7.684418337,1.938787814,84.48324147,1.652755593,37.8499924,88.05690678,126.5812561
"Ames24719",0.806107236,27.6975328,8.665858256,1.500432622,74.55961751,6.98898895,37.49727084,83.41226055,121.525769
"Ames24720",1.231556412,17.369828,6.547464574,0.039966711,11.78722091,3.217752513,25.36466275,15.23947046,40.40849414
"Ames24722",1.277128794,22.58272486,5.842961906,1.319628049,39.70677513,5.555399736,29.85034351,46.46016343,76.9310467
"Ames24723",0.91366762,15.28410223,3.906633631,0.479921471,32.861345,1.830291115,20.31269117,35.64726875,56.89429802
"Ames24724",0.489717963,12.23578542,8.924114479,0.19079392,10.9872864,5.572803689,21.86686914,16.90565187,39.28735934
"Ames24725",1.359877361,16.82965491,6.826007127,2.221463435,19.11151209,6.521775052,25.11592363,27.88746081,53.59609354
"Ames24726",2.232293733,28.09123701,5.820475886,NA,61.52318979,2.035203294,36.44596571,68.39651977,104.8508131
"Ames24727",2.714163654,19.48726888,8.172216439,0.312339544,14.71407076,0.207909724,30.55599602,15.23524389,45.55447614
"Ames24728",0.448895122,10.8557448,5.816530707,1.018795109,62.14015404,1.881873438,17.48406794,64.71800236,81.58480472
"Ames24729",0.195987555,4.063040961,5.367666188,0.682752387,28.72874613,2.046108547,9.857381667,31.96247764,42.41701749
"Ames24730",0.588537909,25.14387018,8.0789369,1.851272736,50.90330759,2.150395318,33.89739134,54.83620571,89.07765102
"Ames24732",1.234778125,32.42497809,7.280415932,1.28729597,56.87374396,3.426194322,41.24670901,61.94137773,103.8250053
"Ames24733",1.140259643,27.66564174,5.205899803,0.385418679,31.32857672,2.704378888,34.32412837,34.33161389,68.80399597
"Ames24734",1.750080147,17.77172475,5.231223132,2.296374487,48.44682282,2.045052873,24.86792804,52.23946915,77.5908303
"Ames24735",2.828288028,59.10809728,11.60466505,4.310583447,71.86756359,7.837149083,73.69733513,84.76874092,158.6236379
"Ames24736",0.844953046,9.964682125,5.655776476,0.543012368,30.58265222,0.679482283,16.50596276,31.95312166,48.62437189
"Ames24737",2.359272787,13.34417244,11.41554823,0.912039374,34.73637771,9.675368979,27.33582591,46.16234691,74.33773542
"Ames24738",0.731166714,13.17967049,6.43473303,1.002654639,30.90235436,6.145266302,20.50657418,38.16004706,59.08041861
"Ames24739",0.236834076,7.002146099,4.900183872,0.760092288,20.06107323,7.198861963,11.96009704,28.00039188,40.16361832
"Ames24740",0.26140046,18.83785703,10.37487561,3.053758443,72.67847757,2.371344271,29.35663637,77.96907516,108.130147
"Ames24741",3.591443868,27.6206767,4.571185728,0.790052902,32.54835146,3.31180231,35.78794123,37.04164083,73.45295697
"Ames24742",1.694760815,10.90540379,14.12409307,1.092844047,28.9456593,4.805552252,26.94398762,34.83320675,61.77418291
"Ames24743",1.298944815,16.11748624,4.764439761,0.398573463,24.94938903,1.466435095,22.27831582,27.25060048,49.8659307
"Ames24744",2.321021714,73.35730297,12.32218642,2.182719023,75.25181139,13.17559818,89.27872595,90.62223965,180.1909067
"Ames24745",1.874622364,27.14875486,5.834539847,3.571402809,40.76867942,4.283744739,34.74842152,48.67935937,84.23902445
"Ames24746",1.192411289,22.56071259,9.14473266,1.106247228,21.50280822,8.977654327,33.05528464,31.75919631,65.39544724
"Ames24747",1.442373746,27.97976955,8.088294048,1.109606276,20.92479159,7.262750856,37.70450234,29.87872831,68.42417819
"Ames24748",1.541631078,28.37153992,13.18921729,0.601308936,40.83601636,14.81466216,42.89985221,56.19183835,99.48900966
"Ames24749",0.404505586,9.111463562,6.979406712,1.595771776,50.55268365,6.356550413,16.35344124,58.51523642,75.14565706
"Ames24750",0.585985314,11.80108725,6.070621043,0.814475211,28.50517655,4.684604423,18.46939336,34.32973803,53.03957805
"Ames24751",0.886607824,24.58379608,4.472490421,5.584690135,67.54784982,3.105457558,30.16680248,76.79989843,107.1466037
"Ames24752",4.001137795,51.60665668,5.739554808,0.787073874,32.19097631,2.078502744,61.34561201,34.99992855,96.96992062
"Ames24989",0.660278522,22.78454293,5.986033712,2.772203012,37.07072565,4.263445199,29.56054158,44.78880668,74.53185954
"Ames25219",3.270641027,41.15184424,4.499030422,8.540485489,112.8467533,5.702960451,49.02811319,127.4832294,176.8998553
"Ames25220",1.544809684,29.37766673,6.371169948,2.207111737,61.58760613,5.61088474,37.49347474,69.55857496,107.8307616
"Ames25221",2.297756049,35.81624332,11.40971092,3.641078633,60.0754896,9.321448328,49.78245534,73.29953704,123.7569239
"Ames2523",0.337175113,11.29664603,7.498645089,1.382947346,48.79368821,5.90381653,19.27426641,56.3501512,76.6310878
"Ames25372",0.501521894,15.11057002,10.01567428,1.973051987,39.96122697,4.409586399,25.3222933,46.49684336,72.10772927
"Ames25373",0.31367468,8.385661307,10.42105449,2.015003849,47.10950207,8.891545792,19.12229888,58.04708075,76.96876925
"Ames25374",1.390886552,11.18918753,8.118891919,1.972623608,36.70521895,5.045324933,20.99012587,43.71287982,65.10814935
"Ames25559",1.017127635,6.359838286,4.12852609,0.165014678,17.44231469,0.215647217,11.6464153,17.76666246,29.82023642
"Ames26021",0.302717488,16.77049066,6.94146458,0.315008001,6.89041784,4.124411369,24.02266358,11.3347443,36.20569619
"Ames26022",0.429970834,14.98871672,4.667492203,0.807097598,34.4634128,2.703942522,20.45372751,38.45847654,58.97168549
"Ames26028",0.891495662,17.4470552,14.88768773,1.270228831,33.20628867,22.52311671,33.39442224,56.82302744,90.56412206
"Ames26114",0.723157728,23.88614096,NA,1.195033186,55.17903248,NA,40.46811223,68.52166902,109.0390333
"Ames26115",1.306944444,34.24341788,8.23709392,2.544664573,50.52023843,3.806161843,43.78731235,56.91803915,101.4276491
"Ames26116",0.69185056,23.80746646,8.824528421,1.52513467,47.66234441,3.29369572,33.49697142,52.50907154,86.12961748
"Ames26118",1.024796614,50.02878768,12.33843947,1.711979604,68.31931191,3.215362119,65.21048607,73.35858451,138.339305
"Ames26119",1.632446352,26.72132352,11.34738903,0.380809355,14.29940773,10.77154843,40.06250048,25.68167872,66.12923793
"Ames26120",0.225817469,1.176083973,1.145584988,1.519718543,47.77080182,4.235981799,4.318493381,53.43484536,57.97385178
"Ames26121",0.222405122,6.102643813,4.445751094,2.324955216,47.7229538,7.542434988,11.40520216,57.49833604,68.8868725
"Ames26122",0.188667677,6.481385079,4.791034671,2.309871756,53.76931193,11.34792012,11.72556308,67.68892643,79.1576635
"Ames26123",0.271115142,6.663150614,8.246410046,3.399907159,72.88060563,8.40078946,15.47873599,84.9176563,100.0997622
"Ames26124",8.085720655,47.6172057,10.68659645,2.341754864,73.72015671,8.013292935,66.36233336,83.96025521,150.9993182
"Ames26125",0.49345976,16.31668887,8.374234075,1.878272941,49.06922989,5.076252038,25.37131956,56.38812897,81.33411023
"Ames26126",0.722994241,11.07812662,6.774300635,5.209733635,79.88374429,7.081971315,18.5695772,92.12495781,110.2956853
"Ames26127",0.734088523,32.64427852,9.613563872,3.04862527,69.40967554,1.57470755,42.80757216,74.09945348,117.3695051
"Ames26128",0.669692668,15.4650101,5.37670446,1.667170353,69.90545588,6.028953281,21.72445667,78.06124295,100.3098218
"Ames26129",1.091775898,20.09568344,4.281259257,1.5493964,54.26712585,2.844005906,25.95078165,59.01246234,84.47389014
"Ames26130",0.598054268,36.00764498,4.931491867,1.068975494,30.90095023,1.012622188,42.80393821,32.95215779,75.33013973
"Ames26131",0.659640233,33.33734303,5.607873381,1.272360474,34.75381114,2.172522314,39.75002408,38.20699542,77.98504423
"Ames26133",0.055999091,7.855032202,10.26366645,0.882306163,40.82708898,10.17246156,18.12828659,51.78047096,70.33733236
"Ames26134",0.323921358,7.229156304,3.68530082,1.097764615,33.53469644,4.494830877,11.2020358,39.29872043,51.19368174
"Ames26135",1.186232177,10.15881509,6.197262084,1.378769889,48.87336105,4.389286922,17.28311742,54.39852033,72.24697631
"Ames26136",4.66507617,48.92910784,7.21610314,0.982788437,25.48017025,0.941687448,60.75890018,27.4312057,88.25875042
"Ames26137",0.957262711,11.07788596,13.36687403,1.666008212,34.27649724,9.976048192,27.93133258,46.08956512,73.99830883
"Ames26138",0.412592299,13.91592181,7.41597099,2.733273691,90.98178493,1.577914958,21.82063991,95.53435511,117.6025945
"Ames26604",0.374946725,13.21343626,3.652156784,5.273876444,100.0456753,2.899672594,16.89864366,108.2087245,125.9525338
"Ames26741",0.177280376,11.74763489,5.202473374,1.837684973,92.39640986,0.974889993,17.00736189,95.26257276,112.8780199
"Ames26742",1.933893196,56.29250339,7.319918477,1.375581529,47.26197903,1.869746364,65.71305305,50.75658663,117.027383
"Ames26743",0.074174416,6.015302062,3.423263721,4.357307647,97.79204474,2.31756051,9.485559515,104.3726642,114.7021408
"Ames26744",1.680367335,38.6960312,8.937345651,2.82407303,70.64820289,9.223438602,49.02707772,82.61678004,132.90523
"Ames26745",0.125313005,4.911015669,3.689867093,0.798755993,30.70178056,2.585672192,9.616319967,34.20918879,43.65163372
"Ames26746",0.804001359,12.65479045,11.99563984,1.736069423,62.86527743,12.41096162,25.57251868,77.35932224,103.2618907
"Ames26747",0.418367497,13.34951029,6.333603948,4.840547575,62.15898701,3.11388863,20.25316679,70.99640784,91.98740607
"Ames26748",0.424817868,12.0010937,6.731412503,1.36972355,45.27581651,0.324034394,18.93866453,47.45614917,67.15557952
"Ames26749",0.277972408,4.513013707,3.183524715,0.396080395,101.1870107,1.863967921,8.302322984,103.5472236,111.4496046
"Ames26750",0.489292413,7.926704839,12.18499089,1.359792223,40.16094421,20.22502978,20.7951099,61.90688908,83.12641998
"Ames26751",0.289361541,12.06338017,7.429089087,2.036400893,50.06288383,3.796329781,19.78144111,55.94039957,76.76278349
"Ames26752",0.339958057,21.75002644,8.48998646,0.625657047,20.78161333,5.321178406,30.69992926,26.62992034,57.01528665
"Ames26753",0.403006331,19.17113555,6.974072365,0.303953447,16.1576277,6.018657685,26.6265687,22.78338036,49.77866819
"Ames26754",0.319916113,3.054658734,8.715328347,2.089696004,50.12765665,11.2744562,12.05537065,63.59918948,75.74377003
"Ames26755",0.644565448,14.62846442,5.066784667,0.223175719,14.16752789,1.081472058,20.16480227,15.80285764,37.20405082
"Ames26756",0.302222003,6.194269692,5.114930325,1.451320705,78.32510932,5.807572107,12.1071815,85.58758084,97.96581266
"Ames26757",0.825088962,24.30301103,9.459956551,1.409543031,39.05293737,4.787219745,34.55603857,45.25498225,80.28995116
"Ames26758",0.222488698,6.01577089,7.987830334,0.470444026,25.26574285,7.296611186,14.38396649,33.11141036,48.36582049
"Ames26770",2.204690256,14.71991938,5.266776743,2.469204174,84.69076802,2.91348585,22.08829801,90.11056595,112.7387578
"Ames26771",1.046579703,23.57912818,6.618687716,0.619740535,25.82411939,2.104755436,31.42562586,28.66832578,61.22967683
"Ames26772",0.85268133,8.645143067,5.697405381,4.203160478,67.59931908,0.260878119,15.80991012,72.03699026,88.48379584
"Ames26773",0.378600717,13.76977245,10.15711945,0.857987164,32.66892205,18.78749293,24.45042205,52.43919742,76.88044332
"Ames26774",0.702288028,25.60575154,19.32110783,3.123488992,68.27902336,11.95578732,45.8942117,83.50626036,129.5595385
"Ames26775",0.528902277,10.9075556,6.942412319,0.696974955,20.00136275,2.107171449,18.80874361,23.54571603,42.73672031
"Ames26776",0.765069627,NA,9.797067418,1.526828825,25.89489581,NA,NA,40.05708042,75.95450154
"Ames26777",0.697128633,16.89173774,8.676999454,0.782994923,44.28481552,3.929492936,26.28629209,49.05554661,75.78906628
"Ames26778",1.380008069,12.7205863,14.70088403,0.099993012,12.61721711,21.77151973,30.87087564,34.7017866,65.55980402
"Ames26779",1.202318289,26.34156856,12.15901104,0.284212476,2.334895586,5.1531133,39.66918424,7.661397318,48.21416429
"Ames26780",0.114190053,3.96224606,8.823430935,0.369920555,13.42579954,5.168841592,12.91606009,19.27419336,32.52820413
"Ames26781",0.225341541,3.919023508,8.9614379,0.476173579,15.23069505,5.251198314,13.22800762,21.08230046,34.99290067
"Ames26782",0.200704109,18.08004343,4.319938482,4.153435242,67.75399136,3.888487653,22.88575587,75.79321685,99.2728638
"Ames26783",0.756454307,13.31669291,5.445029983,0.57354071,19.04349143,1.22552433,19.74557437,21.35872133,41.07251242
"Ames26784",1.475359491,20.00924976,9.066898587,0.324004719,18.71122909,0.487128451,30.69007933,19.35671275,50.08889364
"Ames26785",0.58540933,22.1039833,7.91423429,1.478582126,59.31349374,0.032675043,30.36886815,61.2588774,91.61513719
"Ames26786",0.933706703,16.20772973,8.466902049,2.215430447,63.04972933,0.569740302,25.28545515,66.06777602,91.75996686
"Ames26787",3.178204557,48.44272915,10.60797109,4.002417053,106.8613079,0.485630537,63.07084187,111.3092153,174.9638563
"Ames26788",1.881543015,39.24295621,2.806631925,14.32468929,113.8186753,3.894106617,44.13150719,131.9928093,176.0298448
"Ames26789",1.357089497,36.67184079,3.626732612,1.993043051,30.94827349,3.822569278,41.49834974,36.71906419,78.60232273
"Ames26791",0.192800951,1.471624614,7.21142474,2.583602534,45.09074341,9.779657903,8.871197289,57.52677209,67.01704807
"Ames26793",0.53525608,9.284966026,9.634593163,0.657684807,21.09322074,5.6696756,19.16677905,27.3677434,47.09778893
"Ames26794",1.196972464,10.99752924,6.469896664,0.443884821,26.00332988,1.195625154,18.75319486,27.79066111,47.17939008
"Ames26795",0.72473159,25.79171642,8.986745381,1.445770673,53.97746078,4.38903428,35.35277479,59.92902775,96.23618583
"Ames26796",0.354986847,5.63232367,7.964894266,0.202409293,21.89148248,10.46590102,13.97844452,31.90641722,47.33751953
"Ames26797",0.780300952,7.045050596,11.92814993,1.814864292,36.17914108,13.82627317,19.50376771,51.5479847,71.9801566
"Ames26798",0.633547324,12.916608,3.348827084,1.655499325,81.41112671,4.552361795,17.52996133,87.7103923,105.0208879
"Ames26800",0.45187842,13.97949679,7.784899702,0.46323543,15.97753928,5.910207112,22.07325833,22.14085632,45.42264043
"Ames26801",0.520470098,9.478383975,7.424395272,1.523544295,42.7896102,10.11118786,17.74581012,54.63951488,72.98288062
"Ames26802",1.103752092,12.92771432,9.199710088,1.645199141,41.21257798,8.556822776,23.35212009,51.72426999,75.76651346
"Ames26803",1.397576953,6.610218449,6.318254786,1.042583444,36.65198139,1.248739888,14.41356618,38.78220425,53.65714703
"Ames26804",3.418475859,12.9384033,3.796555983,1.183348614,26.95963704,4.525897066,20.33869516,32.76456655,53.74698821
"Ames26805",0.449421907,42.60807059,6.966117381,0.750146929,51.77525599,4.430037808,49.87861149,57.06543858,108.1568061
"Ames26806",0.343197742,12.08447179,6.590286715,1.098361647,44.65208336,10.20080752,19.20892009,56.06342893,76.18828173
"Ames26808",0.821108442,5.489112988,12.81539574,3.939212612,60.49009362,12.02390763,18.51346755,76.70501144,95.80551875
"Ames26909",0.467119232,12.82454328,4.002086977,0.236031814,8.144049594,2.975222444,17.44924643,11.43804017,28.9046166
"Ames27018",0.896425745,17.79400739,9.40121227,0.794686356,40.7067564,0.517652593,28.27129393,41.75454603,70.4070626
"Ames27019",0.592568875,13.05054073,9.536117432,0.358623296,29.33783535,9.243006369,23.49011388,39.46651497,63.68479848
"Ames27020",0.231358517,8.654054177,9.993132669,0.390174336,34.38641883,11.61670792,17.63651589,46.50102627,64.3086293
"Ames27021",1.298843021,9.635693394,11.13655831,0.108538587,14.13548803,9.565255997,22.26380636,24.12210867,46.8737683
"Ames27024",0.373094054,10.48414525,5.11860336,2.221846775,41.98914578,1.021322663,15.97224238,45.02603683,62.2099395
"Ames27025",0.563697357,10.40072706,4.496878394,2.256767183,44.0270929,1.799130483,15.49387218,47.81269767,64.10670584
"Ames27026",0.084829486,-1.792034726,4.672369795,0.22842545,24.267436,10.7213972,2.978058118,34.60600288,38.6207034
"Ames27029",1.303670251,33.66608829,11.17373154,0.548332217,33.27646457,5.456469818,46.09208502,39.00396907,86.01646531
"Ames27031",1.036254047,39.75624952,10.58727271,-0.159402077,3.642306753,4.28984067,51.35189554,7.948269754,59.54021005
"Ames27032",0.837134433,26.02493147,9.228917334,1.950142121,61.01600158,2.463968815,36.11662651,65.79466471,102.7488457
"Ames27034",0.173195145,2.046492778,8.628255053,1.002703713,44.52484622,8.449316723,11.05874006,53.84950662,65.6232137
"Ames27036",0.87483903,22.48361175,6.028294342,0.669301816,32.81968127,2.738464383,29.71207726,36.51544676,66.74128582
"Ames27037",0.864818908,25.15477602,9.346566905,0.297243651,26.46042671,2.10066252,35.41962392,28.59254385,64.59648476
"Ames27038",1.409843208,21.6084038,11.18545911,0.776464678,27.69160198,3.97641233,34.26151511,32.16193371,66.99704983
"Ames27039",0.179170329,5.928716865,5.950135356,1.378961897,36.06030236,8.8988024,12.00714655,45.93756382,58.47564262
"Ames27040",1.78889216,27.32441757,11.75775292,1.893962149,45.84376405,11.53145387,41.12593482,59.27283821,100.8535877
"Ames27041",0.242015275,10.28576425,6.350771698,0.712393915,38.2784262,4.157186682,16.13346476,42.79006563,59.1367913
"Ames27042",1.758916699,34.47727239,9.68857839,1.770254173,39.30209394,6.675677999,46.19155455,47.53746811,94.08960022
"Ames27043",0.788824695,24.19957296,3.884133161,0.34500276,34.96948588,1.940087956,28.83050832,37.34555431,66.92666851
"Ames27044",1.216144548,21.41216939,4.805061147,2.64384393,66.91260441,4.884069441,27.59029634,74.73403818,102.7104217
"Ames27045",1.637348545,27.37813274,4.642548545,2.983149662,66.42595476,11.86784033,33.37501731,81.10691807,115.5302168
"Ames27046",0.877608223,31.29175965,9.338979118,0.803047332,53.70803327,6.166261895,40.79245963,60.74967604,101.7992358
"Ames27048",0.345584367,13.74585627,5.32994781,3.532806882,57.04493691,5.035684227,19.40194272,65.64803269,85.67885711
"Ames27049",NA,50.37285442,8.416048855,1.63477462,31.01205988,8.349184072,65.76730055,40.85961834,107.11053
"Ames27050",1.235169031,14.46474371,2.55981395,4.217697925,36.41836709,3.814266049,18.36867773,44.11324513,62.67723777
"Ames27051",0.280115634,4.650468958,8.493301064,0.181857023,12.30460874,20.15012313,13.68854718,32.92023689,47.24077675
"Ames27052",0.473694688,14.16249334,1.048331864,0.271887385,25.07952687,0.256523959,13.21647835,26.21662884,40.3099406
"Ames27053",0.61502203,12.81966252,4.604826223,0.936889294,35.10152697,5.890791426,17.43460108,42.41207695,60.42229427
"Ames27057",0.621996342,14.77019458,5.365090675,1.548145194,56.11976797,6.167431935,20.64301267,63.6265805,84.85135451
"Ames27064",0.118405373,2.632043247,6.472540975,0.484890641,30.60002164,18.25328282,9.475816672,49.17232911,58.38807788
"Ames27065",1.806723202,41.75745815,10.28221472,5.362403765,43.84468688,4.657814906,53.75013622,54.21105273,108.4959847
"Ames27066",0.296004185,15.48623921,2.337600364,1.750696778,64.52206835,2.368162496,18.02609991,68.84414694,86.90354022
"Ames27067",0.736849824,19.37905217,9.494390247,0.875909968,36.61786195,2.953048598,29.56826974,40.53779823,70.91174596
"Ames27068",0.26189852,4.22206016,4.948334708,0.692206172,41.50445129,2.454980943,9.535460579,45.79438045,56.23176176
"Ames27069",0.695600632,32.88148244,11.15247412,3.306642643,52.18056749,10.27953591,45.14567704,65.86873288,110.9141924
"Ames27070",1.153471312,19.52934867,12.03008557,1.52825258,52.92433783,9.220764439,32.76099653,63.49407272,97.1695074
"Ames27081",0.504213118,16.31186244,9.80778375,0.277911907,17.5084586,8.438533544,26.82259952,26.30243133,52.95669074
"Ames27082",0.336371346,10.16450277,5.818991545,0.246804947,12.57455544,5.820610435,16.52315442,18.53973938,34.94015727
"Ames27083",0.353980908,12.2212045,5.353395468,0.392314685,21.3815873,6.48228204,18.15073378,28.23335604,46.58513561
"Ames27087",0.188384067,2.758719058,10.93285648,0.603814546,26.47304372,17.80054506,13.63156177,44.66127518,58.84917678
"Ames27096",0.382945726,10.31334782,4.360626312,0.48941235,21.17762276,1.838073862,15.21125601,23.66548889,38.85460784
"Ames27097",4.063709004,21.51453407,3.545848807,2.6061591,49.8152417,0.824197058,29.00431386,52.93709125,81.81358388
"Ames27098",1.891421212,15.65577971,6.920541195,0.860212456,19.77599411,5.673197571,24.49569309,26.1626932,50.7219026
"Ames27101",0.186873205,8.017704411,3.623894529,1.008787916,29.0338175,6.117608502,11.83317137,36.11147974,47.84701393
"Ames27104",1.104231002,18.15673749,8.111632757,0.497678267,18.67957934,3.431076617,27.44611028,22.538902,50.66460192
"Ames27105",0.387197756,3.386780176,5.753473701,0.289786676,16.95884572,5.274698127,9.498286679,22.6539388,32.73570383
"Ames27106",0.225386878,7.596467868,5.38235076,1.831935024,58.31875395,6.193786157,12.99307607,66.33231871,79.86283452
"Ames27107",1.091574418,16.86663675,4.096079229,3.06687843,36.32859644,3.544778744,22.21426397,43.02792683,65.75477903
"Ames27111",1.340861652,9.387276461,6.52566075,1.211219983,35.77398071,9.403233094,17.06256476,46.50156511,63.77423582
"Ames27112",0.974335097,40.47475221,4.258036967,0.530760668,28.29275554,7.343803549,45.21855088,36.12772086,82.20251827
"Ames27114",0.450591547,17.58074489,6.204226045,0.793208969,34.78863516,11.23668589,22.56400606,46.89636019,69.657592
"Ames27116",0.368111619,11.63683497,4.336706851,0.580092549,32.6565745,-0.318053936,16.54540347,32.93134047,49.28899507
"Ames27121",1.443752519,57.86108363,8.99257053,0.521576354,19.06098825,4.604231112,68.62422367,24.20410004,92.57090151
"Ames27122",0.338647872,12.11370048,10.66572526,0.536540726,27.73699397,8.94616713,23.00915295,37.40308719,60.74258006
"Ames27123",0.92931279,20.9744005,4.143694327,4.160656797,62.51174506,9.395152253,26.25078215,76.27391922,102.5181469
"Ames27130",0.593027938,26.38366942,9.603981721,1.243171619,33.6068849,3.251283654,36.8979993,38.38559323,75.44425993
"Ames27132",1.828967142,16.89018415,21.59587354,2.627800102,53.79731238,7.144321214,40.62377158,63.74670937,104.3390791
"Ames27133",0.11269425,9.374658948,7.233526908,0.643294674,29.43504757,1.314007674,16.94595035,31.53624406,48.21892341
"Ames27135",0.554307663,31.05961379,5.391247112,0.57282134,61.86506249,6.030032467,36.98102737,68.36122423,105.4317896
"Ames27136",0.656294328,18.67329235,12.47381901,0.446350691,16.94783578,18.26370029,31.94418068,35.66588107,67.77392699
"Ames27137",17.04634113,85.125673,8.736927271,0.891583333,38.64112217,1.01027064,111.0140159,40.63896767,151.7701866
"Ames27138",0.269771432,7.194176339,11.37460293,0.671529807,26.00576436,8.233732922,18.65595038,35.27372693,54.40026595
"Ames27140",0.607361403,9.202541312,9.390156723,1.290421051,37.56144373,10.78387489,19.30687778,49.68478439,69.3907404
"Ames27141",1.910287043,28.56971265,6.408728797,1.184872196,47.55204351,1.333977167,36.83912435,50.14122039,87.98514899
"Ames27142",1.714384594,31.4714977,11.83916071,2.353489625,39.63091845,8.498542747,45.24828251,51.29227317,97.43607825
"Ames27143",0.463454536,22.23188476,10.82132621,1.148692578,51.84910627,6.905308231,34.97517493,59.79174894,95.53219318
"Ames27144",0.953872344,25.84785927,19.16358816,0.278393536,10.5511346,15.14430675,45.96634968,25.99236453,71.64611879
"Ames27146",0.499326162,12.43633378,13.83594888,0.144122558,10.29294442,10.78060342,26.99376173,21.19484241,48.38964993
"Ames27147",0.933773084,27.08831075,12.67505734,0.271144667,13.09055023,6.578786747,41.11453698,20.09893443,61.42513152
"Ames27148",0.199906435,5.827440747,13.66377284,0.380751275,18.99214226,16.47469,22.18728979,35.83494341,58.28064618
"Ames27149",1.19104094,68.54397004,7.646412217,1.477537124,72.32226282,15.37464266,76.80810021,89.05136421,166.0406727
"Ames27150",0.566364331,39.63239561,9.793183306,1.464927858,61.33568735,12.31177087,49.7075357,75.09126356,125.3041067
"Ames27151",0.291857312,24.59287956,9.653086003,1.218753775,40.47484551,5.530924213,34.77141781,47.30752593,82.61036886
"Ames27152",0.4475882,44.08156681,7.682754721,1.077310198,47.4152054,8.517444764,52.12073823,57.12720793,109.9600497
"Ames27153",0.382747204,24.68433112,7.605274245,0.65712348,60.55092906,4.615479478,32.72921046,65.83794337,99.40681589
"Ames27154",1.758144226,32.68665424,5.779230074,7.002577925,71.26921726,7.461457523,38.61458726,85.60286332,124.5807339
"Ames27156",0.102418903,0.464800624,4.519916946,2.077499079,34.57900264,20.66726627,6.218403961,57.39973627,63.29767528
"Ames27158",0.273025958,22.75272265,7.754886438,1.252545395,76.46203466,8.799435634,30.99743517,86.43862419,117.4138368
"Ames27159",1.189123642,39.89937321,11.93151866,2.555963803,42.79897835,4.621694699,53.11539941,50.12141622,103.7407981
"Ames27160",0.872399552,22.41889326,7.392511546,3.574395009,40.98734169,6.131803105,30.81597961,50.87943931,81.73542987
"Ames27161",1.352065428,31.05058356,11.34587117,2.955944654,42.59397435,6.398362348,43.86497582,52.23393584,96.93254506
"Ames27162",0.126598563,1.817887416,3.728413766,5.293386296,49.31924405,4.709392056,5.880731759,59.24888808,65.0214534
"Ames27163",0.13322668,2.110344747,3.336855947,4.887948355,47.03932652,5.551108963,6.847695049,57.4510936,64.04576428
"Ames27166",0.268226964,10.57931162,13.96870022,0.167742582,1.111101954,10.02477041,24.93054021,11.30014331,36.25135476
"Ames27167",1.472328429,31.37585452,4.603056875,1.085939532,24.53500678,0.585146557,37.28985566,26.02683866,63.94232308
"Ames27168",0.354816926,6.159308442,3.956272869,0.76965019,22.18745371,4.104016515,11.01416336,27.18860358,37.87658138
"Ames27171",0.207386668,3.910493887,7.39597959,0.82319284,20.76503548,19.71983955,11.76279366,41.40919839,52.88554676
"Ames27174",0.678101231,28.08364939,12.07721307,0.287501599,20.4573323,9.987908208,40.8936659,30.47218746,71.88699021
"Ames27175",2.015842093,16.0825187,14.15638934,0.572242427,17.79421847,9.242752398,30.02427033,27.43299016,57.53114838
"Ames27177",3.210283002,26.29734699,7.912597016,1.128843491,37.09465044,2.184174023,37.47482921,40.38396227,79.06825765
"Ames27180",0.374533989,28.63667194,9.693877291,0.853420234,36.37220251,4.978530359,38.86628576,42.37294963,81.86550889
"Ames27181",0.168542185,0.342521849,4.262509414,1.987674226,30.61725996,16.17471996,4.664065465,48.89142219,53.55238947
