"Year","Tier","Range","Pass","Gen","Pedigree","Source"
2015,3,25,68,1344,"Seagull Seventeen","PI 600751"
2015,3,17,53,1087,"NC330","Ames 27161"
2015,3,29,57,1456,"89S4117","Ames 12818"
2015,2,28,10,236,"A652","Ames 23485"
2015,2,23,2,78,"S 65","PI 535921"
2015,3,12,39,923,"ND301","PI 550491"
2015,2,26,15,180,"W153R","NSL 30059"
2015,3,31,52,1510,"T IEH 84","PI 391663"
2015,2,40,3,588,"PHBA6","PI 559935"
2015,3,21,48,1204,"AD SA9","Ames 29009"
2015,2,39,15,570,"H108","Ames 26801"
2015,3,37,55,1696,"CML 103","Ames 27081"
2015,3,34,43,1594,"CI 91B","CIze 91"
2015,2,22,23,69,"CO106","Ames 27105"
2015,2,30,3,289,"PHJ89","PI 548798"
2015,3,5,38,709,"R-53-1 INBR.FR.YELPEARL","PI 340866"
2015,2,24,2,108,"W59E","Ames 22767"
2015,3,29,39,1439,"AusTRCF 306273","NSL 437959"
2015,3,29,38,1438,"AusTRCF 306242","NSL 437937"
2015,3,12,45,929,"B97","PI 564682"
2015,3,29,61,1459,"LH206","PI 538010"
2015,2,24,18,123,"A643","Ames 23478"
2015,3,30,50,1479,"AD Sg1501-4","Ames 29026"
2015,3,22,53,1239,"A622N","PI 406124"
2015,2,35,10,445,"AD 123 DS","Ames 28972"
2015,3,10,66,888,"PHR55","PI 548804"
2015,3,40,62,1795,"T234","Ames 27190"
2015,3,8,63,824,"OC3","PI 553056"
2015,3,33,56,1576,"Va14A","Ames 14114"
2015,3,37,46,1687,"R12","Ames 21095"
2015,2,28,2,228,"A260","Ames 23408"
2015,2,25,17,151,"WM13R","NSL 30070"
2015,2,32,1,347,"MS203","Ames 24739"
2015,2,33,24,398,"NY 476 (Neveh Yaar)","PI 200191"
2015,3,33,59,1579,"NC278A","Ames 28420"
2015,2,39,16,571,"H109","Ames 26802"
2015,3,32,40,1530,"AusTRCF 306357","NSL 438043"
2015,3,12,66,948,"IDS69","Ames 24576"
2015,3,8,49,810,"N510","PI 594059"
2015,2,32,28,372,"NO. 1019 INBRED","PI 303926"
2015,3,12,41,925,"PHG86","PI 601442"
2015,3,17,47,1083,"H27w","Ames 26779"
2015,3,37,59,1700,"Tzi 24","PI 506254"
2015,3,7,61,791,"Mo43","Ames 28938"
2015,3,18,48,1114,"AusTRCF 306336","NSL 438022"
2015,2,40,24,609,"FBLA","PI 546482"
2015,3,25,65,1341,"N535","PI 594081"
2015,3,34,45,1596,"CML 333","Ames 27101"
2015,3,8,38,800,"R113","NSL 30883"
2015,2,32,30,374,"MS116","Ames 24729"
2015,3,22,67,1253,"H21W","Ames 20136"
2015,3,25,58,1334,"AR276","PI 561533"
2015,2,40,16,601,"CHI-503","PI 391667"
2015,3,17,39,1075,"A637","Ames 23475"
2015,2,32,23,367,"A653","Ames 23486"
2015,3,27,46,1385,"DE2","PI 606330"
2015,3,9,54,846,"LH119","PI 600954"
2015,3,20,49,1175,"AD SA13","Ames 29013"
2015,2,34,29,433,"CR1HT","PI 601080"
2015,3,18,58,1122,"N217","PI 596356"
2015,2,38,17,541,"CH732-12","Ames 27019"
2015,3,27,53,1392,"GE129","Ames 10256"
2015,3,40,51,1784,"SC 212M","NSL 53086"
2015,3,28,46,1416,"AD Sg1501-6","Ames 29028"
2015,3,38,51,1724,"PHB47","PI 601009"
2015,2,24,7,112,"S 125","PI 535927"
2015,3,13,63,975,"W 3607","Ames 22052"
2015,2,32,32,376,"MS201","Ames 24738"
2015,3,16,68,1072,"HY2","NSL 30864"
2015,3,3,38,647,"NS501","PI 601583"
2015,3,23,43,1261,"CI 82B","Ames 26135"
2015,3,26,43,1351,"W8555","PI 601729"
2015,3,10,67,889,"PHR58","PI 548805"
2015,3,28,61,1429,"R192","NSL 30898"
2015,3,17,64,1098,"CI 81B","CIze 81"
2015,2,33,11,387,"ND250","PI 550531"
2015,3,35,46,1627,"K11","NSL 22631"
2015,3,11,52,905,"N516","PI 594065"
2015,3,13,40,954,"MBPM","PI 601440"
2015,3,16,43,1048,"WXB6","Ames 26745"
2015,2,29,8,264,"A649","Ames 23482"
2015,3,9,39,831,"PHT69","PI 559949"
2015,2,28,25,249,"CM234","Ames 27037"
2015,3,5,43,714,"A632","PI 587140"
2015,2,35,24,458,"A312","Ames 23420"
2015,3,9,40,832,"NYLB31","PI 561695"
2015,2,25,20,154,"ND255","NSL 32722"
2015,2,36,31,495,"4F-182 BS 11","PI 198889"
2015,3,9,52,844,"MS221","Ames 24746"
2015,3,22,57,1243,"58801 Inbred Mo17","PI 648430"
2015,2,38,24,548,"58611 Inbred A632","PI 648423"
2015,3,23,46,1264,"LP1 NR HT","PI 600729"
2015,3,39,38,1742,"Mo9W","PI 558526"
2015,3,3,61,670,"A681","Ames 23504"
2015,3,15,64,1037,"N199","PI 568158"
2015,3,39,49,1752,"CML 322","Ames 27096"
2015,3,29,54,1453,"NO. 1068 INBRED","PI 303932"
2015,2,36,13,479,"AD 188L","Ames 28985"
2015,3,20,51,1177,"AD Sg1501-2","Ames 29024"
2015,2,25,11,145,"CO255","Ames 27107"
2015,3,16,44,1049,"WXHy","Ames 26746"
2015,3,31,48,1506,"AD SA11","Ames 29011"
2015,3,18,46,1112,"AusTRCF 306278","NSL 437964"
2015,3,20,63,1187,"H49","Ames 26787"
2015,2,23,15,90,"G3 T5","PI 340817"
2015,3,4,61,700,"AusTRCF 305849","NSL 437923"
2015,3,31,55,1513,"CI 28A","CIze 28"
2015,3,30,52,1481,"NC89","Ames 30864"
2015,2,38,1,527,"A627","Ames 23463"
2015,2,20,4,4,"SA24","Ames 27188"
2015,3,41,56,1811,"AusTRCF 305803","NSL 437879"
2015,2,32,19,364,"A238","NSL 81595"
2015,3,15,51,1024,"740","PI 601489"
2015,3,11,39,893,"AD SA7","Ames 29007"
2015,3,36,62,1674,"B79","PI 608766"
2015,3,24,59,1305,"AusTRCF 306257","NSL 437946"
2015,3,27,48,1387,"TZEEI 6","PI 641256"
2015,3,22,56,1242,"Pa877","PI 517972"
2015,3,34,66,1616,"INBRED 378","PI 186182"
2015,3,17,37,1073,"Wf9","Ames 19293"
2015,2,26,25,189,"ND266","PI 548794"
2015,3,23,42,1260,"Va99","Ames 24989"
2015,3,13,65,977,"R924","NSL 30913"
2015,2,33,12,1,"B73","14SJMY:Breed:0001"
2015,3,11,48,901,"SG 18","NSL 75979"
2015,3,30,58,1487,"CI 49A","CIze 49"
2015,3,22,48,1235,"TN 53-1-2","PI 303943"
2015,2,27,15,210,"S 22","PI 535914"
2015,3,34,50,1601,"Mo308ae","NSL 67793"
2015,3,40,45,1778,"Tx71","Ames 22760"
2015,3,34,53,1604,"NC314","Ames 27153"
2015,3,38,52,1725,"SX-6-10 (Tetraploid)","PI 601329"
2015,2,22,31,75,"ND230","NSL 32728"
2015,3,18,54,1119,"R-17 INBR.FR.SUPERGOLD","PI 340853"
2015,3,21,39,1195,"R4","Ames 27187"
2015,3,20,65,1189,"R196","NSL 30901"
2015,3,25,37,1315,"AD Sg1501-3","Ames 29025"
2015,3,26,53,1361,"Mo7","PI 558516"
2015,2,33,22,396,"AusTRCF 305833","NSL 437907"
2015,2,40,4,589,"NYRD4058","PI 561694"
2015,3,36,47,1659,"LH128","PI 547086"
2015,3,7,64,794,"Oh40B","NSL 28966"
2015,3,12,46,930,"B100","PI 584529"
2015,3,34,65,1615,"AusTRCF 306353","NSL 438039"
2015,2,38,13,537,"PHG47","PI 601318"
2015,3,21,66,1221,"PHWG5","PI 559954"
2015,3,36,46,1658,"6F629","PI 546483"
2015,3,29,66,1464,"WXK64","Ames 26752"
2015,3,24,62,1308,"Mo510W","Ames 28944"
2015,2,37,16,511,"BR-15 DENT STERILE","PI 340845"
2015,2,32,14,360,"A548","Ames 23449"
2015,2,23,30,104,"ND264","PI 522252"
2015,2,33,18,392,"OC9","PI 553062"
2015,2,26,17,182,"S 63","PI 535920"
2015,3,24,65,1311,"INBRED 141","PI 186199"
2015,3,9,49,841,"MS4","Ames 24705"
2015,3,32,43,1533,"Sg 1533","PI 587132"
2015,3,32,56,1546,"R225","PI 531509"
2015,3,37,65,1706,"T115","PI 550517"
2015,2,27,10,206,"2FACC","PI 601808"
2015,3,32,64,1553,"T101","PI 550515"
2015,3,27,44,1383,"AD SA8","Ames 29008"
2015,3,29,58,1457,"89S4154","Ames 12822"
2015,2,26,32,196,"FV181","PI 257514"
2015,2,37,10,505,"N520","PI 594069"
2015,3,37,48,1689,"A624","Ames 23460"
2015,3,7,57,787,"LH127","PI 538007"
2015,3,6,60,761,"Mo402","Ames 28361"
2015,3,23,47,1265,"PHW17","PI 601362"
2015,3,19,41,1137,"B77","PI 608765"
2015,3,19,39,1135,"DE811","PI 550558"
2015,3,39,37,1741,"Mo15W","PI 558518"
2015,3,36,42,1654,"NC248","Ames 12740"
2015,3,13,47,960,"PHJ70","PI 601775"
2015,3,34,57,1608,"AusTRCF 306274","NSL 437960"
2015,3,15,58,1031,"B75","PI 608774"
2015,3,32,52,1542,"SC84E","Ames 10271"
2015,2,41,16,624,"PHG71","PI 601150"
2015,3,30,61,1489,"CI 28","Ames 26121"
2015,3,16,60,1064,"Mo37","Ames 28935"
2015,3,21,65,1220,"NC250","PI 550555"
2015,2,23,21,96,"U 123","PI 369446"
2015,3,21,50,1206,"R-28","PI 340862"
2015,3,18,62,1126,"LH191","PI 539925"
2015,3,6,47,748,"87916W","PI 601563"
2015,2,29,25,279,"4580 INBRED","PI 415087"
2015,3,18,66,1130,"LH65","PI 601494"
2015,3,29,65,1463,"WX187-2","Ames 26741"
2015,3,31,67,1525,"H111","PI 550527"
2015,3,9,44,836,"Va59","Ames 19016"
2015,3,33,67,1587,"CML 325","Ames 30855"
2015,3,22,58,1244,"89S4190","Ames 12824"
2015,3,24,60,1306,"AusTRCF 306280","NSL 437966"
2015,2,31,15,331,"L 127","PI 601726"
2015,3,18,61,1125,"LH190","PI 539922"
2015,3,28,54,1423,"Oh7B","NSL 22629"
2015,3,36,67,1677,"CI 86B","CIze 86"
2015,3,20,39,1165,"N522","PI 604605"
2015,3,36,51,1663,"CI 70","Ames 26131"
2015,3,27,45,1384,"PHW43","PI 601792"
2015,3,19,53,1148,"N526","PI 594074"
2015,2,25,31,165,"MS206","Ames 24741"
2015,3,20,58,1182,"R221","NSL 29317"
2015,3,39,51,1754,"I137TN","Ames 27116"
2015,2,39,2,558,"ND408","NSL 32734"
2015,3,13,53,966,"Yong 28","Ames 2333"
2015,3,6,38,740,"88069","PI 550918"
2015,3,13,50,963,"AD 316 DS","Ames 28977"
2015,3,22,42,1229,"N503","PI 594052"
2015,3,9,67,858,"NC284","Ames 28423"
2015,3,2,41,632,"L 139","PI 601728"
2015,3,19,63,1157,"FAPW","PI 600958"
2015,3,30,65,1493,"H118w","NSL 197106"
2015,2,23,23,98,"4564 INBRED","PI 415084"
2015,3,8,39,801,"R181B","NSL 30896"
2015,3,6,52,753,"Tr","Ames 26022"
2015,3,11,57,910,"N542","PI 594088"
2015,3,31,42,1502,"INBRED 2-687","PI 186215"
2015,3,12,51,935,"Tx714","PI 633840"
2015,2,34,12,417,"P51wx","Ames 22050"
2015,2,26,8,174,"CO255","Ames 27050"
2015,3,20,47,1173,"89S4157","Ames 12823"
2015,3,20,40,1166,"N527","PI 604606"
2015,3,8,55,816,"YE-CHI-HUNG","PI 391682"
2015,2,29,28,282,"S 90","PI 535923"
2015,3,11,38,892,"AD 363-1","Ames 28992"
2015,3,26,59,1366,"R35","Ames 21096"
2015,2,34,4,410,"L 135","PI 601727"
2015,3,24,51,1298,"A165","NSL 42877"
2015,2,33,2,378,"S 48","PI 369442"
2015,3,3,40,649,"H8431","PI 601610"
2015,2,22,7,53,"C3","Ames 26812"
2015,2,33,27,401,"FR19","PI 600772"
2015,3,7,38,770,"A633","Ames 23471"
2015,2,21,23,38,"A344","Ames 23425"
2015,3,7,63,793,"AD 347 DS-1","Ames 28996"
2015,3,38,49,1722,"N537","PI 594083"
2015,3,34,38,1590,"H29w","Ames 26781"
2015,3,39,42,1745,"Ab28A","Ames 18999"
2015,2,41,23,627,"LP5","PI 601378"
2015,3,37,60,1701,"Tzi 25","PI 506255"
2015,3,26,61,1368,"Pa91","PI 587147"
2015,3,14,68,1010,"N502","PI 594051"
2015,3,34,41,1593,"CI90A","CIze 90"
2015,2,38,22,546,"4N506","PI 601745"
2015,3,8,43,804,"ML606","PI 583774"
2015,3,32,65,1554,"CI 28C","Ames 26123"
2015,3,13,56,969,"89S4125","Ames 12819"
2015,3,27,42,1381,"Mo506W","Ames 28942"
2015,2,36,21,487,"AD SA18","Ames 29018"
2015,3,38,39,1712,"K155","NSL 22634"
2015,2,38,2,528,"A671","Ames 23495"
2015,3,15,62,1035,"H110","PI 550526"
2015,2,33,16,390,"C 14","NSL 42874"
2015,3,39,61,1764,"TZEI 11","PI 641071"
2015,3,36,53,1665,"AR250","PI 561526"
2015,3,7,66,796,"OC8","PI 553061"
2015,2,25,32,166,"MS1334","Ames 24752"
2015,3,28,53,1422,"K47","NSL 22628"
2015,3,30,37,1467,"Mo11","PI 558527"
2015,3,25,50,1327,"PHW51","PI 543849"
2015,2,36,16,482,"AD 11 DS","Ames 28990"
2015,2,30,12,298,"LH149","PI 601493"
2015,2,36,7,473,"AD 147 DS","Ames 28970"
2015,3,14,45,989,"NC328","Ames 27160"
2015,3,5,37,708,"B-28","PI 340860"
2015,3,8,44,805,"A554","PI 587138"
2015,2,26,26,190,"29MIBZ2","PI 548830"
2015,3,29,52,1451,"T270","PI 631444"
2015,2,39,31,585,"B41","NSL 30046"
2015,2,29,22,276,"MS153","Ames 24734"
2015,3,5,55,726,"B88","PI 550556"
2015,2,23,26,101,"38-11R PARENT HB 19 INB","Ames 2523"
2015,2,39,24,579,"AD 230 DS","Ames 28979"
2015,3,34,39,1591,"H50","Ames 26788"
2015,3,29,42,1442,"CML 300","PI 595569"
2015,3,38,42,1715,"90176","PI 561604"
2015,3,15,49,1022,"NS701","PI 601417"
2015,3,31,40,1500,"CML 108","Ames 27082"
2015,3,32,53,1543,"TUO 229","PI 391676"
2015,3,40,55,1788,"NC312","Ames 27152"
2015,2,31,5,321,"OC2","PI 553055"
2015,2,27,22,1,"B73","14SJMY:Breed:0001"
2015,2,23,32,106,"S 56","PI 535906"
2015,3,10,57,879,"R-22 INBR.FR.SUPERGOLD","PI 340859"
2015,3,17,62,1096,"AD 440 DS-2","Ames 29000"
2015,3,27,64,1402,"CI 19","Ames 26119"
2015,3,34,46,1597,"H91","Ames 27114"
2015,2,25,6,142,"A204","Ames 23401"
2015,2,35,7,443,"Bei 10 = North 10","Ames 2332"
2015,2,37,15,510,"BR-1-1","PI 340835"
2015,3,4,51,690,"PHW30","PI 548808"
2015,2,40,10,595,"N507","PI 594056"
2015,3,35,44,1625,"T64S","PI 509046"
2015,3,10,52,874,"AusTRCF 306333","NSL 438019"
2015,3,16,46,1051,"764","PI 601374"
2015,2,28,21,1,"B73","14SJMY:Breed:0001"
2015,3,21,51,1207,"R-PAH-1 IN.FR.TOM-THUMB","PI 340869"
2015,3,5,51,722,"A665","PI 607525"
2015,3,17,67,1101,"B69","PI 550456"
2015,3,37,39,1681,"ABPl 3","Ames 10287"
2015,3,36,54,1666,"Mo24W","PI 587144"
2015,2,24,22,127,"ND240","PI 607519"
2015,2,29,2,258,"ND385","NSL 32731"
2015,3,28,49,1418,"INBRED 41-1781","PI 186223"
2015,3,27,65,1403,"INB 101LFY/LFY (A632 X M16 S5)","NSL 174429"
2015,3,20,60,1184,"R061","NSL 30871"
2015,2,35,32,466,"MS1","Ames 24704"
2015,2,39,9,564,"N72-3-1-1 INBRED","PI 221743"
2015,3,32,41,1531,"AR234","PI 561523"
2015,3,18,67,1131,"PHV63","PI 601500"
2015,3,3,59,668,"AusTRCF 305829","NSL 437903"
2015,3,40,47,1780,"CI 11B","Ames 26118"
2015,2,24,10,115,"A251","Ames 23406"
2015,3,3,43,652,"AD 187-1","Ames 28982"
2015,2,29,7,263,"A638","Ames 23476"
2015,2,34,30,434,"LH146Ht","PI 601402"
2015,3,9,68,859,"AD 233","Ames 28987"
2015,2,33,17,391,"N194","PI 550568"
2015,3,41,45,1804,"NC44","Ames 30862"
2015,3,20,56,1180,"Pa91HT3","Ames 25374"
2015,3,34,40,1592,"H51","Ames 26789"
2015,3,17,68,1102,"B14A","PI 550461"
2015,3,8,59,820,"PHZ51","PI 601322"
2015,2,41,7,619,"Ia5125","PI 587135"
2015,3,5,59,730,"89S4107","Ames 12816"
2015,3,31,58,1516,"T264","PI 542953"
2015,3,32,47,1537,"B-4541","PI 340838"
2015,3,12,38,922,"B57","PI 550472"
2015,3,39,45,1748,"Hi28","PI 593010"
2015,3,26,64,1371,"N529","PI 594076"
2015,3,12,58,942,"A635","Ames 19309"
2015,3,25,47,1325,"R904A","NSL 30906"
2015,3,12,55,939,"N530","PI 594077"
2015,2,27,4,200,"A654","PI 587141"
2015,3,13,46,959,"1538","PI 601658"
2015,3,7,62,792,"AD 188L DS","Ames 28994"
2015,3,23,67,1283,"AD SA1","Ames 29001"
2015,3,37,37,1679,"GE54","Ames 10254"
2015,3,18,53,1118,"CA-15-2 DENT STERILE","PI 340843"
2015,3,38,65,1738,"Yong 28 (br2)","Ames 2334"
2015,3,11,58,911,"N209","PI 595366"
2015,3,6,42,743,"MS76","Ames 24716"
2015,2,27,11,207,"East 028","Ames 2330"
2015,3,34,51,1602,"Mo311ae","NSL 67796"
2015,2,27,12,1,"B73","14SJMY:Breed:0001"
2015,2,35,20,455,"AD SA17","Ames 29017"
2015,3,28,37,1407,"H30w","Ames 26782"
2015,3,37,42,1683,"AusTRCF 305839","NSL 437913"
2015,2,31,13,329,"S8324","PI 601611"
2015,3,34,54,1605,"NC320","Ames 27156"
2015,3,19,45,1141,"HP301","PI 587131"
2015,3,13,42,956,"H121","Ames 26804"
2015,3,23,66,1282,"AD 363-2","Ames 28993"
2015,3,5,52,723,"B87","PI 608768"
2015,3,2,67,646,"CH753-4","Ames 27021"
2015,3,36,52,1664,"CI 74","Ames 26133"
2015,3,29,64,1462,"B64","PI 550440"
2015,3,14,59,1001,"Pa891","PI 531083"
2015,3,36,59,1671,"NC316","Ames 27154"
2015,3,18,40,1106,"R906","NSL 30907"
2015,3,32,49,1539,"T175","PI 638594"
2015,3,23,68,1284,"AD SA16","Ames 29016"
2015,3,10,60,882,"WU-TAN-TZAO","PI 391680"
2015,2,34,31,435,"LH85","PI 601405"
2015,2,22,13,59,"CL27","Ames 27029"
2015,3,4,48,687,"Oh56A","NSL 28967"
2015,2,24,15,120,"CM105","PI 587124"
2015,3,25,66,1342,"N536","PI 594082"
2015,2,32,31,375,"MS142","Ames 24733"
2015,3,17,55,1089,"NC362","Ames 27177"
2015,3,9,48,840,"N505","PI 594054"
2015,3,28,40,1410,"NC294","Ames 27143"
2015,2,21,22,37,"A155","Ames 23396"
2015,3,36,38,1650,"IA 88","PI 340878"
2015,2,38,15,539,"794","PI 601377"
2015,2,33,25,399,"N521","PI 594070"
2015,3,12,49,933,"PHW03","PI 601790"
2015,3,38,38,1711,"K201","NSL 22632"
2015,3,33,63,1583,"Pa91HT2","Ames 25373"
2015,3,14,56,999,"AD SA10","Ames 29010"
2015,2,22,19,65,"G6 T123","PI 340822"
2015,3,17,61,1095,"Mo512AW","Ames 28946"
2015,3,34,64,1614,"Mo30W","Ames 28930"
2015,2,41,32,1,"B73","14SJMY:Breed:0001"
2015,3,15,39,1013,"AusTRCF 305831","NSL 437905"
2015,2,21,19,34,"CO245","Ames 27048"
2015,2,31,26,340,"Oh51A","Ames 23922"
2015,3,22,44,1231,"N541","PI 594087"
2015,3,18,68,1132,"PHW65","PI 601501"
2015,2,40,17,602,"LH82","PI 601170"
2015,2,35,30,464,"A636","Ames 23474"
2015,3,17,57,1091,"4581 INBRED","PI 415088"
2015,3,24,40,1288,"IDS28","Ames 24575"
2015,2,28,26,250,"CO120","Ames 27040"
2015,2,33,14,388,"ND283","NSL 32738"
2015,3,40,52,1785,"SC 357","NSL 53094"
2015,3,27,66,1404,"H117","NSL 197105"
2015,3,10,50,872,"AusTRCF 306235","NSL 437930"
2015,3,13,49,962,"N7A Goodman-Buckler","Ames 28366"
2015,3,10,41,864,"5261","NSL 15405"
2015,3,19,47,1143,"N506","PI 594055"
2015,3,39,44,1747,"Tx29A","Ames 22759"
2015,2,30,30,314,"SD63","PI 538237"
2015,2,36,30,494,"792","NSL 243016"
2015,3,15,60,1033,"Tx114","PI 633839"
2015,3,8,41,803,"Mo47","PI 583352"
2015,3,15,67,1040,"VaW6","Ames 19000"
2015,2,21,31,46,"A673","Ames 23497"
2015,3,15,50,1023,"PB80","PI 601441"
2015,3,38,57,1730,"TZSTRI107","PI 639931"
2015,3,16,51,1056,"K148","Ames 27122"
2015,3,26,56,1,"B73","14SJMY:Breed:0001"
2015,3,15,38,1012,"AusTRCF 305822","NSL 437896"
2015,3,41,55,1810,"SC 357","NSL 68252"
2015,3,31,65,1523,"T224","PI 550520"
2015,3,25,48,1326,"R907","NSL 30908"
2015,3,38,44,1717,"R228","PI 592733"
2015,3,11,67,919,"78004","PI 601210"
2015,2,26,24,1,"B73","14SJMY:Breed:0001"
2015,3,24,43,1291,"W32","NSL 30071"
2015,3,38,46,1719,"AusTRCF 306352","NSL 438038"
2015,3,30,39,1469,"AR266","PI 561529"
2015,3,23,39,1257,"Oh603","PI 573098"
2015,3,33,64,1584,"MINN #5","Ames 26004"
2015,2,39,29,1,"B73","14SJMY:Breed:0001"
2015,3,14,67,1009,"B106","PI 594049"
2015,2,21,3,1,"B73","14SJMY:Breed:0001"
2015,3,41,38,1801,"Mo33W","Ames 28933"
2015,3,41,61,1812,"INBRED 379","PI 186183"
2015,2,29,1,257,"R53","NSL 30869"
2015,3,38,41,1714,"AR254","PI 561527"
2015,2,31,25,339,"A667","Ames 23491"
2015,3,21,68,1223,"Pa760","PI 560075"
2015,2,35,18,453,"AD SA3","Ames 29003"
2015,3,39,40,1743,"Mo14W","PI 558530"
2015,3,19,43,1139,"N551","PI 638549"
2015,3,41,46,1805,"CI 23","CIze 23"
2015,3,10,54,876,"CI 20","Ames 26120"
2015,3,9,41,833,"89S4127","Ames 12820"
2015,3,37,43,1684,"AusTRCF 306234","NSL 437929"
2015,3,33,65,1585,"Mo31W","Ames 28931"
2015,3,13,54,967,"Ye 4","Ames 2335"
2015,3,33,60,1580,"NC280","Ames 28421"
2015,3,14,53,996,"AD 347 DS-2","Ames 28997"
2015,3,15,61,1034,"B59","PI 550462"
2015,3,35,43,1624,"T62S","PI 509045"
2015,3,13,45,1,"B73","14SJMY:Breed:0001"
2015,3,24,67,1313,"A415-1-3 INBRED","PI 221773"
2015,2,34,10,1,"B73","14SJMY:Breed:0001"
2015,3,17,45,1081,"WXI205","Ames 26748"
2015,3,21,47,1203,"AD 440 DS-1","Ames 28999"
2015,2,39,10,565,"T141","PI 340827"
2015,2,29,14,1,"B73","14SJMY:Breed:0001"
2015,2,25,8,1,"B73","14SJMY:Breed:0001"
2015,3,10,38,861,"Yellow 3-4","Ames 2331"
2015,3,26,63,1370,"Hi25","PI 593007"
2015,3,40,61,1794,"NC370","Ames 27181"
2015,3,14,57,1000,"NC254","PI 511310"
2015,3,38,48,1721,"INBRED 305","PI 186226"
2015,3,4,47,686,"AD 370","Ames 29030"
2015,3,17,63,1097,"AD SA4","Ames 29004"
2015,3,21,41,1197,"AusTRCF 306282","NSL 437968"
2015,3,32,42,1532,"B101","PI 564852"
2015,2,36,26,1,"B73","14SJMY:Breed:0001"
2015,3,18,50,1,"B73","14SJMY:Breed:0001"
2015,3,40,39,1772,"SC144","Ames 10274"
2015,3,28,60,1428,"LH205","PI 537099"
2015,3,9,63,1,"B73","14SJMY:Breed:0001"
2015,3,24,57,1303,"AusTRCF 306239","NSL 437934"
2015,3,6,49,750,"MS222","Ames 24747"
2015,3,25,44,1322,"R226","PI 531510"
2015,3,26,45,1353,"LH193","PI 539927"
2015,3,29,59,1,"B73","14SJMY:Breed:0001"
2015,3,17,56,1090,"NC372","Ames 27182"
2015,3,29,50,1449,"DE1","PI 606329"
2015,3,40,66,1799,"IA DS 38-W","PI 340874"
2015,3,35,59,1640,"N515","PI 594064"
2015,3,39,62,1765,"Hi56","PI 641238"
2015,2,40,25,610,"IB02","PI 601457"
2015,2,34,21,1,"B73","14SJMY:Breed:0001"
2015,3,10,44,866,"Oh84","NSL 28968"
2015,2,28,18,244,"MS89","Ames 24722"
2015,3,40,46,1779,"CI 1","Ames 26114"
2015,3,34,60,1611,"AusTRCF 306304","NSL 437990"
2015,2,24,13,118,"ND304W","PI 550552"
2015,3,24,53,1300,"NC326","Ames 27159"
2015,3,37,38,1680,"GE335","Ames 10261"
2015,3,14,37,981,"CI 41","Ames 26129"
2015,3,11,65,917,"6103","PI 601159"
2015,2,33,15,389,"SD15","NSL 34374"
2015,3,19,44,1140,"N552","PI 638550"
2015,3,10,51,873,"AusTRCF 306258","NSL 437947"
2015,3,40,68,1,"B73","14SJMY:Breed:0001"
2015,3,37,40,1,"B73","14SJMY:Breed:0001"
2015,3,31,68,1526,"Mo10","PI 558517"
2015,2,35,9,1,"B73","14SJMY:Breed:0001"
2015,3,30,48,1477,"PHJ31","PI 601773"
2015,3,22,55,1241,"NC252","PI 511309"
2015,3,14,41,985,"AusTRCF 305835","NSL 437909"
2015,2,31,18,1,"B73","14SJMY:Breed:0001"
2015,2,34,16,421,"N193","PI 550567"
2015,3,35,58,1639,"Hi39","PI 593017"
2015,3,24,52,1299,"IA DS 61","NSL 75976"
2015,3,36,56,1668,"R230","PI 592735"
2015,3,26,46,1354,"NP86","PI 542715"
2015,3,20,53,1178,"H123","Ames 22753"
2015,2,40,32,616,"ICI 740","PI 559382"
2015,3,8,62,823,"HP62-02","PI 542776"
2015,3,35,57,1638,"N801w","PI 592741"
2015,3,14,42,986,"AusTRCF 306276","NSL 437962"
2015,2,30,17,1,"B73","14SJMY:Breed:0001"
2015,3,13,55,968,"Huanyao","Ames 2337"
2015,3,36,48,1660,"T171","PI 548783"
2015,3,39,55,1758,"Tx807","PI 619430"
2015,3,17,42,1078,"L 289","NSL 65872"
2015,3,21,46,1202,"Mo502W","Ames 28941"
2015,3,16,41,1046,"Pa91HT1","Ames 25372"
2015,3,22,40,1227,"AusTRCF 306244","NSL 437939"
2015,3,7,53,783,"WXL289","Ames 26753"
2015,3,33,40,1561,"AR204","PI 561516"
2015,3,35,56,1637,"AusTRCF 305823","NSL 437897"
2015,3,27,62,1400,"CI 540","Ames 26028"
2015,3,5,46,717,"W572","PI 520772"
2015,3,32,44,1534,"Mp712","PI 596629"
2015,3,3,41,650,"AD 238 DS","Ames 28978"
2015,2,36,14,480,"AD 402 DS","Ames 28986"
2015,3,15,37,1011,"AusTRCF 305817","NSL 437891"
2015,3,16,57,1,"B73","14SJMY:Breed:0001"
2015,3,26,44,1352,"PHP60","PI 601785"
2015,2,30,2,288,"NL001","PI 546485"
2015,2,35,23,1,"B73","14SJMY:Breed:0001"
2015,3,11,51,904,"N513","PI 594062"
2015,2,30,9,295,"F42","PI 601026"
2015,2,34,15,420,"N192","PI 550566"
2015,2,34,14,419,"N190","PI 550565"
2015,3,16,64,1068,"58614 B73 (Meth) Bc5S4","PI 648428"
2015,3,27,47,1386,"N7A","PI 607512"
2015,3,3,37,1,"B73","14SJMY:Breed:0001"
2015,3,4,63,702,"AusTRCF 306347","NSL 438033"
2015,3,7,59,789,"SD69","PI 538239"
2015,3,2,66,645,"H113","Ames 26803"
2015,2,22,28,1,"B73","14SJMY:Breed:0001"
2015,3,7,60,790,"SD106","PI 538242"
2015,2,29,18,1,"B73","14SJMY:Breed:0001"
